id	filename	md5	size	state
59fe2b9f-da64-452e-a54a-245fbb6bf76d	59fe2b9f-da64-452e-a54a-245fbb6bf76d/236c2890-3e10-46a2-92c8-1ae5ce275d61.rna_seq.augmented_star_gene_counts.tsv	082c0b725cc799e2bebe0da8417ecd54	4241577	validated
db556788-6349-4dc5-9b4b-985c270a17b0	db556788-6349-4dc5-9b4b-985c270a17b0/3c182e07-0453-41ed-8acc-93197a49f007.rna_seq.augmented_star_gene_counts.tsv	88866fe0f4195e42112c0caae5f656fe	4243710	validated
8092885a-cc9c-481d-a726-89ca9f112f5c	8092885a-cc9c-481d-a726-89ca9f112f5c/38d812d1-9fe8-4a3f-8e6b-56291bf6d89b.rna_seq.augmented_star_gene_counts.tsv	39a1e1ee334ff9dd8a4d1a0d4a343a41	4242595	validated
53401597-522a-4be6-8f22-9ef858a691ae	53401597-522a-4be6-8f22-9ef858a691ae/cd9aea43-7ec6-4d41-a2ec-cb25c9931949.rna_seq.augmented_star_gene_counts.tsv	b533cd4bd0e76c7b083fe08b3d5404ab	4240719	validated
5dbdee96-ea4e-4a0c-8ebe-55a99be125d7	5dbdee96-ea4e-4a0c-8ebe-55a99be125d7/6cce95fe-f659-4f46-9cb6-efe5f8a92246.rna_seq.augmented_star_gene_counts.tsv	ae563f51d4c74758521af07d3c14e3c5	4217124	validated
68ac1641-5d4d-478b-bec5-a4c9391e3bb1	68ac1641-5d4d-478b-bec5-a4c9391e3bb1/ab61de7b-a3a5-47c6-8eee-86c1f54a1dd0.rna_seq.augmented_star_gene_counts.tsv	921724809f5b5161d453d9c21eee27a7	4235190	validated
e5e2751b-3571-4e99-9f34-f7d6612fd1d0	e5e2751b-3571-4e99-9f34-f7d6612fd1d0/222c1c1b-7e97-403c-bf16-46e67a6715f3.rna_seq.augmented_star_gene_counts.tsv	9620d1ee806c1b7e089f999719e2744e	4211706	validated
7ad79b6a-5f2b-4315-ae69-25439113193f	7ad79b6a-5f2b-4315-ae69-25439113193f/c1673329-c5be-4cd9-b8c5-932d4f2a184d.rna_seq.augmented_star_gene_counts.tsv	b252078b73147f076755c0b320a21256	4231604	validated
088f29fa-5f7b-4ae6-8a57-92bffe7d2d76	088f29fa-5f7b-4ae6-8a57-92bffe7d2d76/2250f9f4-c929-4665-875a-e94e068cf556.rna_seq.augmented_star_gene_counts.tsv	d803bc202661059c8c97cb0f6f99aee3	4221325	validated
bccc2a89-933c-4a71-9912-d58c8181c7bb	bccc2a89-933c-4a71-9912-d58c8181c7bb/c41ca9e4-0d67-47c8-8ac3-bb7faffe9d07.rna_seq.augmented_star_gene_counts.tsv	fe4211addbc2284f7dc2017e603f6912	4236462	validated
22ba6691-d4b9-4067-9acd-17cf251d89b7	22ba6691-d4b9-4067-9acd-17cf251d89b7/8ae968b8-8b1f-433a-8d92-5ea3413bd4be.rna_seq.augmented_star_gene_counts.tsv	b46730b5c4ebaed5923f2ea62300a664	4237066	validated
01392dce-a8df-4803-aa61-d14956d801a4	01392dce-a8df-4803-aa61-d14956d801a4/1296f6cf-ced5-42ce-9aac-0d30eb630f1a.rna_seq.augmented_star_gene_counts.tsv	23160b20c83ad05303e86c3b57c9b2a3	4232180	validated
b6f1ca49-344f-4408-be54-a0c35aed9ff2	b6f1ca49-344f-4408-be54-a0c35aed9ff2/bebd58e3-e083-46c5-8f5c-75eea307cff3.rna_seq.augmented_star_gene_counts.tsv	10e3abe8f8580b3b5cba6ce8e5d2e9f7	4216987	validated
