"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Gene"
1586.30437793765,-1.76121596010821,0.339792491240028,-5.18321035783012,2.18098815247943e-07,2.49971885819737e-06,"KRT23"
35.0960149633905,-2.5949059395387,0.419887777586755,-6.17999874740949,6.41021102277238e-10,1.31743294970353e-08,"KRT37"
496088.416568098,-1.38306655442113,0.225849097663577,-6.12385246932149,9.13394753012883e-10,1.81967512478371e-08,"KRT17"
130.086147271818,-2.05898280789975,0.318679914408488,-6.46097452273231,1.04030834854883e-10,2.55374764571012e-09,"KRT34"
102.569102858887,-1.03037842973384,0.25320541844711,-4.06933799463327,4.71469094885315e-05,0.000291597383256292,"KRT17P1"
10.8416170797435,1.80074934011954,0.314619684178522,5.72357494039615,1.04305525492841e-08,1.62738786232336e-07,"KRT87P"
2037.87072901112,1.16539124768194,0.380952860230672,3.0591481764339,0.00221967332964707,0.00808962577255545,"KRT7"
35252.1151126799,-1.91726460780006,0.399575627246526,-4.79825213817951,1.60056215541693e-06,1.47774305196796e-05,"S100A7"
8042.42202844926,-3.14150554536013,0.440921567693844,-7.12486250511893,1.04184637871842e-12,3.83256051049693e-11,"SPRR2G"
13.8250063322689,-2.70025375863811,0.34276785101831,-7.87779177835983,3.33217394345055e-15,1.98652685696387e-13,"KRT82"
37574.6785687624,-1.17712019254434,0.455753965902732,-2.58279747541585,0.00980028337503452,0.028142273968075,"SPRR3"
21224.9935578592,-1.89701029766617,0.338705041325968,-5.60077372996788,2.13397139233142e-08,3.12527875319464e-07,"SPRR2D"
1390.13947539741,-1.88546415603519,0.356924760072148,-5.28252552625956,1.27415075419388e-07,1.55188038863337e-06,"S100A12"
53681.4281223345,-4.898403717551,0.494070075282097,-9.9143906150442,3.60449269006518e-23,7.03941441860267e-21,"KRT1"
68648.3927276704,-2.03560471628156,0.316075403039849,-6.44025032224646,1.19276617509412e-10,2.89395440707505e-09,"SPRR1B"
28654.543636975,-1.88480781712157,0.342323580102969,-5.50592458911135,3.67235716212999e-08,5.09236095462202e-07,"SPRR1A"
3197.09500176933,-1.49762139390321,0.402610081794321,-3.71978115209815,0.000199395476569266,0.0010213221794042,"KRT78"
60.544507326496,1.59763515558466,0.222313813227337,7.18639625847689,6.65237929110052e-13,2.57050269976296e-11,"KRT86"
4440.35384492707,-3.73853020910943,0.377669370487136,-9.89894998444618,4.20668374267635e-23,7.86669702728321e-21,"KRT75"
114878.320635419,-1.23309357374998,0.391412139930465,-3.15037130419369,0.00163063079898815,0.00623999594844452,"KRT6C"
14942.6026786252,-1.40168321084728,0.469917393717503,-2.98282896012554,0.00285597548930316,0.01001637900508,"KRT4"
47965.3773325724,1.64635280517789,0.426072111646234,3.86402385928712,0.000111534320120102,0.000617825642191064,"KRT19"
36106.3638612574,1.27373500407315,0.302702507988874,4.20787727374882,2.5778079531882e-05,0.000171069963682869,"KRT15"
7.35380207310864,3.52302281746417,0.484527003810846,7.2710556682193,3.56688901171687e-13,1.46995129801991e-11,"KRT38"
218.003162040432,-2.06671778429748,0.283606728924988,-7.28726639220225,3.16307098346664e-13,1.31171494915832e-11,"KRT9"
312.49216116602,-1.79755264357535,0.480881794436818,-3.73803430358711,0.000185464646232932,0.000957762915188822,"KRT2"
1.41547511468957,-2.00500983090654,0.832635151722147,-2.40802928720888,0.0160388943074921,0.0421534001236206,"KRTAP13-2"
622.307957506074,-4.49324624591306,0.397726393458341,-11.2973298222505,1.35268576606329e-29,5.89310188962407e-27,"SPRR4"
7937.62957291226,-1.86507881552443,0.450543797219771,-4.13961711832128,3.47885960439166e-05,0.000223423601192463,"S100A7A"
8.94301827124508,-2.90142221927919,0.667209750123598,-4.34859085728545,1.37015053905258e-05,9.81916451929492e-05,"KRTAP19-1"
75.6059674454949,-2.98066833981391,0.443646731520155,-6.71856260408061,1.83525892649241e-11,5.21568746528972e-10,"KRT76"
214288.497251955,-1.77516630249147,0.307454419431502,-5.7737543853617,7.75244195523839e-09,1.25004845588037e-07,"KRT6B"
326.888987813256,-4.38009576984593,0.425289175233035,-10.2991000592618,7.11235447655952e-25,1.68843888157606e-22,"KRT79"
43345.0987681587,-2.61669419018385,0.400942871337606,-6.52635170056562,6.73909758796781e-11,1.72926552669892e-09,"KRT10"
89.3004137932517,-2.47981485951937,0.364314478916637,-6.8067974319703,9.97952900685778e-12,3.00865724317017e-10,"KRT3"
400726.323924944,-1.60557305057726,0.304538543082526,-5.27215056040434,1.34834392301201e-07,1.63122047079069e-06,"KRT16"
810010.371026765,-1.8716352295072,0.288411370954943,-6.48946407109449,8.61422458142662e-11,2.15872903622414e-09,"KRT14"
6.81781433507401,-1.68867122454959,0.260036026262745,-6.4939895014521,8.35925758195707e-11,2.09881422949138e-09,"KRT18P59"
18214.7322068799,-4.24835692599511,0.404684831158331,-10.4979396283152,8.82860619554167e-26,2.36493305825844e-23,"KRTDAP"
1.0564862477317,2.36686017438404,0.759195743402547,3.11758883654471,0.00182336985105103,0.00685254505118193,"KRTAP10-12"
92306.1785245212,-1.05676740902755,0.196429832205059,-5.37987227889272,7.45387021495382e-08,9.56029390720945e-07,"S100A2"
2486.11294746584,-3.00352891502527,0.451575087534767,-6.65122810787039,2.90657394745864e-11,7.88807575687186e-10,"SPRR2B"
30618.5758422785,-1.03474191256007,0.141521150296501,-7.31157081745155,2.64037304836046e-13,1.11477731099308e-11,"S100A10"
25798.4804327433,-1.87347961870262,0.388410127693644,-4.82345717869725,1.41091068649684e-06,1.31613068626276e-05,"SPRR2E"
0.831203164554922,-1.45400228618756,0.614762224269495,-2.36514578935834,0.0180229745382761,0.0462173884585999,"KRT17P7"
