"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000001561.7",278.688729409961,1.6594780147786,0.255957152953913,6.48342113368247,8.966575838849e-11,1.75962704210635e-09
"ENSG00000001626.16",59.9606719747439,1.88831586654961,0.466359838666158,4.04905334891274,5.14252223175092e-05,0.000247266556535189
"ENSG00000002079.14",54.062776824574,-1.29056821574191,0.282751710166837,-4.56431621573718,5.01124975893173e-06,3.20659705832916e-05
"ENSG00000002746.15",144.691545498493,-1.19228853782144,0.252286944996977,-4.72592245245082,2.29073062864449e-06,1.61376819898645e-05
"ENSG00000002822.15",92.0738610914234,-1.27137350471529,0.266316115802089,-4.77392628262912,1.8066853656862e-06,1.30657596302252e-05
"ENSG00000003137.8",2002.99625265875,-1.50363072424361,0.24667132383428,-6.09568514438993,1.08969708371399e-09,1.6792869487296e-08
"ENSG00000003147.19",238.337544937648,1.53314956622989,0.244766787453226,6.26371568701032,3.75910592273125e-10,6.35990140884353e-09
"ENSG00000003987.14",45.1222239893477,1.38536755622109,0.153016675270126,9.05370315866195,1.3820016248105e-19,1.35084554577767e-17
"ENSG00000003989.18",1223.81343140891,2.51105478047303,0.291650826733032,8.60979825979227,7.3189261306872e-18,5.34185051786463e-16
"ENSG00000004777.18",292.235681260908,1.11139432450002,0.196069508952467,5.66836899035357,1.4416323795321e-08,1.73837989898069e-07
"ENSG00000004799.8",594.655915973099,-1.0661496641831,0.329872437482488,-3.23200589997669,0.00122924518024177,0.00386577764618552
"ENSG00000004809.14",14.0065926452283,1.44228363786012,0.318878859381544,4.52298293043756,6.0974159262476e-06,3.80712275354334e-05
"ENSG00000004838.14",34.8793339149716,2.03968022146921,0.278568408773364,7.32200837291868,2.44286906946129e-13,8.10247532367366e-12
"ENSG00000004939.15",7.76391126821067,1.10510959934989,0.427148753639134,2.58717739413918,0.00967657603474128,0.0228771144451169
"ENSG00000005189.20",223.143382885496,1.33151456633394,0.134026776446357,9.93469067628342,2.9408727234278e-23,4.49449841300882e-21
"ENSG00000005379.17",259.488388821675,2.14951426226324,0.240950941769452,8.92096227754091,4.62254046735371e-19,4.12479723896575e-17
"ENSG00000005421.9",2.21032698251864,2.55948408429727,0.566093498732336,4.5213098013469,6.14581657302876e-06,3.83067999195858e-05
"ENSG00000005513.10",50.8368680578529,1.73266452768232,0.288198032941843,6.01206229617798,1.83177898923605e-09,2.68525015369622e-08
"ENSG00000005961.19",65.413565348799,1.41523712360129,0.211290649133261,6.69805847730012,2.11206754121676e-11,4.82322967403982e-10
"ENSG00000005981.13",12.8141552816893,1.64943627599322,0.420940862671659,3.91845131290998,8.91197254818509e-05,0.000398969063971348
"ENSG00000006047.13",197.594335186994,3.25147321705571,0.377846773051975,8.60526924920553,7.61378228419363e-18,5.54243277750959e-16
"ENSG00000006059.4",17.4922865612503,1.22285224478472,0.398139583946916,3.07141589053292,0.00213046177720837,0.00621851152064344
"ENSG00000006062.17",1013.57495633928,1.31208777300473,0.147098968347942,8.91976189731782,4.67291766300028e-19,4.14211870880784e-17
"ENSG00000006071.15",4.84881393643429,1.34712575987331,0.466095558525045,2.89023513576545,0.00384953771232854,0.0103364310035364
"ENSG00000006327.14",5958.87370858887,-1.12717065311427,0.183900574498213,-6.12923943380734,8.83001578454854e-10,1.38231973193085e-08
"ENSG00000006606.9",140.43585294302,-1.9933956384574,0.355180804647822,-5.61234056675427,1.9960809301621e-08,2.32486697642712e-07
"ENSG00000006611.17",27.3322690580783,2.39707019651815,0.551315260569066,4.34791192618884,1.37439771270636e-05,7.77953540595113e-05
"ENSG00000006747.15",349.471135369358,1.69886798796418,0.274951456739602,6.17879246071106,6.45937413608353e-10,1.0412541220999e-08
"ENSG00000007038.11",541.097365085154,1.20975561408719,0.470384966500029,2.57184157709921,0.0101159170063526,0.0237866793802895
"ENSG00000007062.12",233.139528278693,-1.27763616723171,0.506645127334553,-2.52175753461465,0.0116770164725745,0.0269017764357754
"ENSG00000007171.18",427.687917964757,2.84909413688773,0.376127874787513,7.57480189017438,3.59676071365803e-14,1.42337045581128e-12
"ENSG00000007312.13",122.994330399861,1.09573823057022,0.274510384458455,3.99160939842715,6.56264018066859e-05,0.000305153391624902
"ENSG00000007372.24",125.080286856302,1.91982782562587,0.388766322903553,4.93825651174561,7.88241167020274e-07,6.2387202180586e-06
"ENSG00000007933.13",450.431235331192,2.44008445802518,0.329411827060633,7.40739784542116,1.2880162815705e-13,4.52146020060956e-12
"ENSG00000007968.7",959.700340476169,1.19139463534682,0.156409712252862,7.61713974270814,2.59358507675374e-14,1.05713572727923e-12
"ENSG00000008277.14",175.225551726166,2.45321463088917,0.279475485196981,8.77792422172586,1.66519403362959e-18,1.33902899297272e-16
"ENSG00000008323.15",1445.20479293955,1.11189024726638,0.263251571378705,4.22367943121165,2.40345851741343e-05,0.000126806159658002
"ENSG00000009694.13",115.264586573689,-1.09255860739596,0.437315783934973,-2.49832877643954,0.0124780406031845,0.0284838718571787
"ENSG00000010361.14",313.602690607233,1.10146416165387,0.186944919245745,5.89191814411368,3.8173827393676e-09,5.24572485526014e-08
"ENSG00000010438.17",648.978882745419,-1.59692502724064,0.417156633784174,-3.82811850012877,0.00012912658734736,0.000552668986415392
"ENSG00000011332.19",251.57206972659,-1.56505679182923,0.240646194796179,-6.50355927362487,7.8441492990732e-11,1.55879926660174e-09
"ENSG00000011347.10",1949.94481185921,-1.11437270785325,0.256448215354058,-4.34541026660966,1.39015592709969e-05,7.85587196229451e-05
"ENSG00000011465.18",20185.3993296007,-1.07835489560593,0.242844653590038,-4.44051322384216,8.97445895528415e-06,5.33759371363299e-05
"ENSG00000011677.13",293.129926102561,-1.03053044426271,0.299586431407161,-3.43984351835393,0.000582050610426456,0.00203214489279523
"ENSG00000012124.17",198.230700682311,1.22184056452645,0.305931668094537,3.99383487213518,6.50131491229206e-05,0.000302810865640382
"ENSG00000012171.20",730.542171459123,-1.00163642648741,0.294389476585541,-3.4024192647945,0.000667920861879879,0.00229287998030792
"ENSG00000012817.16",908.041041551902,1.25022817242694,0.501482778368318,2.49306302500522,0.0126646364088602,0.0288480010175801
"ENSG00000013725.14",613.191552282514,1.09642031560054,0.231913468732585,4.72771297670857,2.27062846081826e-06,1.60066576154828e-05
"ENSG00000016082.15",67.5240052706942,3.48335117717642,0.464574487922942,7.4979390124285,6.48290488676137e-14,2.42539765735233e-12
"ENSG00000016391.11",175.432797946195,2.47449044094977,0.269776184008533,9.17238284040484,4.62676533296222e-20,4.81148806918801e-18
"ENSG00000016602.9",1826.73041667057,1.62633529281645,0.427952220759924,3.80027305367999,0.000144536736173587,0.000608550258148213
"ENSG00000017483.15",5029.51230911796,-1.76072072103806,0.27077372485308,-6.5025538278997,7.89677502620265e-11,1.56588237114565e-09
"ENSG00000018236.15",2344.02279874621,-1.57048966892196,0.310254606533716,-5.0619382785902,4.15015393606706e-07,3.54873441049419e-06
"ENSG00000018280.17",598.438786612019,-1.00976311188099,0.209576835105806,-4.81810459334024,1.44928396201245e-06,1.07769067089216e-05
"ENSG00000019144.19",2602.68347422745,-1.01324894716195,0.172372447493904,-5.87825352539468,4.14617575493834e-09,5.66377845595577e-08
"ENSG00000019549.13",4961.64356370456,-1.25245778907805,0.135389969349041,-9.25074283641477,2.22937848000283e-20,2.40894794975931e-18
"ENSG00000023445.16",2807.99168444649,1.54707619071771,0.252916929628075,6.11693409766101,9.53927923170919e-10,1.48576819063026e-08
"ENSG00000023839.12",114.314286236381,-1.88159748237147,0.268943286423854,-6.99626120953279,2.62883221686677e-12,7.07380902558061e-11
"ENSG00000024422.12",15997.0898557971,-1.02102077666642,0.136421435371381,-7.48431339904088,7.19221421695968e-14,2.64914819799652e-12
"ENSG00000026103.22",1135.60688938022,1.05469745239528,0.159906637712581,6.59570776724735,4.23231865956396e-11,8.93016008854753e-10
"ENSG00000026652.15",1084.41343635522,-1.13728840196601,0.192319522019504,-5.91353592200937,3.3484045931358e-09,4.64977750277723e-08
"ENSG00000029559.7",109.254259752031,-1.43126020956189,0.3548478368461,-4.03344775124733,5.49644062214776e-05,0.000262097122030428
"ENSG00000030419.16",1044.88136346048,1.1763110502061,0.204051317312504,5.76478047629845,8.17641964722662e-09,1.04084730916513e-07
"ENSG00000035720.8",48.5654910352302,1.13390841091319,0.284400265707086,3.9870160039901,6.69095138407639e-05,0.00031044129014814
"ENSG00000035862.12",11620.4236316991,-1.12002754109768,0.221090095123783,-5.0659326935049,4.06405504841994e-07,3.49021703661572e-06
"ENSG00000036672.16",593.827585736982,-1.09401293466434,0.277362919449246,-3.94433739317679,8.0020929490133e-05,0.000362222050655549
"ENSG00000036828.17",3.69146000687519,1.68686065002513,0.287760694524458,5.8620259198803,4.57253625130548e-09,6.15800865548258e-08
"ENSG00000038295.8",518.574949169599,-2.22662108887936,0.302861407120309,-7.35194724891062,1.95339904006637e-13,6.61382181717452e-12
"ENSG00000039139.9",312.7965529468,-1.11180234049839,0.298965534198602,-3.71883114713759,0.000200146782172837,0.000809305699234765
"ENSG00000039600.11",82.8782550875023,4.17875846754213,0.283850023402315,14.7217126053196,4.67664851926192e-49,5.3902271391593e-46
"ENSG00000039987.7",78.8622211741503,3.02047761589776,0.464475717294932,6.50298283296438,7.87427851019975e-11,1.56366326022359e-09
"ENSG00000041982.16",71472.75552926,-1.82703495844737,0.246865946787538,-7.40091933384311,1.35244874240124e-13,4.71176789827493e-12
"ENSG00000042062.13",336.435480465994,1.34576742263453,0.239850142865828,5.61086771329276,2.01314616399203e-08,2.34353708082317e-07
"ENSG00000042781.14",7.1660058108563,1.34821134609292,0.287400007775816,4.69106231599193,2.71790168173224e-06,1.87067918188796e-05
"ENSG00000042832.12",185.555301515943,2.7101578223262,0.318721703093664,8.50321078238512,1.84417616322366e-17,1.28174876952495e-15
