"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Gene"
323.667333866669,-3.22970811292103,0.806190709046235,-4.00613412767053,6.17206094532168e-05,0.000368733207018201,"BPIFB2"
916.176470864134,-1.07808209707189,0.196621379403233,-5.48303597677925,4.18087951685772e-08,5.7214693975086e-07,"RAPGEF3"
6.41631842101197,-1.79109441917996,0.32912384184973,-5.4420075103454,5.26834538605918e-08,7.0088440547086e-07,"RDH8"
5967.28427869354,-1.29328418600446,0.200904800968771,-6.43729856015485,1.21618566139769e-10,2.94716873753738e-09,"COL5A3"
6.63384407623764,-1.23054366584056,0.397376850917993,-3.09666671070002,0.00195709780116785,0.00726286083752685,"AFP"
89.7014785578776,-1.02528304826469,0.238049494640223,-4.30701627749411,1.65471437639544e-05,0.000116026090293946,"PCDHB4"
53.4763287032104,-1.09085206383234,0.206981034551108,-5.27029960111144,1.36201257776839e-07,1.64524645477233e-06,"PCDHGA2"
65.3604554800396,-1.32082748683483,0.334336721729069,-3.95059053042091,7.79586021609854e-05,0.000453642856696355,"KCNK2"
286.229792984019,-3.44747990172833,0.42546483353052,-8.10285511289155,5.36841586740496e-16,3.75363045966966e-14,"HAL"
255.360433214609,-1.60192585672453,0.250745304917094,-6.38865743569628,1.67348475507566e-10,3.94208574658198e-09,"EFR3B"
1533.92706632886,-1.18927324049795,0.140136978817421,-8.48650549293918,2.12943602369122e-17,1.87603313687196e-15,"KIF3C"
36276.1267174819,-1.66126972944942,0.215197837999773,-7.71973243267982,1.16574157655964e-14,6.23695341467031e-13,"CTTN"
263.376496663382,-1.55929911377839,0.342847012396731,-4.54809013174082,5.4134951565787e-06,4.33659356400409e-05,"WNT11"
4.35697852329152,-1.48429880170629,0.559466416723913,-2.65306148382945,0.00797653398956817,0.0238070985482519,"HBQ1"
203.712309858679,-1.47440452767364,0.307979834276843,-4.78734112944649,1.69005428248705e-06,1.55286192117852e-05,"HSD17B2"
69.4170352066203,-1.06126046529742,0.251587019955929,-4.21826398469732,2.46190484860377e-05,0.00016412009033613,"PPEF1"
6856.68097054804,-1.07023865761343,0.231140005596751,-4.63026145063167,3.65204305465418e-06,3.05905867107046e-05,"ADAMTS2"
23899.8479507816,-1.38753514875765,0.223022220051633,-6.22151079133019,4.92390285402789e-10,1.0394469044086e-08,"MMP2"
9431.99112620488,-2.61546158609203,0.270472264784166,-9.6699807212364,4.044542632498e-22,6.79431748582133e-20,"PTHLH"
2980.82602908637,-1.31618128623752,0.282814356931894,-4.65387012355414,3.25762037681243e-06,2.76786026229594e-05,"SULT2B1"
343.527828092902,-1.89563350471234,0.318828224692182,-5.94562638405841,2.75401662612068e-09,4.90489618789552e-08,"SLC15A1"
1707.1200522985,-1.32021518096624,0.157394949947285,-8.38791321709118,4.94847278884184e-17,4.06174334810838e-15,"SMOX"
1407.215858215,-1.02139089165889,0.225138473804725,-4.53672299717551,5.71350715419251e-06,4.55483593661697e-05,"CPXM1"
119.505990444067,-1.68744328769963,0.310565760664921,-5.43344921245285,5.52750212216486e-08,7.31923251947983e-07,"LHX5"
21.8173937765997,-1.94234670118446,0.511331410610317,-3.79860626763786,0.000145512038147218,0.000776459767491844,"TBX5"
625.070721791842,-1.83601105018384,0.363480804190699,-5.05119122940143,4.39063231826398e-07,4.61837671153026e-06,"NOS1"
8632.59574377877,-1.36492726768259,0.167807150757369,-8.13390407692534,4.1568150967681e-16,2.94280240198878e-14,"FXYD5"
427.932939311796,-1.12061737745884,0.195881356611214,-5.72089859313688,1.05962129729715e-08,1.65193418526722e-07,"OTUB2"
279.436121874718,-1.79968645327818,0.469678897807657,-3.83173794198263,0.000127241232355277,0.000692732581258578,"FETUB"
62032.9835404717,-1.13233460748746,0.184597318577969,-6.1340793908076,8.56537389287998e-10,1.71675555097688e-08,"ITGA6"
15635.2522272603,-1.94768914354857,0.204642518443256,-9.5175194205237,1.77362077286333e-21,2.80140221275564e-19,"SLC7A8"
18592.0820469096,-1.39815957102796,0.332627077648527,-4.20338470611626,2.62953115859332e-05,0.000174210833526792,"TGM1"
265.221280926231,-1.60610498732254,0.249895098506148,-6.42711680590658,1.30046893611722e-10,3.13226555117662e-09,"COL9A3"
5173.69373357182,-1.17311610729001,0.242208631930141,-4.84341164037607,1.27628491823231e-06,1.19901221761422e-05,"PTGS1"
154.572695627664,-2.2904457006381,0.585167752429085,-3.91416938327557,9.0715940583418e-05,0.000518068779088102,"CYP26A1"
27.3893574215647,-1.76135926744661,0.400043249791008,-4.40292210496437,1.06802520745662e-05,7.86146664493459e-05,"TDRD1"
