"SYMBOL","CESC_LFC","HNSC_LFC"
"AFDN",0.144649079385028,-0.0179751738331525
"AFF1",-0.698523870768444,0.295835837407523
"AFF2",-1.94957780194843,0.277947167784758
"AFF3",-3.1126689987185,0.451706437137137
"AFF4",-0.118949679418455,-0.0930773038559798
"AFG1L",-0.0985036104963871,-0.103112854255903
"AFG2A",0.131824671585944,0.451814009976352
"AFG2B",0.249916887174629,-0.161730796795541
"AFG3L2",-0.150018862579101,-0.138655463537711
"AFMID",0.288416956186855,0.18472228368474
"AFP",1.40853368133339,-1.23058183841739
"AFTPH",0.177608744259015,-0.00493428555244212
"AGA",0.0682132147732359,-0.40394089801738
"AGA-DT",0.0804074034001814,-0.277949128652308
"AGAP1",-0.334493028760531,0.465979161053345
"AGAP1-IT1",0.269967642778508,-0.338862256899556
"AGAP2",1.03159723213158,0.305016036850403
"AGAP2-AS1",0.869328319916786,-0.742962762823304
"AGAP3",-0.456114342871618,-0.800484349414833
"AGAP4",-0.456358491067762,0.441976932032212
"AGAP6",-0.011409187468508,0.268769459432225
"AGAP7P",-1.05682033457573,0.708461475090648
"AGAP9",-0.0202056645944598,0.323576080020812
"AGBL1",0.45059202884028,-0.60292469407304
"AGBL1-AS1",1.14723545140989,-0.488848222033897
"AGBL2",-0.244172328514624,-0.208083595812779
"AGBL3",-0.0185872710618023,0.743980351532325
"AGBL4",-1.17630691607861,-0.697346010552633
"AGBL5",-0.213004935712867,0.0223039376577431
"AGER",-0.974312595055339,0.300407428993403
"AGFG1",0.182258095297834,0.0234509442012607
"AGFG2",0.987652028166558,0.226488633297015
"AGGF1",-0.187430648508365,0.430856949287252
"AGK",-0.260463583860469,-0.0321657878337543
"AGL",0.233221616709338,0.679222841765787
"AGMAT",0.774342180442507,0.228657241489251
"AGMO",-0.398629853686761,-0.253383320418566
"AGO1",-0.550182975506529,0.280825239915111
"AGO2",-0.283411895794706,-0.0523553023003007
"AGO3",-0.053711376152981,0.0960697767002778
"AGO4",-0.151601954438989,0.425765763531156
"AGPAT1",-0.449528686314764,-0.162871214465416
"AGPAT2",-0.248411435084576,-0.617819225646598
"AGPAT3",-0.0141152873220643,0.324462532172863
"AGPAT4",-0.574372074805119,-1.09431037282225
"AGPAT5",-0.616480618426664,0.296669741946978
"AGPS",0.186343313336851,-0.474184663170137
"AGR2",3.57012244279418,0.136820365537863
