"EnsemblGeneID","WaldStatistic"
"ENSG00000161405",7.22096713840264
"ENSG00000164406",7.2157375214834
"ENSG00000139351",7.21243948292814
"ENSG00000165215",7.21116556059965
"ENSG00000225051",7.20432720314823
"ENSG00000085840",7.20400023973689
"ENSG00000153094",7.20329437231283
"ENSG00000235947",7.1929311842888
"ENSG00000166770",7.19185502442493
"ENSG00000237988",7.1916457654295
"ENSG00000272636",7.18893290495013
"ENSG00000170442",7.18717931063613
"ENSG00000186496",7.18580680627165
"ENSG00000125885",7.1812165835334
"ENSG00000248810",7.18034327275836
"ENSG00000006837",7.17668061036256
"ENSG00000142039",7.17422596045083
"ENSG00000188312",7.17410995640983
"ENSG00000178295",7.17258806982734
"ENSG00000164331",7.16796634006767
"ENSG00000163611",7.16549794372775
"ENSG00000139354",7.16516744985363
"ENSG00000164830",7.15953388435696
"ENSG00000128191",7.15769403749351
"ENSG00000176896",7.15077880248238
"ENSG00000276043",7.15074530387776
"ENSG00000185104",7.14193027666974
"ENSG00000184307",7.14142328427567
"ENSG00000144395",7.1403652012054
"ENSG00000169918",7.1398822834825
"ENSG00000203965",7.13967921249952
"ENSG00000114631",7.13503336831333
"ENSG00000139618",7.12360416637206
"ENSG00000138587",7.12251833638618
"ENSG00000126562",7.1203505302851
"ENSG00000124253",7.11394687941969
"ENSG00000169891",7.11317982689757
"ENSG00000163320",7.09848190339965
"ENSG00000267390",7.09739020600611
"ENSG00000183145",7.0939475563111
"ENSG00000116062",7.09276095043394
"ENSG00000050344",7.08633807480154
"ENSG00000165115",7.08248692069179
"ENSG00000231324",7.08039025123954
"ENSG00000212766",7.08006524190318
"ENSG00000076242",7.0797179954686
"ENSG00000135063",7.06820319250996
"ENSG00000263528",7.0629937294275
"ENSG00000265817",7.06187513938235
"ENSG00000265148",7.06110039332154
"ENSG00000138160",7.0550778759005
"ENSG00000162881",7.05491676431676
"ENSG00000259291",7.05341986782501
"ENSG00000155666",7.05312467452359
"ENSG00000204219",7.052637812545
"ENSG00000166153",7.0486409671168
"ENSG00000094631",7.04275403567284
"ENSG00000247828",7.03329096161259
"ENSG00000169900",7.0310384265666
"ENSG00000056558",7.02568000996497
"ENSG00000104888",7.02241235150432
"ENSG00000016082",7.01625747595734
"ENSG00000079387",7.0115471282802
"ENSG00000119397",7.0013073869845
"ENSG00000107295",6.99711929799735
"ENSG00000104998",6.99491132749854
"ENSG00000177807",6.98330421342656
"ENSG00000134574",6.98198884391148
"ENSG00000109881",6.98064653800645
"ENSG00000213551",6.97889669101052
"ENSG00000143578",6.97408136049937
"ENSG00000224186",6.97096006078803
"ENSG00000118160",6.97071155658769
"ENSG00000134962",6.96643856619956
"ENSG00000144554",6.96576052711035
"ENSG00000150750",6.95976659860567
"ENSG00000262966",6.9575695805012
"ENSG00000156959",6.95438583700631
"ENSG00000124459",6.95096246571498
"ENSG00000225891",6.94927634579767
"ENSG00000181751",6.94860149546148
"ENSG00000264247",6.94708824380216
"ENSG00000179981",6.94692491875248
"ENSG00000131470",6.94199223793662
"ENSG00000170234",6.94146216402741
"ENSG00000133131",6.94042269207828
"ENSG00000227189",6.93954410495711
"ENSG00000122483",6.93920930668077
"ENSG00000119900",6.93485431222113
"ENSG00000179988",6.93443715249452
"ENSG00000112851",6.93307652243569
"ENSG00000141556",6.92961775875862
"ENSG00000165125",6.92646925762267
"ENSG00000185245",6.91982407794232
"ENSG00000186790",6.91792742228826
"ENSG00000178809",6.91140499142502
"ENSG00000154814",6.90771391461842
"ENSG00000186204",6.90589242058959
"ENSG00000113240",6.90583577045224
"ENSG00000172059",6.9049105816428
"ENSG00000181350",6.90132444724058
"ENSG00000160299",6.89772729166926
"ENSG00000239513",6.89424034961682
"ENSG00000250056",6.89400165508656
"ENSG00000118308",6.8925190438179
"ENSG00000124795",6.89015611995153
"ENSG00000250802",6.88768355345048
"ENSG00000146263",6.88645590617481
"ENSG00000187889",6.88565225743804
"ENSG00000162636",6.88428767734357
"ENSG00000167513",6.8833114399631
"ENSG00000182601",6.87568938413483
"ENSG00000113594",6.87480073290439
"ENSG00000181090",6.87469546373923
"ENSG00000236846",6.87038485590233
"ENSG00000107736",6.86659076289089
"ENSG00000117298",6.86026842059698
"ENSG00000189319",6.85867976355094
"ENSG00000162639",6.85682700969836
"ENSG00000181634",6.85611549623751
"ENSG00000178252",6.85193343071911
"ENSG00000142731",6.84157528349226
