"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0099565","chemical synaptic transmission, postsynaptic","20/1077","113/18842",0.176991150442478,3.09644127821464,5.50353648171426,5.73690433150633e-06,0.00108816120868572,0.00108816120868572,"P2RX2/CUX2/CHRNA7/RIMS1/CHRNA4/TMEM108/HTR3E/GLRA3/CBLN1/SLC8A2/SLC17A7/ADORA2A/NRXN1/INSYN2A/GRIN2C/MPP2/CHRNA6/GRIN2A/NOTCH1/PNOC",20
"GO:0007141","male meiosis I","8/1077","20/18842",0.4,6.99795728876509,6.60788844618733,7.54178800031954e-06,0.00134380949823875,0.00134380949823875,"TDRD9/BTBD18/DNMT3L/SYCP3/MOV10L1/DDX4/MEIOB/MEIOC",8
"GO:0034587","piRNA processing","8/1077","20/18842",0.4,6.99795728876509,6.60788844618733,7.54178800031954e-06,0.00134380949823875,0.00134380949823875,"TDRD9/GPAT2/EXD1/PNLDC1/MOV10L1/FKBP6/HENMT1/DDX4",8
"GO:0051249","regulation of lymphocyte activation","49/1077","453/18842",0.108167770419426,1.89238359354023,4.73367941504135,1.35598484907513e-05,0.00234505615075346,0.00234505615075346,"IL12A/IKZF3/LAX1/BCL2/MZB1/INPP5D/CRTAM/SIT1/VNN1/TNFRSF13C/CD6/SLAMF1/ZAP70/TMIGD2/PRLR/PLA2G2D/IL27RA/CD160/JAK3/CDKN2A/CD27/CD22/VTCN1/PDCD1/CCL19/FLT3LG/FOXJ1/BTLA/TESPA1/KLRK1/SMARCA2/IRF4/ICOSLG/KLRC4-KLRK1/CD19/TBX21/CD2/ZNF683/PCK1/IL2RG/SIRPG/VCAM1/CD40LG/GNRH1/FCRL3/IL21/BANK1/TNFRSF13B/CD3E",49
"GO:0060079","excitatory postsynaptic potential","18/1077","101/18842",0.178217821782178,3.11790176232108,5.25469289006009,1.50555201892378e-05,0.00252932739179194,0.00252932739179194,"P2RX2/CUX2/CHRNA7/RIMS1/CHRNA4/TMEM108/HTR3E/GLRA3/CBLN1/SLC8A2/SLC17A7/ADORA2A/NRXN1/GRIN2C/MPP2/CHRNA6/GRIN2A/PNOC",18
"GO:0050853","B cell receptor signaling pathway","15/1077","74/18842",0.202702702702703,3.5462621395769,5.40364980093549,1.56044158103051e-05,0.0025487212490165,0.0025487212490165,"BCL2/MS4A1/CD79A/ITK/IGHM/BLK/CD22/GCSAM/CD79B/IGKC/CD19/IGHA2/IGHA1/FCRL3/BANK1",15
"GO:0046631","alpha-beta T cell activation","26/1077","183/18842",0.14207650273224,2.48561324464334,4.97238039706017,1.63104840314978e-05,0.00259204448932992,0.00259204448932992,"IL12A/NCR3/LY9/SLAMF6/CD3D/CRTAM/CD247/TRBC1/ITK/CD160/EOMES/JAK3/CLEC2D/MYB/NKG7/CCL19/KLRF1/NCR3LG1/IRF4/ICOSLG/TBX21/ZNF683/TRBC2/IL21/CD3G/CD3E",26
"GO:0030888","regulation of B cell proliferation","13/1077","58/18842",0.224137931034483,3.92126917042871,5.48616358228055,1.83814612763565e-05,0.00282453778726292,0.00282453778726292,"IL12A/IKZF3/BCL2/MZB1/TNFRSF13C/PRLR/IL27RA/CDKN2A/CD22/BTLA/FCRL3/IL21/TNFRSF13B",13
"GO:0007586","digestion","20/1077","122/18842",0.163934426229508,2.86801528228077,5.09664798198088,1.87341792012336e-05,0.00282453778726292,0.00282453778726292,"CEL/NPPC/CLPS/DAO/MUC13/AKR1D1/CLPSL1/CRACD/NR1I2/MUC4/WNK3/OXT/KCNQ1/IL17A/MUC2/NMU/ENPP7/GHRL/SLC4A9/NEUROG1",20
"GO:0014821","phasic smooth muscle contraction","7/1077","17/18842",0.411764705882353,7.20377956196406,6.30072531268586,2.29027336797795e-05,0.00335876543531334,0.00335876543531334,"TACR2/SCN11A/GHRL/EDN2/HTR2B/KIT/NEUROG1",7
"GO:0014831","gastro-intestinal system smooth muscle contraction","6/1077","12/18842",0.5,8.74744661095636,6.60999720211091,2.35853059761934e-05,0.00335876543531334,0.00335876543531334,"TACR2/NMU/SCN11A/GHRL/HTR2B/KIT",6
"GO:0050670","regulation of lymphocyte proliferation","27/1077","198/18842",0.136363636363636,2.38566725753355,4.8261323037247,2.39911816808095e-05,0.00335876543531334,0.00335876543531334,"IL12A/IKZF3/BCL2/MZB1/CRTAM/TNFRSF13C/CD6/SLAMF1/TMIGD2/PRLR/PLA2G2D/IL27RA/CDKN2A/CD22/VTCN1/CCL19/FLT3LG/FOXJ1/BTLA/ICOSLG/VCAM1/CD40LG/GNRH1/FCRL3/IL21/TNFRSF13B/CD3E",27
