"ID","aDC_xCell","Adipocytes_xCell","Astrocytes_xCell","B-cells_xCell","Basophils_xCell","CD4+_memory_T-cells_xCell","CD4+_naive_T-cells_xCell","CD4+_T-cells_xCell","CD4+_Tcm_xCell","CD4+_Tem_xCell","CD8+_naive_T-cells_xCell","CD8+_T-cells_xCell","CD8+_Tcm_xCell","CD8+_Tem_xCell","cDC_xCell","Chondrocytes_xCell","Class-switched_memory_B-cells_xCell","CLP_xCell","CMP_xCell","DC_xCell","Endothelial_cells_xCell","Eosinophils_xCell","Epithelial_cells_xCell","Erythrocytes_xCell","Fibroblasts_xCell","GMP_xCell","Hepatocytes_xCell","HSC_xCell","iDC_xCell","Keratinocytes_xCell","ly_Endothelial_cells_xCell","Macrophages_xCell","Macrophages_M1_xCell","Macrophages_M2_xCell","Mast_cells_xCell","Megakaryocytes_xCell","Melanocytes_xCell","Memory_B-cells_xCell","MEP_xCell","Mesangial_cells_xCell","Monocytes_xCell","MPP_xCell","MSC_xCell","mv_Endothelial_cells_xCell","Myocytes_xCell","naive_B-cells_xCell","Neurons_xCell","Neutrophils_xCell","NK_cells_xCell","NKT_xCell","Osteoblast_xCell","pDC_xCell","Pericytes_xCell","Plasma_cells_xCell","Platelets_xCell","Preadipocytes_xCell","pro_B-cells_xCell","Sebocytes_xCell","Skeletal_muscle_xCell","Smooth_muscle_xCell","Tgd_cells_xCell","Th1_cells_xCell","Th2_cells_xCell","Tregs_xCell","ImmuneScore_xCell","StromaScore_xCell","MicroenvironmentScore_xCell"
"TCGA-EA-A5ZD-01A-11R-A28H-07",0,9.75249457609989e-23,2.19849970094634e-21,4.29311358110039e-22,3.42352745601544e-06,2.55962597959131e-24,0,0,8.99096135275121e-07,2.3926073514225e-06,5.07803274734982e-24,6.7785040769622e-23,6.61203384342291e-23,1.18391388880029e-22,1.16564374207678e-26,0,1.86910669731715e-07,2.64677545687092e-23,0,0,0,9.98167149935641e-23,0,1.15474892124806e-23,0,7.41484010482536e-22,0,2.82196063688056e-07,0,6.72638223498675e-24,1.70022872250211e-23,1.5204638027061e-22,1.27420572021478e-22,0,1.00259491611483e-07,3.00753458852551e-24,0,1.32227979284287e-23,7.81227411162284e-07,0,5.65261486217878e-23,0,8.59378634198406e-22,0,6.15853606060885e-23,0,0,7.57866300417472e-23,0,0,1.14958457854253e-22,0,0,7.31853497146124e-08,0,1.42261293788853e-21,5.7692235856066e-24,0,1.50572272177342e-22,4.22924343285352e-05,4.07113082974251e-23,0,2.32309635810494e-23,8.5842675781308e-23,6.68396610743224e-08,4.87624728804995e-23,6.68396610743224e-08
"TCGA-BI-A0VS-01A-11R-A10U-07",0,8.45139099308957e-24,0,1.31926854387289e-07,1.24601685163668e-06,2.81409845369066e-23,0,7.32350731254733e-24,1.17908825265408e-06,4.01981604727318e-06,0,0,1.09247592351607e-22,0,2.57175809513976e-08,3.685657980946e-22,2.66399921698228e-07,1.27911009074238e-23,1.96061101620894e-22,1.34872647126467e-22,1.08295918289958e-22,0,5.44703427745323e-08,0,1.75907418799887e-21,3.66362845977046e-22,4.81995526526942e-22,9.0789297660793e-23,1.0825430529592e-22,1.57962103863425e-24,0,1.77471050726962e-24,0,0,0,0,3.39803581390325e-25,2.89420559870881e-26,1.37148204709929e-06,2.94882318648402e-22,1.50654120786537e-22,6.60268768287245e-23,1.25317195874066e-06,5.44960351034432e-22,0,3.13139830173052e-25,0,0,4.10558186340123e-22,9.70482453102723e-07,8.75566401155589e-07,7.64732661799486e-24,2.55954081267966e-21,1.29711373583944e-07,0,1.58624972757726e-21,0,9.92010540007644e-24,0,5.43249374197421e-05,0,9.44444884551703e-24,0,0,8.79512362581934e-08,9.3791074864096e-22,8.79512362581943e-08
"TCGA-EK-A2H0-01A-11R-A180-07",0,1.69685195139178e-22,1.02763495104471e-21,0,2.21621535901553e-06,1.04861976264691e-23,0,0,3.54019884752087e-07,2.31088969326851e-06,4.94078907428126e-24,1.26439145659551e-22,0,0,0,0,0,0,0,1.8881232860384e-23,4.13718243169225e-22,0,0,6.88963951549792e-24,0,4.48000732913692e-22,0,0,3.63847233312096e-22,0,3.27857584446654e-23,0,0,0,0,0,0,2.44245705705348e-24,2.57147672931094e-06,0,3.69277206421064e-22,0,5.5184397686802e-23,0,3.64912754470988e-23,0,0,0,6.86791306743243e-22,4.25539345598545e-07,0,0,0,1.03859370992582e-08,0,3.28322385640786e-21,0,0,3.37082683171177e-22,6.04338914495569e-05,0,0,3.24462106366638e-23,1.96088920253435e-22,8.00925927789494e-22,2.91701719154202e-22,1.0926276469437e-21
"TCGA-FU-A3TX-01A-11R-A22U-07",1.4710193652641e-22,3.73901961812007e-23,3.17662655649497e-21,2.98140228099206e-23,5.97415346146506e-06,1.77726966192071e-22,4.1184315181273e-23,1.3981834091173e-22,4.32205746557988e-07,1.32666790653974e-08,0,0,3.63127880507665e-22,1.21499804700056e-21,3.61231932610062e-24,2.0865994618879e-22,9.25638359075269e-08,0,0,3.29016388274791e-23,0,9.71608469621244e-23,0,0,0,0,1.52979167132628e-22,0,0,0,0,0,0,0,1.69813374580036e-08,0,1.57182454998323e-21,4.88153095851058e-23,1.33691539676266e-06,0,6.10221453937302e-22,8.90648245711548e-23,2.90271770613507e-06,5.14595230111016e-22,0,0,0,0,4.11715588068747e-22,1.01084002093506e-07,5.63118662753118e-06,5.2308799066486e-23,0,5.65619729903362e-08,0,2.41123220629916e-21,0,0,0,3.44665615280719e-05,7.96172476750711e-23,1.88700190717785e-24,0,0,1.13208916386699e-08,1.86950980906004e-23,1.132089163867e-08
"TCGA-C5-A1MF-01A-11R-A13Y-07",0,0,3.97937818104511e-21,0,3.68244467662282e-06,3.50555842585856e-24,0,4.32978511440209e-22,0,1.73041814599456e-06,0,2.23262955183721e-22,2.02351477767793e-23,0,9.98436460565071e-19,0,4.44296222671765e-23,0,3.76456450949504e-22,5.27413416199791e-23,2.45955016245747e-22,3.04799532424781e-22,0,0,0,1.25364503889094e-21,0,0,0,0,2.06589802055022e-22,0,0,0,0,0,9.37960334537371e-24,0,2.62635444746658e-06,0,0,0,1.37704981115732e-05,0,0,0,0,2.09392911532866e-22,4.48905351498139e-22,7.22218344843037e-07,1.36474479873441e-22,0,0,2.48919596136837e-07,4.09048441101825e-22,7.62321023734385e-22,7.15518845107849e-24,1.40995795231324e-23,4.00524227754096e-22,4.18977354983428e-05,8.57328728986813e-23,0,2.10758206755123e-23,3.51432351746563e-23,1.11472040246646e-21,1.22977508122874e-22,1.23769791058934e-21
"TCGA-EK-A2PG-01A-11R-A18M-07",1.3711774256351e-22,2.13291983620687e-23,3.47309869340612e-21,1.09836808224562e-23,3.11484460061982e-06,7.91279256261002e-23,0,8.42450733305347e-23,1.67294110262592e-07,4.09504486494709e-06,0,4.07455189853685e-23,2.31482273607365e-22,2.61728322884717e-22,0,1.21484020417576e-22,5.90455796142729e-08,6.98123983645765e-23,0,5.55237973677926e-23,5.50104253260158e-23,0,0,4.9256387767341e-23,0,0,4.66312591099427e-22,4.80437615599078e-08,2.03823641306151e-24,3.48745582076587e-23,2.05503669601519e-23,4.90865730679147e-23,1.00997530309959e-22,1.15101166829393e-24,1.0338558088608e-25,0,7.80435556762015e-23,0,2.08429463549099e-06,0,3.19940195576148e-22,0,0,4.56928360459948e-23,2.07128285528988e-23,1.4781792831645e-24,0,0,0,2.93869441993803e-07,1.21116607949623e-06,2.57659925791489e-23,7.738710904068e-22,1.27177113406758e-07,0,1.44172697023572e-21,2.32351101210952e-26,0,4.35781728642896e-22,4.06055461830114e-05,2.15852271163834e-23,0,0,8.00708478211816e-23,3.73752149820733e-22,3.81698118440423e-23,4.11921961664776e-22
"TCGA-IR-A3LC-01A-11R-A213-07",0,2.4169288941363e-22,7.10851442053096e-21,0,4.74311198821869e-06,0,0,0,0,2.14479913870525e-06,0,2.99624598445824e-22,0,0,2.51764274974106e-24,3.21549097166236e-23,0,2.19491055217519e-22,1.69912641681168e-22,0,0,0,7.22940931068578e-22,5.32843615785486e-23,2.37555649030896e-22,1.11132599889707e-21,0,1.00175749323069e-22,0,0,1.07293720596706e-22,6.2316632881701e-23,1.94798361655869e-22,1.52329337584424e-24,2.13386808354399e-23,0,0,0,2.41379987006814e-06,0,0,0,0,3.12272745617374e-22,3.26962989916456e-22,0,8.97427440852807e-25,2.45436671530281e-23,0,0,7.03370086078237e-22,3.45154867984544e-23,0,6.45179864364696e-08,0,3.41731228444624e-21,1.10674205721513e-24,0,5.13057840269357e-22,7.32274159635929e-05,5.01513391005618e-23,2.62046562003785e-22,0,1.50170867870975e-22,2.71882386210662e-22,2.39624269222263e-22,5.11506655432925e-22
"TCGA-Q1-A73Q-01A-21R-A32P-07",0,0,0,1.19299324123524e-08,2.32246477361043e-06,3.82511273040532e-23,0,0,8.0796613045021e-07,2.02329469845416e-06,7.61985798270711e-24,0,3.56493749795981e-22,0,1.51452140649571e-24,4.86262514654924e-23,3.62228797359587e-08,0,6.0889368812967e-24,1.26794331466448e-22,6.3786355854261e-23,3.08498692101949e-24,0,0,1.43161420064966e-21,1.38502459863813e-22,0,8.16822323246953e-23,4.71951131151918e-25,3.36318752585614e-24,6.33345472812149e-23,0,0,3.31762148760282e-25,1.42823067315041e-23,0,0,1.20182852163979e-24,1.75466622799818e-06,0,0,0,0,1.41808745640784e-22,0,4.29803690965406e-25,1.34502013253229e-28,0,0,0,1.72901083888825e-22,1.81132322029439e-23,0,1.70444505120283e-07,0,1.94547661707883e-21,0,3.14089518965902e-24,1.54918229568315e-21,5.15754717206562e-05,2.91717614236942e-23,0,0,3.97806538064548e-22,7.95328827490168e-09,7.47700278251962e-22,7.95328827490242e-09
"TCGA-MU-A5YI-01A-11R-A32P-07",0,1.94446067441973e-22,0,0,1.43322658859511e-06,0,0,3.32133502435531e-23,3.50413510521244e-07,1.31662041957186e-06,0,5.00162350870988e-23,0,3.58128255424785e-23,1.9133483715637e-08,0,1.30474396304344e-07,0,0,9.89531993946773e-23,0,0,1.53604423306236e-22,2.60300014987938e-23,0,0,2.2718167208643e-22,3.42373989080869e-07,0,4.55902271259225e-24,1.17150550111173e-22,0,4.64143433264854e-22,0,2.42954701923015e-23,3.1827838161406e-26,5.20252849279163e-22,2.2362639310353e-23,4.70006661869699e-07,0,0,7.41099431808203e-23,0,1.46263258250881e-22,4.25536879963993e-22,0,0,3.21461437180014e-23,2.36607518962119e-22,0,1.09907068026691e-21,0,2.078511323006e-21,3.1483129993684e-09,0,3.45115040563188e-21,0,3.32380542381056e-23,0,9.12154338684068e-05,2.50940543742884e-23,0,0,0,3.16821278398501e-22,9.72230337209866e-23,4.14044312119487e-22
"TCGA-EK-A2RL-01A-11R-A18M-07",0,1.4180299333342e-22,9.54429290368383e-21,1.39082522212418e-08,2.04558796871239e-07,1.05293563332131e-24,1.18528093929382e-22,0,0,1.60290976642441e-06,5.56454866232439e-25,0,2.68136153634349e-10,0,0,0,4.35898364792082e-08,1.46157975766468e-23,0,2.85732626457166e-23,0,1.44900647440855e-23,0,7.26782428678737e-24,0,1.00737812993334e-22,5.27983547375344e-22,2.35472968022871e-22,0,0,0,0,1.81427988020914e-22,8.86647237609406e-24,0,0,1.19519317758083e-21,2.54682167784576e-25,7.95643885747586e-07,3.33151277046254e-22,9.42381897752445e-23,0,2.45447834471096e-21,0,4.70843342319466e-22,6.46507798545898e-24,0,0,0,9.58744528426973e-22,1.83087134609739e-21,0,0,1.13635843378774e-07,1.55450551082162e-22,1.02738646734393e-21,1.11733346479459e-26,0,2.4793396634019e-21,7.80838014217722e-05,1.55135544199146e-23,0,4.48274151232633e-24,6.43847911650899e-23,9.27216814749464e-09,7.09014966667099e-23,9.27216814749471e-09
"TCGA-FU-A40J-01A-11R-A24H-07",0,1.89154500367353e-24,7.66831003048244e-22,0,5.30956791137895e-06,6.45875125655617e-23,2.59419243366235e-24,9.29631930395113e-23,1.80168588237016e-07,1.15163007548216e-06,0,0,2.22491602284316e-23,1.67017508502042e-22,2.14256108475523e-23,1.69937126952366e-22,1.02812557302269e-22,1.66977161204342e-22,0,0,2.24177936698466e-22,2.03454810368555e-22,0,0,3.37212181217905e-22,0,4.97620827107016e-22,0,9.72015996380356e-20,3.68089225296825e-25,4.86525439297078e-23,6.96159345751655e-22,0,1.25911469584315e-24,6.94706434354627e-08,0,1.44480138991772e-22,4.20023696074106e-23,1.62613329571855e-06,1.09530588357254e-22,7.3226686307187e-22,0,6.37449889187395e-22,0,0,0,0,5.91529788747354e-23,6.65721550930028e-23,1.04589035028979e-22,2.40602156546823e-24,2.70414673939573e-23,0,3.24725089271491e-09,3.82551545185704e-22,1.85833288312318e-21,0,0,2.80821466651415e-22,4.35194560097527e-05,1.96143064837254e-22,0,0,1.87163056954138e-22,4.63137622903097e-08,2.81640831460022e-22,4.631376229031e-08
"TCGA-EX-A1H5-01A-31R-A13Y-07",3.41264925646609e-23,0,0,3.17497166571247e-08,1.54115750864679e-06,1.93302676818041e-23,0,0,1.55300771770052e-07,2.90274949391841e-06,4.40753339822239e-23,3.95795877235755e-23,0,2.4558559633528e-22,2.52585621251946e-25,0,1.85436104952617e-08,1.69127145294748e-22,0,4.00307860512815e-22,0,0,1.72924228722726e-22,0,7.19984511301776e-22,3.37186290280331e-22,0,1.69992826121464e-07,2.70644281555144e-23,8.25415739345312e-25,0,1.41032128626504e-22,0,0,7.39954722247222e-24,9.46258598280262e-25,0,1.98952927854339e-08,3.23173461375956e-06,0,0,0,0,0,3.14494681715512e-22,1.96193271082951e-24,0,0,4.23763708063675e-23,3.60810558888532e-23,0,4.99773306374421e-24,0,1.97339304896577e-07,2.55909603050196e-22,0,2.39121167453957e-10,0,0,5.32737290735545e-05,0,6.76316954826674e-24,0,0,2.11664777714169e-08,3.59992255650888e-22,2.11664777714173e-08
"TCGA-FU-A3YQ-01A-11R-A22U-07",0,2.96157720420419e-23,0,1.7391005110205e-08,5.41857612769293e-06,1.16889388712962e-22,0,0,8.90066151758884e-07,3.91994562957492e-06,4.98723227195748e-25,0,2.38741763967308e-22,5.0284414229919e-22,2.1212680856538e-24,0,2.66029836593125e-07,0,0,0,0,0,5.08744179469004e-23,0,2.08826338001841e-21,0,0,2.07561425247813e-07,0,0,1.29746018369603e-22,2.94833646905707e-23,2.24821810100267e-22,9.65819853988564e-25,1.29215836472983e-07,1.09029224580184e-23,8.93068390942733e-08,0,4.46072386443259e-07,0,4.31287459151518e-22,2.13276811774357e-23,1.93951090945099e-06,0,0,0,0,5.68484714989832e-23,0,1.18039773988792e-24,0,2.11973527015303e-23,1.7807679193307e-21,1.82276039042131e-07,3.94294887402006e-22,0,0,0,0,3.23561683712471e-05,0,2.21817705706052e-23,0,0,9.77378943887925e-08,1.05893957603023e-21,9.77378943887935e-08
"TCGA-EA-A1QS-01A-61R-A22U-07",4.5983553437841e-23,5.52737236305059e-23,0,0,8.20761214195095e-07,1.53663829714497e-23,7.14223020376542e-24,1.91413271920654e-23,1.65149503907782e-07,8.71798844960947e-07,0,0,0,3.250153194023e-23,1.97683609819246e-08,0,2.64276396219209e-26,0,8.82587713604853e-23,7.09758794873016e-23,0,6.73443763820143e-23,0,1.976993639499e-23,0,3.34736060032588e-23,1.63944720271473e-23,2.87105698987844e-08,0,0,0,0,0,1.03649132181887e-23,0,0,0,0,6.2134645828502e-07,0,0,0,0,1.32637729134593e-22,0,1.23193796987319e-24,0,0,3.42470151481481e-23,1.00754727582087e-07,1.22660708127889e-22,0,3.74370671488021e-21,1.43478317761995e-07,4.18723725365043e-22,2.29637273268932e-21,0,1.51088152469059e-22,0,9.73850559994744e-05,9.87671725517454e-24,0,0,0,1.27805732139686e-22,2.7636861815253e-23,1.55442593954939e-22
"TCGA-IR-A3LF-01A-21R-A22U-07",6.88958359007273e-23,0,7.2993829667367e-22,2.11971630856395e-08,9.94909767695406e-07,5.89455350889044e-24,0,5.36592468635807e-23,8.12139166523774e-07,2.18520353162068e-06,0,2.41070509610653e-23,8.11353856728093e-24,0,0,0,2.04409784169479e-07,0,1.06740407725801e-23,2.1069682146804e-23,4.0400027613944e-23,0,8.65004145871093e-23,3.08762911070305e-23,3.32785862320147e-21,0,0,1.03552194292809e-07,0,0,0,0,0,0,0,0,3.46021684296763e-22,0,4.49870624137681e-07,2.62710131658104e-22,0,1.85342850602557e-23,1.09199512204282e-21,2.03572931868645e-22,6.03812359453884e-22,1.00635345627134e-23,0,0,0,0,0,0,0,7.18509229111787e-08,1.09660879686447e-22,2.41805649611653e-21,2.25595564685667e-26,0,0,4.84296151728116e-05,1.39911852035875e-24,1.83564733209485e-22,0,0,1.4131442057093e-08,1.68412932540771e-21,1.41314420570947e-08
"TCGA-IR-A3LI-01A-11R-A32Y-07",0,2.38785574403357e-22,1.02768581674891e-20,0,1.59554232174857e-06,0,7.67944053422796e-23,3.33349849050599e-23,1.11555368662873e-22,6.5659002353737e-07,0,2.83090152936226e-23,1.14471847488029e-22,0,7.04161146149349e-24,0,0,0,0,2.32678665522867e-23,0,8.46311188099577e-24,2.87481065114873e-23,0,1.19616161036063e-21,0,1.0977734546901e-21,0,5.35424613289488e-23,0,1.83560482869854e-22,6.70551266788848e-23,0,0,0,0,3.05192925677441e-22,3.97782873160233e-24,3.2393099112814e-07,0,7.3110620519476e-22,0,7.07914914297287e-21,0,1.95031749412593e-22,0,0,3.03165296280725e-22,1.52356176805828e-22,0,0,7.00836339046817e-25,0,6.55245076500525e-08,4.46202002276808e-22,2.06672643679278e-21,3.3011708871102e-09,2.49401457737241e-23,1.08364016132205e-21,7.6618798778444e-05,0,0,1.8383195442453e-22,7.27253319855649e-23,8.98038522394775e-22,7.17473592381993e-22,1.61551211477677e-21
"TCGA-Q1-A6DT-01A-11R-A32P-07",0,0,6.01779159514848e-21,2.88937633709566e-22,2.97705841939716e-06,0,4.51430563246218e-22,3.12382281428554e-22,1.13346377800929e-07,7.27164905888887e-07,0,0,5.17801676808961e-22,0,0,0,0,0,9.56156255641594e-23,9.51282978867049e-23,0,0,0,4.01069689541882e-23,8.36285024810934e-23,6.09262725414742e-22,5.24429920279262e-22,0,0,0,1.69092753825346e-22,0,7.48694016108388e-23,5.34456381327117e-25,4.01419776841063e-22,8.42806408543947e-24,0,1.92557043281341e-23,8.26105284283096e-07,0,0,0,0,6.51908692400529e-22,1.56276770167907e-22,1.59619121061117e-24,0,4.1800088621766e-23,0,2.8287196264419e-07,1.41529367397528e-22,4.24300689044836e-23,1.85858172824341e-21,3.41963655012501e-27,3.17743030027655e-22,2.46891457743306e-21,5.70131853514065e-25,0,0,6.05312642172014e-05,0,1.10377669339734e-22,0,0,7.59778718991769e-22,4.18142512405467e-23,8.01592970232316e-22
"TCGA-HM-A6W2-01A-21R-A33Z-07",0,0,0,0,7.00040087917456e-06,0,0,0,3.32455836541234e-07,6.44520967158869e-07,4.39691477836959e-23,0,0,0,0,1.12095699380438e-22,1.03703731574804e-23,1.8134718535441e-22,0,0,0,0,0,0,0,5.88937111966394e-22,0,0,0,0,0,0,3.60687480428229e-22,5.81092844652228e-26,0,0,0,0,9.56270182163262e-07,0,4.37755021958e-22,3.79028521642698e-23,1.84549827922072e-21,8.2118655410928e-22,1.52627884651547e-22,0,0,0,0,6.26457445269054e-22,3.45189624618795e-06,0,4.5830765766751e-21,1.67572564795893e-07,0,2.36135911026871e-21,4.69952415963401e-27,2.69344400117099e-24,2.09753801538585e-22,8.53780368954854e-05,0,2.46336868074883e-22,2.0747573616975e-22,6.3937846265848e-23,2.91836681305334e-22,0,2.91836681305334e-22
"TCGA-DG-A2KM-01A-11R-A180-07",1.76404283196227e-22,0,7.29675488656504e-23,5.74942055471452e-08,6.29880645744216e-06,0,4.97484340683925e-22,2.24856486381868e-23,7.86677929621731e-07,6.64538722265941e-06,0,1.62102786497757e-22,1.01513798995841e-22,0,0,1.08915065584883e-21,4.16154087636921e-07,0,0,0,0,3.44080713164283e-22,0,0,1.01880422144668e-23,0,2.18070427877046e-22,2.9445352707567e-23,0,0,2.49420736742042e-24,7.14432731750673e-23,1.22650746877284e-22,3.62707357136419e-08,5.04231051399931e-08,0,0,2.92313103321903e-23,0,0,0,2.3270134910625e-22,0,0,8.75338085044782e-22,0,0,9.93341114001205e-23,2.05126382842161e-22,0,0,0,1.81512454851522e-21,2.64959848284219e-07,0,5.54878918977041e-22,0,1.11714434961193e-24,1.13115738984387e-22,2.66924237612748e-05,7.24895442856292e-23,0,0,0,7.19448737914262e-08,5.09402110723342e-24,7.19448737914262e-08
"TCGA-EK-A2PK-01A-11R-A18M-07",0,0,6.94616606705641e-21,0,8.22224944947784e-06,2.45322958846133e-23,0,2.67832725177295e-22,1.68471422285964e-22,4.71445605721796e-06,1.80788348146776e-22,0,1.36170899695087e-22,1.4013945323363e-22,0,0,6.35477124628055e-08,1.92386568831221e-22,5.73693591786285e-22,0,0,0,0,0,5.14149772619145e-22,6.2296676806252e-22,1.82032547041591e-22,3.25217853503151e-23,7.23265282087182e-21,5.8751974554356e-23,5.54460801137374e-23,1.30455820470325e-23,0,0,3.54282983720567e-20,0,0,8.11290165584086e-23,4.38008367770316e-24,3.69519836698414e-22,0,2.01410762130574e-22,0,0,1.44932574622959e-21,0,0,0,0,0,0,1.69116070499241e-23,0,3.69529514818943e-07,0,3.47940314598245e-21,0,0,0,7.90304679212596e-05,0,6.29622801193623e-22,0,0,2.38061177861874e-20,2.57074886309573e-22,2.4063192672497e-20
"TCGA-C5-A1MP-01A-11R-A14Y-07",0,8.93728998398797e-23,0,2.32426649526427e-23,7.44408390244935e-06,0,5.50864533545199e-22,0,1.14601460411266e-06,3.17537189121972e-06,0,0,0,0,1.64923636862997e-23,0,1.49230305756875e-07,0,3.0262676851729e-22,0,0,0,0,0,0,0,2.57694607082582e-22,0,0,3.8399110412845e-24,0,1.92553437642949e-22,0,0,8.18480033999196e-08,0,7.98583511067537e-08,1.53116404888134e-23,8.46252035047446e-07,0,0,0,5.98832261480651e-06,0,0,0,0,1.38223235936321e-22,0,0,1.08263655003833e-23,5.86965396023202e-23,1.67714823531461e-21,1.00489809783713e-07,1.27996382634883e-22,0,2.47474755801419e-24,0,0,2.85589532425691e-05,0,0,0,1.20551742227312e-22,5.45653355999467e-08,4.46864499199398e-23,5.45653355999467e-08
"TCGA-C5-A3HL-01A-11R-A213-07",6.31008519186508e-23,2.69400971485816e-22,0,1.9118938893838e-24,1.61379002864111e-06,6.70077444254407e-24,0,0,1.81878557517736e-22,1.74135133249844e-06,0,0,0,2.83056830342716e-22,0,0,4.92234554286218e-08,0,0,1.74353676995964e-22,0,5.5546592598694e-23,0,0,1.07583396386521e-21,2.79506663643647e-22,0,0,0,0,1.17757872415357e-22,1.9189672915896e-24,0,0,0,0,7.30579130086259e-22,3.2973679843496e-23,3.83097065696878e-07,0,0,2.66685625960189e-23,4.17652156760803e-21,8.04344073134685e-23,0,7.89441735141744e-25,0,0,7.48351946758785e-22,3.73892224337948e-22,2.29880334970709e-22,2.49676474370142e-23,0,1.20670958177929e-07,0,4.99310277231419e-22,0,2.17443364457458e-23,3.02973740754358e-22,4.23701014777023e-05,0,0,0,5.52860859603077e-23,6.54722051689611e-22,6.72617467675511e-22,1.32733951936512e-21
"TCGA-JW-A5VG-01A-11R-A28H-07",4.48330490705146e-23,0,1.42501250042047e-21,1.93272598287883e-17,4.0784912918611e-06,0,0,3.88920796071315e-22,3.1391847730227e-23,3.01145992871839e-06,1.49590089993382e-23,0,3.41659199101942e-22,0,1.65716625885432e-23,0,0,1.3593638169758e-22,1.02968600115405e-22,7.31544942219098e-23,0,0,0,0,0,0,5.59981324567866e-22,0,4.37571377079653e-20,3.89206935361526e-23,0,1.03078901053227e-22,0,0,2.86079415128887e-09,8.7489032974339e-24,2.37401287091958e-22,0,1.72656520439955e-06,0,0,0,0,1.81942152825568e-22,1.87527755538636e-22,7.18304392439625e-25,0,0,2.56789290094815e-22,1.41766725374039e-19,5.30013889071838e-22,8.41066088851159e-23,0,0,2.96058884734247e-22,1.58719278902975e-21,0,0,9.1033370080961e-22,2.88248754226628e-05,0,6.16826919132977e-19,3.77298888367346e-23,8.49975822979734e-23,1.90719611374464e-09,0,1.90719611374464e-09
"TCGA-EA-A5O9-01A-11R-A28H-07",0,0,8.43543025409344e-23,1.03240056489074e-24,4.33756604724843e-06,4.32549297114562e-23,9.99294846434494e-23,6.20810265644489e-23,3.1540505004489e-22,1.38428602407209e-06,1.05752132662689e-22,3.29010489266595e-23,0,3.30383435145002e-22,0,0,0,1.18671382126956e-22,5.3224194236332e-23,1.70974520162293e-22,0,0,0,0,1.33187193314619e-21,0,6.68299991159247e-22,0,8.85532957827824e-23,5.13969148437303e-23,3.24219828009364e-23,4.20152793686258e-24,8.56680391178122e-23,0,0,3.15404074877996e-23,1.39508168274631e-24,0,1.50297780196607e-06,2.40044137323168e-22,0,2.87266531141642e-22,2.3182593125715e-05,0,8.26887610251914e-24,3.23357992512678e-25,0,0,0,8.05715033397182e-07,0,0,0,8.3969451532201e-08,5.89010664390514e-22,0,0,6.46938487294098e-24,0,2.13633450184111e-05,1.28071091711393e-22,0,3.64193430807551e-23,0,1.80793682770103e-22,6.65935966573094e-22,8.46729649343197e-22
"TCGA-LP-A5U2-01A-11R-A28H-07",0,0,3.64340367340555e-21,0,3.78868065124035e-06,6.64312457469473e-23,1.34580542780052e-22,2.25848585269628e-22,2.50660814092217e-07,1.3313347038639e-06,1.78578131743908e-23,0,5.48955688611247e-23,0,5.50125960198175e-23,1.04564123293811e-22,1.99462536753357e-23,4.84510709744529e-23,2.39142107410571e-23,0,2.3946967452861e-22,8.07096621717032e-23,2.14336950714375e-24,4.06171728599789e-23,0,0,2.98617799817827e-22,0,3.81695662794219e-22,2.46336535058417e-23,1.76799059808646e-23,0,2.58807066492064e-22,5.10893409828964e-25,0,0,4.01523907820284e-23,0,2.42615409435937e-06,1.92822862155096e-22,1.0524017508588e-21,0,8.56420801074269e-06,5.44116496451864e-23,0,1.73089514308245e-25,0,0,0,4.45318851808082e-07,1.42464476241917e-06,3.83980997053883e-23,0,5.97308695601796e-08,0,1.61964544569547e-21,0,1.33589545447511e-23,4.90203403661563e-22,3.47328433092733e-05,0,4.30666414541196e-24,1.53596058913812e-23,0,9.05973332200085e-22,1.19734837264305e-22,1.02570816946439e-21
"TCGA-EX-A1H6-01B-11R-A22U-07",5.92336172862574e-23,0,1.93599616318158e-22,1.59618856382792e-24,4.29399559218208e-07,0,3.32230992799779e-23,0,4.39228563895133e-07,7.36566981632554e-07,2.4165501671356e-24,1.22657888288012e-24,8.42058742806905e-25,7.0406657004816e-24,4.39030271047098e-26,1.15581328664837e-22,5.66015819691179e-08,0,7.59509375390488e-23,0,1.70017132461115e-22,0,0,2.24721939060737e-23,6.14131142184518e-22,2.8304168754187e-22,4.15713229160076e-22,5.88474581276799e-23,0,0,0,0,2.47003399700354e-22,8.49978013174493e-25,4.4729872717704e-23,3.50294516541938e-26,2.61670326634901e-22,0,1.07532688131917e-06,0,0,0,0,0,0,0,0,0,0,0,2.66114192270887e-22,2.63756668170636e-24,4.10973504076392e-21,9.22429193163694e-08,0,1.18276338103144e-22,9.53292651306775e-28,4.43473991737455e-24,0,4.82614681764641e-05,0,0,0,8.2392419126586e-24,3.1701760109608e-23,3.92074137322816e-22,4.23775897432424e-22
