Mixture,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,P-value,Correlation,RMSE
TCGA-CQ-A4CH-01A-11R-A266-07,0,0.00739532683998057,0.31886116712451,0,0.000791719120417216,0,0,0.0353218340952828,0.0140323297490602,0.00563875849715188,0.0361357493714611,0,0,0.485626285583702,0.0176193384361405,0.0271336914091267,0.00261262166162048,0,0,0.0380059624700716,0,0.0108252156414745,0,0.772556512792247,0.664097193235497
TCGA-CV-7427-01A-11R-2081-07,0,0.00388863421016099,0.19976139076242,0.0806917285036419,0,0.100863813411754,0.0270119185590493,0.0951538634972226,0,0,0.0420684733527224,0,0.0946799615508493,0.0314543239527808,0.206402951667443,0,0.0557091344262366,0.00157895313504385,0.0436343502037985,0,0,0.0171005027668761,0,0.464503503401126,0.883785560971884
TCGA-CV-7261-11A-01R-2016-07,0,0,0.026520068851812,0.0666759152464311,0,0.241341840888606,0.0105295272577068,0.00247232520336848,0,0,0.0394657404250209,0,0.0717795577758412,0,0.00156330502876091,0,0.168608746076896,0.0156978714347035,0.309766850396294,0.0327603006284402,0,0.0128179507861187,0.6,0.0152709920418981,1.04964607346983
TCGA-CV-7261-01A-11R-2016-07,0,0,0.366324212780213,0.0439628167898651,0,0,0,0.0220295650366166,0.0236759570159373,0.0008339482385893,0,0.00712765389456994,0.0105164166151865,0.194098811667574,0.119293921957273,0.0240559759793633,0.0721223663675909,0.0190329649817074,0.0918743982433753,0,0,0.00505099043213847,0,0.481014819125192,0.877529912163986
TCGA-CV-7245-01A-11R-2016-07,0,0.0183419013294731,0.0279153324014393,0.0527396229602033,0,0.0512310777631372,0.0248378213496749,0.0352652065214596,0.0412182506650156,0,0.0721872898165184,0,0,0.46290247148851,0.00315114404000165,0.0295916166706829,0.0436642310613234,0.0179197414348377,0.109045831729524,0,0,0.00998846076819881,0.01,0.290149372303343,0.990109671172904
TCGA-CV-7245-11A-01R-2016-07,0,0,0.0572181126236679,0.0616857737707426,0,0.0607472075487946,0,0.00948960805505617,0.0255565516075409,0,0.00705247266990183,0,0.0733506664563058,0,0.00542043072465675,0.211325862492085,0.017694514612408,0.0123771546162828,0.362558352871067,0.0939913331421604,0,0.00153195880933032,0.17,0.141655674088267,1.00725423096894
TCGA-CV-5966-01A-11R-1686-07,0,0.098851285602746,0.0410689002367036,0.0628655543680386,0,0.340165876753297,0.0191610751522204,0.0252979705703508,0,0,0.0861289058131541,0,0.00702329396744064,0,0.0789428517279134,0.129301025690979,0.0303906235200134,0.0148940395619916,0.0367049279925627,0.0292036690425881,0,0,0.0600000000000001,0.222573948359914,1.00074062378812
TCGA-CQ-6229-01A-11R-1915-07,0,0,0.171414257769013,0.0985669642528536,0,0.0630558637214917,0.0308069987950539,0.0779529138250127,0.0351588519337475,0,0.0322566113707113,0,0.0912995330669547,0.0434258853406599,0.165791446686392,0,0.101835218266203,0,0.0857000398552079,0,0,0.00273541511669977,0,0.4432342273678,0.894490019498007
TCGA-CV-A45Q-01A-11R-A24H-07,0,0.0108482850894461,0.0108309449927219,0.0434570155672824,0,0,0.0248664553593828,0.082076940862402,0,0.1442796683103,0,7.92170454741148e-05,0.170584479526132,0.112109253508493,0.0920862759501619,0,0.0979058276623506,0,0.195490730820424,0,0,0.0153849053054293,0.14,0.169922376151247,1.00028936274848
TCGA-D6-A6EQ-01A-11R-A31N-07,0,0.0124937539635096,0.236832059343146,0.0551952241275818,0,0,0,0.135540925128007,0.0575591464837249,0,0,0.0743804608715373,0.0347236775986956,0.126855579492065,0.0705582169572354,0,0.102779694742025,0,0.0857806561716111,0,0,0.00730060512086162,0,0.400478083075005,0.914648816305962
TCGA-UF-A7JD-01A-11R-A34R-07,0,0,0.661512629718508,0.0195950706052555,0,0.0213130111918012,0,0.00752169815998462,0,0,0.0364955563208133,0,0,0.114024295276557,0.00463582859434583,0.0253235159305513,0,0.00234178375178578,0,0.0984922928752709,0,0.00874431757512753,0,0.784497398830961,0.673484151745605
TCGA-CV-6951-01A-11R-1915-07,0,0.0155326594874484,0.0916284309977466,0.0933880652375319,0,0.0300093358794582,0,0.0910062627568734,0.031823349888992,0,0,0.0559832289061054,0.132862834716554,0.0813544624902458,0.0169308170075793,0.0322034375875484,0.049388603500567,0.0218042426803421,0.245043647437854,0,0,0.0110406214251535,0.11,0.190212181888195,0.98920373370003
TCGA-CR-6478-01A-11R-1873-07,0,0.00498120244400722,0.197188088076542,0.0858572527544071,0,0.174403228789056,0.0074787540423022,0.0426166088636405,0,0,0.0161573044726442,0.0574592973489226,0.0239528586201343,0.152360858846296,0.131286883540786,0.0406802132089385,0.0333971412095414,0,0.0253557685159709,0,0,0.00682453926681081,0,0.408506001229751,0.91188093636201
TCGA-BB-4228-01A-01R-1436-07,0.0210085354908506,0,0.211705124134172,0.0933663566663622,0,0.0658874824910503,0,0.0795494567582823,0.0114626492382443,0,0.0114992159488116,0,0,0.0739630409697723,0.150305468996166,0,0.113428770079392,0,0.151014440555188,0,0,0.0168094586717079,0,0.624751857161525,0.809706120494189
TCGA-BA-4078-01A-01R-1436-07,0,0.00603232617367319,0.060340366098325,0.0846381346108811,0,0.156030188356857,0,0.0521467959629719,0.0814034723999735,0,0.0273956886108378,0,0.0347276047639061,0,0.0385289123002679,0.11530204450696,0.167313754852648,0,0.150706595380745,0.0254341159819538,0,0,0,0.50948922565574,0.869361596817156
TCGA-CX-7082-01A-11R-2016-07,0,0,0.480475888205745,0.115460774379081,0,0.00341679264490644,0.0377741399381774,0.0378625787591128,0.0142068823521563,0,0.0486585198476866,0,0,0.0390106491115237,0.0523764404935987,0.0641014205781279,0.0343037503410569,0.020116222219493,0.00682721175231817,0.0347930531110639,0,0.0106156762659519,0,0.5343501324764,0.850376522871392
TCGA-CQ-6219-01A-11R-1915-07,0,0.0472907441079177,0.0319924252515102,0.121781803842727,0,0.143149583183466,0.0391992111660111,0.110329046691461,0,0.0140752295366844,0,0.0187781982423534,0.10126364610529,0.06155125595257,0.115885655305657,0.000820381913491597,0.0994125673827587,0,0.0944702513181025,0,0,0,0,0.36103787804075,0.932335391431545
TCGA-CV-6433-01A-11R-1686-07,0,0.019337794215787,0.0703046195040499,0.35445566533275,0,0.0126929163104883,0.0899465435779417,0.0881226771059629,0.0448327634349023,0,0.0445950326752265,0,0.000729067609184403,0.0175571991941777,0.0884076469882995,0.041111304135948,0.0602390278351988,0.00422195158616403,0.0446522015877855,0.0187935889061333,0,0,0,0.411878670753016,0.916889491202025
TCGA-CR-7404-01A-11R-2132-07,0.0112087056591947,0,0.759992877997151,0.060941481499202,0,0,0.00453216713108729,0.0578769107923824,0,0,0,0.00456019315015036,0,0,0.03521490328572,0.0229121669124736,0.00926285336105154,0.00177068290484433,0.00390890342704166,0,0,0.0278181538797013,0,0.967987943473394,0.459119438983588
TCGA-CR-7394-01A-11R-2016-07,0,0,0.498355480425341,0.158541589639278,0,0.0376881089873,0.02575841589155,0.0346659014970799,0.0332473470201017,0,0.0518582976041546,0,0.000796265960463223,0.0217433295864568,0.0593275042256552,0.0210671343233225,0.0255336067382784,0.00743290147630717,0,0.00818828264440001,0,0.0157958339803123,0,0.677570923926447,0.762390316367163
TCGA-CQ-7072-01A-21R-A30B-07,0,0.0488984237469973,0,0.0051374749587538,0,0.0664395249511761,0,0.0402924365421606,0.057681631279173,0,0.0727704387969271,0,0,0.414816288413318,0,0.0893750753572221,0.0503531219139997,0.067626516176657,0.0532140372686318,0.0267259459620168,0,0.00666908463296626,0,0.805672423481306,0.647025201169903
TCGA-CN-5374-01A-01R-1436-07,0,0.0408475549569609,0.320955760525803,0.118223336086593,0,0.0683170474933457,0.0061026372674703,0.0944401979411311,0.0210636725627414,0,0,0.0262798559757781,0,0.0272211511952952,0.114256544223218,0,0.0328105023609478,0,0.107277559655274,0,0,0.0222041797554409,0,0.68292761195852,0.772306505964031
TCGA-IQ-A61E-01A-22R-A30B-07,0,0.072003173605417,0.115890800724529,0,0,0.196792240990218,0.0178911009814372,0.0790976707183871,0,0.00535222018199227,0.0819144320693733,0,0.0376018474980971,0.134902859508322,0.103612866194209,0,0.0470445052520719,0.00177839096509989,0.0895833903558117,0,0,0.0165345009550342,0,0.405516799319118,0.912243954319602
TCGA-CV-7095-01A-21R-2016-07,0,0.00616189437905743,0.139162308779219,0.0348911180885426,0,0.0982622530417429,0,0.00781633312845127,0.00732936653570687,0,0.00902073959559713,0.023545021146888,0,0.342504482389797,0.0842095903319849,0.0834790968428926,0.0828921326319427,0.00120108965774355,0.0704117653889897,0,0,0.00911280806144468,0,0.414122334140515,0.911747811524846
TCGA-T3-A92M-01A-31R-A39I-07,0,0.0422964693388927,0.120282049667078,0.127938973817744,0,0.168756668902098,0.0350212349744708,0.115443744319532,0.0146104899440215,0,0.015562606379155,0,0.0231953388062903,0.0688419657384385,0.131420659819376,0.0477986782955729,0.0647181857049653,0.0045099222718794,0,0,0,0.0196030120204853,0,0.582163981831716,0.819307608100523
TCGA-CV-5432-01A-02R-1686-07,0.0088262148027962,0,0.309641159771476,0.118325023983087,0,0.0952805070341113,0.0229695359099135,0.0676289310328141,0,0,0.0370201894973089,0,0.130517289645206,0.0575873102811748,0.0733233771341356,0,0.0517749593603884,0,0.00320302212621576,0.0239024794213721,0,0,0.14,0.168367405697091,1.0092827371549
TCGA-CV-5434-01A-01R-1686-07,0,0.00305848668603492,0.408267857544867,0.0206949878678403,0,8.76592320896155e-05,0,0.0580145584082631,0.0297014126219606,0.00300999454022359,0,0.0166760382010283,0,0.310197122292247,0.0414442335374909,0.0641305323726058,0,0.00354488108096355,0.0382237824082497,0,0,0.00294845320613554,0,0.838729158432981,0.650453803333893
TCGA-CQ-5331-01A-02R-1873-07,0,0,0.577005374298821,0.0453409276805964,0,0.0534778153087525,0.0294524703153726,0.0569513519388073,0,0.0023446398886213,0.0123353706337941,0.00987206633104267,0.0291818245461075,0.0114544928858369,0.126860677324721,0.0133455147729321,0.0176496184411604,0.0023284053161919,0.00112488989494831,0,0,0.0112745604222942,0,0.495291012201659,0.869155324566787
TCGA-QK-A6V9-01A-11R-A34R-07,0,0.0282790192583362,0.506417583367257,0.0897599380885043,0,0,0.00686481161918853,0.0506745168787337,0.0471004401550775,0,0.012791124703223,0.00418612728152376,0.0453804576507314,0.0342336406332504,0.0935747123927483,0,0.00917213106128653,0,0.0700573930292479,0,0,0.00150810388089197,0,0.677927732936035,0.766811848027859
TCGA-CV-7183-11A-01R-2016-07,0,0.0194276673060635,0.076307896290881,0.161680385587383,0,0.0659380350150765,0.000428281624367911,0.0469594234350142,0.0470812347964158,0.00402742101440621,0.0557112972938271,0,0.103467644650384,0,0.0143554384912192,0.0588880965197804,0.155945000751996,0,0.156712861957004,0.028358462423208,0,0.00471085284297405,0.86,-0.0251651046629024,1.06795255089621
TCGA-CR-7379-01A-11R-2016-07,0,0.0147337560342082,0.251007700728972,0.0105693626949274,0.00986682293030768,0.0959544120566156,0,0,0.00257915819815287,0,0.0649004215406987,0,0,0.188627246621436,0.0301055802094384,0.0693934442694107,0.0559943389830469,0,0.0842950503197563,0.074466942803763,0,0.0475057626092665,0,0.382374442969835,0.924232727931243
TCGA-CQ-A4CE-01A-11R-A266-07,0,0,0.35001936592743,0.0949699412169736,0,0.077050118113459,0.0297679035980014,0.0988371599618413,0,0,0.00122882460760463,0.00142093428260825,0.0891219629436611,0.0477816898465849,0.0673433102795002,0,0.0374364427045017,0.00320666769204677,0.0971178936118607,0,0,0.00469778521392624,0.08,0.203174831069051,0.995430182140725
TCGA-CV-7430-01A-11R-2132-07,0,0,0.133310273315635,0.0288671729561354,0,0.199390409417765,0.0285316971029621,0,0,0,0.107536745343227,0,0.0422143321036244,0.0888265717982188,0.0245686267803388,0.0135959900245047,0.0396828914392629,0.0419619772776304,0.0892322153408676,0.0254342578547137,0,0.136846839245114,0.18,0.133124723842901,1.0152088436343
TCGA-CQ-6222-01A-11R-1915-07,0,0,0.319407255793505,0.106609450339222,0,0.029278558406641,0.00707443177717734,0.118023904376988,0,0,0.000101145746603087,0.0139854702283108,0.0143604146599826,0.199073063527833,0.073905377657263,0.0352777208734445,0.0413350788032,0,0.0226054332708406,0,0,0.0189626945389897,0,0.686686747217621,0.772023239965015
TCGA-CV-5978-01A-11R-1686-07,0,0.0073571062909958,0.170541581635861,0.00796186913924574,0,0.00754739272323419,0.0111547951283021,0.0375458785014571,0.0194439897727545,0.000154469985413357,0,0.00903646307338279,0,0.51643096815576,0,0.119337147150387,0,0.0456304759682764,0.0460588121215065,0,0,0.0017990503534232,0,0.893300782620511,0.530623557246095
TCGA-CV-6939-01A-11R-1915-07,0,0.000367706723244688,0.515580048731388,0.0883844471054845,0,0.0351215164709659,0.00804789113762085,0.0525171366655007,0.00143050123334233,0,0.00649354714436363,0,0.000359568868253068,0.048399689853768,0.0563389281195815,0.0265886911968984,0.0338849884010465,0.00283080291786704,0.115307768440075,0,0,0.00834676699059928,0,0.858572058771664,0.665846763053011
TCGA-CV-6939-11A-01R-1915-07,0,0,0.429517765147567,0.0230754032239146,0.00716500390413841,0,0,0.0154977486745842,0,0,0,0.0307813553524324,0,0,0.0123854899684004,0.190716117339603,0.0121326472781699,0,0.274523456218462,0,0,0.00420501289272691,0.78,-0.0138310235911184,1.07946680653685
TCGA-H7-A6C4-11A-21R-A466-07,0,0,0.0765769062456463,0.149022286723909,0,0.0128654934160131,0,0.0536612896074507,0.0772807156637309,0.0260167662087833,0,0.00556562465341887,0.118271579260255,0,0.0580031586769116,0,0.150872170951673,0,0.238108597852219,0.0337554107399888,0,0,0.05,0.239620050988226,0.974123605285519
TCGA-C9-A480-01A-12R-A24H-07,0,0.0175270362319309,0.0656299910234075,0.0918771175080068,0,0.0426471730771728,0.0273006798720141,0.0819988834112775,0.0295292853234301,0,0.00396659409073366,0.0257341399125412,0,0.291853749937409,0.0530683982434188,0,0.112032980783676,0.0450410954402687,0.0998007506972616,0,0,0.0119921244474515,0.03,0.257166779491745,0.98154375456709
TCGA-CR-7382-01A-11R-2132-07,0,0.00130914558555827,0.283098616922424,0.0583667989118278,0,0.115015981271192,0.0204088712740013,0.0536164099228327,0.000107575160852373,0,0.0669727523551506,0,0.00401836385588817,0.0738269422959284,0.111376152837532,0.139886977598269,0,0.00300504946199874,0,0.0549750488284891,0,0.014015313718055,0,0.432642908983257,0.899750640928571
TCGA-IQ-7630-01A-11R-2081-07,0,0.0162915805608451,0.367742298918175,0.0528008776668494,0,0.0282927134418795,0.0272322074419805,0.0520220304251358,0,0,0.026199961577888,0.00399130280634658,0,0.208485002269664,0.0179804290648175,0.070090696217205,0.0603061365177344,0,0.0585714481718465,0,0,0.00999331491963231,0,0.519987678721734,0.862249867005304
TCGA-D6-A74Q-01A-11R-A34R-07,0.00274376812516953,0,0.813948753281365,0.0448551206086691,0.0137707270670952,0,0,0.0281094002980957,0,0.00949513819154671,0,0.00992023679666702,0.0107829408354458,0.0017304621940914,0,0,0,0.016681887048801,0.03069503625152,0,0,0.0172665293015334,0,0.953394100396588,0.462069043614229
TCGA-D6-A6EN-01A-11R-A31N-07,0,0.0355194314932808,0.0283687757170703,0.22060663131173,0,0,0.107873034156094,0.105184048032472,0,0.126586408110597,0.0107109241387965,0,0,0,0.0887953764701996,0.0516910772368507,0.159184282473095,0,0.0329765053998266,0.00890823416561182,0,0.023595271294377,0,0.507668324843778,0.860569677096059
TCGA-D6-6823-01A-11R-1915-07,0,0.0259613466290009,0.217787321679052,0.0138847328651834,0,0.0820312140119614,0.0380426161438808,0.0376109855184608,0.0146758632653198,0,0.0351204867161555,0,0,0.197815883353172,0.0762029420314221,0.0574543545163401,0.0416903078013743,0.0222922944922021,0.068140348794571,0.0203490146340037,0,0.0509402875479006,0,0.350680477999192,0.936199548572485
TCGA-CR-7374-01A-11R-2016-07,0.0114466138361958,0,0.420186264732352,0.0654820682757475,0,0.0678027659704656,0.0088729983655999,0.0543975324708215,0.0508040344149388,0,0.0232321164696385,0,0.0129884360939022,0.0139169437183738,0.000955001690998167,0.0435597940382402,0.0632495576330596,0.0559488661674805,0.093630853561651,0.00611105547656279,0,0.00741509708397228,0,0.669348875043918,0.791081736663677
TCGA-BB-A5HU-01A-11R-A28V-07,0,0.0095076961847848,0.0338951283592644,0.0185359533449017,0,0.26545460410047,0.0236915221811545,0,0.00791217691201657,0,0.0764029121412713,0,0.152134187385627,0.21465514889038,0.00796740495057536,0,0.103322203648829,0.0194153803600956,0.0229673575720354,0.0434943909635048,0,0.000643933005089869,0.03,0.258805380405983,0.976906013106158
TCGA-CV-7423-11A-01R-2081-07,0.000618265068614797,0,0,0.127146349444608,0,0.127459929435298,0,0.117383393191102,0.0559322183461077,0,0.020551405879644,0.00483716529512251,0.0541784357951977,0.0176829252421199,0.215711031711651,0,0.131584319327179,0,0.0970687025249473,0,0,0.0298458587384084,0,0.438185994955202,0.903425697992421
TCGA-T2-A6X0-01A-11R-A34R-07,0,0.0191164039846975,0.694444360833006,0.0894253778358114,0,0,0.00596559868136677,0.0310392741030044,0.00551140843861226,0.00619202047747652,0.00589499741716833,0,0,0.0279716870014868,0.066263903009903,0.0180101768098092,0.00820913697434102,0,0.019610902192256,0,0,0.00234475224106106,0,0.904376455233771,0.554288275943988
TCGA-BB-A6UO-01A-12R-A34R-07,0,0.0217712194271114,0.00577155966155926,0.0256950737978149,0,0.0480928309543951,0.0470738280850615,0.0312906537236301,0.00874757471740972,0,0.0441278183892329,0.0045434770499546,0,0.597764373083742,0.0495345107079217,0.0459244272514302,0.00519752085769675,0,0.0591638238250583,0,0,0.00530130846798104,0,0.5867784045733,0.812658293717013
TCGA-CR-6470-01A-11R-1873-07,0.0200185514416492,0,0.63662457301134,0.0809447364485993,0,0.0410588191586412,0,0.0599197801844472,0,0,0,0.0159268774118134,0,0,0.0485657270378305,0.0181190965620909,0.00900609362788755,0,0.0424105831358434,0,0,0.0274051619798569,0,0.927575224021913,0.553283664700297
TCGA-CV-7425-01A-11R-2081-07,0,0.0526735645857822,0.0838643455658879,0.153660619222338,0,0.101507667680871,0.00898136757272631,0.120359739809508,0.0225141456752001,0,0.00459461849263327,0,0.0780333953970196,0.0739081060377785,0.0804659368295435,0.00212394088960068,0.0892079593005253,0,0.110615132060109,0.0104127419787191,0,0.00707671890175821,0.03,0.263415161622397,0.971501822291236
TCGA-IQ-A61J-01A-11R-A30B-07,0,0.0874825081041233,0.0425452444303117,0.0650809370976401,0,0.0561413339923878,0.0176853946597181,0.0662852200821625,0.0387322950990055,0,0.0291264783343725,0,0.0644966120912273,0.0781072966041149,0.055889796919588,0,0.234297256377575,0,0.161821763044101,0.000198672853659446,0,0.00210919031001297,0.01,0.306682237747105,0.95092261230414
TCGA-CV-7425-11A-01R-2081-07,0,0.00127299445715386,0.0969930796796076,0.11192710521121,0,0.0929550151741037,0.0500082692567715,0.11685756203383,0.00869674276347366,0,0.0156358950888978,0,0.0698631566001737,0.0660696542097382,0.143086711557578,0,0.0683303568853497,0,0.148833667255502,0,0,0.00946978982661047,0,0.359432909841927,0.932711172811802
TCGA-CV-A6K0-01B-21R-A31N-07,0,0.000970349184838944,0.019301866649077,0.0989615149114821,0,0.190436969663417,0.0183126703750413,0.0760860206455198,0.0617022832591751,0,0.0209533519677572,0,0.0432694927653989,0.126690771755285,0.130621173665863,0.0604866239189393,0.0374270915232387,0,0.110981739006376,0,0,0.00379808070859135,0,0.559131649072831,0.832137666253784
TCGA-DQ-7592-01A-11R-2081-07,0,0.0961580538377777,0.00417047793291334,0.0430798788487197,0,0.134793527611378,0.00162471860249924,0.0896783437631899,0,0,0.0515136561502145,0,0.00509088314976047,0.296846638272111,0.110329957570795,0,0.0354394946595568,0,0.117593053068817,0,0,0.0136813165322673,0,0.566092144074093,0.829642326071774
TCGA-CQ-6224-01A-11R-1915-07,0,0.0337066151626438,0.049011757302079,0.0576289478244561,0,0.252367730452614,0.00271253027146703,0,0,0,0.0704721471773938,0,0,0.188339483028685,0.0468656073541798,0.0947592127290488,0.101177882142566,0,0.0496927989534911,0.0286492467442828,0,0.0246160408570929,0,0.577258100532631,0.828628843858867
TCGA-CQ-A4CA-01A-11R-A24Z-07,0,0.00699235937077761,0.0349216584863469,0.103841626302423,0,0.0180052002978445,0.0603519876865562,0.074939479158796,0.0444271445229821,0,0.0843038230397112,0,0.0308462915821037,0.0340782529987318,0.224721059412146,0.0104674338311636,0.157093329444603,0,0.115010353865814,0,0,0,0,0.479011645442397,0.877446933263955
TCGA-CQ-5326-01A-01R-1873-07,0,0.018032009702887,0.00700307742274157,0.0160597186532104,0,0.0417101939776213,0,0.0235323610191241,0.0125206694196614,0,0.0298214441108788,0,0,0.525605065022133,0.0283636128543857,0.0662026671362772,0,0,0,0.217465583415276,0,0.0136835972658033,0,0.685379681753173,0.727659700786714
TCGA-CV-A460-01A-21R-A24Z-07,0,0.00622655691035522,0.517829625382579,0.0436915206180205,0,0.101522269238373,0.00837536342990705,0.061537792793835,0.019488233580119,0,0.0319648480083656,0,0.00186441287879323,0.0418304087900651,0.0523439712278817,0.0187192337936382,0.0383826131657043,0.00587994717097192,0.0426949676319373,0,0,0.00764823537945393,0,0.793160156506626,0.697047503002734
TCGA-CV-7421-01A-11R-2081-07,0,0,0.0806857981007755,0.0236840396721413,0,0.0108945381581013,0,0.0513152619817946,0.0156284844767552,0.020043125812014,0,0.0270690197658148,0.00390820449417589,0.5790320704649,0.046522404798107,0.0529356607542581,0,0,0.0882813915211621,0,0,0,0,0.676764543372435,0.736948045672673
TCGA-CQ-6228-01A-11R-1915-07,0,0.0307300155985977,0.450361719563369,0.0085811395537836,0.0113285451434144,0,0,0.0234744450696404,0.0199795622342616,0.00704014834620125,0.00507650743369059,0.000353898227054909,0,0.301655951141368,0.0132122739488711,0.0638430116530783,0,0,0.0381397925394424,0,0,0.0262229895472269,0,0.633128936521645,0.789962433300878
TCGA-IQ-A61I-01A-11R-A30B-07,0,0.0139793146634908,0.598371131292021,0.0418739557885987,0,0,0,0.0845985556320761,0.0195525101066776,0.0087942744650981,0,0.0145028453298391,0.0678547928777141,0.0277223237604674,0.0390347567073383,0,0.00794929773749928,0.0266153269335391,0.0442513251644966,0,0,0.00489958954114405,0,0.79415424716381,0.683176007956754
TCGA-CN-4740-01A-01R-1436-07,0,0,0.506136277872761,0.0419112177162099,0,0,0,0.0247453948968743,0.0193299885897263,0.000145268781337498,0.00762022010291749,0.00228943793684431,0,0.191583587812262,0.0460826509089567,0.0776107982195958,0.00825752255732346,0,0.0670055399278618,0,0,0.00728209467732891,0,0.865670032742053,0.643908848062053
TCGA-HD-7753-01A-11R-2081-07,0,0,0.29687861651763,0.0670543099922724,0,0.16650279555658,0,0.082109467216298,0,0,0.0486201037802696,0,0.0479976715396456,0.0961132040614426,0.0374317814278147,0,0.0291116405349607,0.0537783477123337,0.0268699095190161,0.0376377936190107,0,0.00989435852272523,0,0.366791751523741,0.929791260282509
TCGA-D6-6516-01A-11R-1873-07,0,0.0517800362339643,0.155609288621166,0.120190052437745,0,0.110452336009939,0.0463985475857199,0.0720650683278654,0,0.00353117553231891,0.0172571838135274,0,0.0691511770492458,0.068611680799269,0.0897988462967249,0,0.0387553774273145,0.022811644924304,0.129802348403845,0,0,0.00378523653705146,0,0.502781799607889,0.872605824298619
TCGA-H7-A6C4-01A-11R-A30B-07,0,0.00475433160358139,0.280334066676353,0.0639881667739324,0.0150659984052009,0,0.012773261492434,0.0370962670735118,0.0225548731830162,0,0.0451948662873849,0,0,0.118292666048017,0.0607279471620047,0.0392813392405115,0.0834544402222946,0.0461633023176609,0.105036656960797,0.000221925452891899,0,0.0650598911004081,0.05,0.231597938252899,0.980047043854434
