Mixture,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,P-value,Correlation,RMSE
TCGA-ZJ-AAX8-01A-11R-A42T-07,0,0.0183655865176902,0.252683608857777,0.0844824766434852,0,0.246755884219254,0,0.045826444355178,0.0229165566645907,0,0.0689908586007673,0,0.0254808437580648,0,0.0434445144092099,0.0879193033555626,0.00865399620104182,0.0867294811189136,0.00484919828569238,0,0,0.00290124701277245,0.03,0.319047923927451,0.954212314585637
TCGA-C5-A7X5-01A-11R-A36F-07,0,0.0250827480812616,0.0746883541763241,0.0758789760361912,0,0.130698668897998,0.0129419028742281,0,0,0,0.0510631636441286,0,0.0759611120395877,0,0.018401971668806,0.231894474295853,0.0557651652279615,0.196149719107125,0,0.0514737439505343,0,0,0.36,0.0691996447627002,1.05524217809919
TCGA-C5-A1MK-01A-11R-A14Y-07,0,0.049090343007031,0.194440732049576,0.0296006045416641,0,0.195118776768423,0,0.0274264654507719,0,0,0.086779220226312,0,0,0.00595327723862452,0.177890919925451,0.146783528833653,0,0.0356601928783613,0,0.0172588645175624,0,0.0339970745625694,0.1,0.191058123790977,1.02155914563837
TCGA-ZJ-AAXD-01A-21R-A42T-07,0,0,0.766669189007711,0,0,0.0743405434129112,0,0,0.00873833999366784,0.00220857802105703,0.0515986875785138,0,0,0,0.00549814376910871,0.0239662974023121,0.00423872719214858,0.0243439021083864,0,0.0160706824973962,0,0.0223269090167867,0,0.708196248450662,0.723322030097097
TCGA-IR-A3LK-01A-12R-A213-07,0,0.0830236828824146,0.0828813486004623,0,0,0.244759499788979,0.0192052104556563,0.0573871750116523,0,0,0.0270448771594707,0,0,0.000813697055840955,0.250894831447805,0.0735946886682773,0.0724628672371665,0,0.0738170411466695,0,0,0.0141150805456058,0.0600000000000001,0.246414349828412,1.01150006682193
TCGA-VS-A8EC-01A-11R-A36F-07,0,0,0.324650057450564,0,0.403553034271609,0,0,0,0.0181578081032244,0.0702601043245647,0,0,0.0529323818892546,0,0,0.0722176137249559,0.00504713306864477,0.0448049599427758,0,0.00837690722440719,0,0,0.88,-0.0160481829523136,1.11264736671334
TCGA-Q1-A73S-01A-11R-A33Z-07,0,0.066631146438931,0.26546124494444,0.0285071710968953,0.172929491764379,0,0,0.0171756030934749,0.0427336277726355,0,0,0.0080865982674844,0,0.105477157860902,0,0.10398516104816,0.086467521442086,0.0521618237072751,0.00977900518477709,0,0.0381514595634522,0.00245298781510648,0.88,-0.0172643000307332,1.080287697641
TCGA-FU-A3EO-11A-13R-A213-07,0,0,0.21864982801327,0.08951147009212,0,0.146898956653865,0,0.00452284066098812,0.0204526155298371,0,0.0121537500505456,0.0474159825859568,0,0,0.00698636606906701,0.161258555143838,0,0.0028786130774806,0.285871631289616,0,0,0.00339939083341482,0.81,-0.00673261993038492,1.05974484955966
TCGA-C5-A8YR-01A-12R-A37O-07,0,0,0.093185353231956,0.118620509512914,0,0,0.277431785963982,0,0,0,0.213872489214948,0.0105395399407317,0.0297478200210854,0.0247944922042876,0.0152114184651833,0.160380273955993,0.00548836302384893,0.00601813619233237,0.0419736358425797,0,0,0.00273618243015832,0.02,0.36085007604426,0.943601169751236
TCGA-C5-A2LZ-01A-11R-A213-07,0,0.0425057483035555,0.642687986987968,0,0,0.0852671620348581,0.00450914346293123,0.0254981982108273,0.0137459574123649,0.00233165965077569,0.0471130083394357,0,0,0,0.0499967474391702,0.0170883363402757,0.012369305346831,0.0313682354290067,0,0,0.00355205696889442,0.0219664540731058,0,0.852919626171967,0.616748604270269
TCGA-Q1-A6DV-01A-11R-A32P-07,0,0,0.240005302894614,0,0,0.188705342547221,0,0.0853947860608207,0.00915193810969864,0,0.0387537035975773,0,0,0.00934909132920117,0.0066797212890403,0.0291327620263951,0.170504028773441,0.0774783502745073,0,0.0887851512194127,0,0.0560598218780701,0.29,0.0887434167872339,1.03562800029677
TCGA-VS-A8QC-01A-11R-A37O-07,0,0.0186832018375639,0.510760856289518,0,0.0596482785310974,0.00321271466604017,0,0.0256393095726814,0,0.0209511181554987,0.0261892943601049,0.0410826966975603,0.0176984527458711,0.115194523992332,0.0291174715482966,0.0786037076235164,0.0228993763482608,0.00439998746806804,0.0255664811675019,0,0,0.000352528996087586,0.01,0.435638304154275,0.902325565513451
TCGA-EA-A410-01A-11R-A32Y-07,0.00986808754492314,0,0.174044161046185,0.152379970066521,0,0.0214246522431429,0.0620722738885014,0.0348606510862229,0.022471800867758,0,0.0382964869258894,0.00669562630556963,0,0.259227476479369,0.104114490248219,0.069214183118256,0.0109757016403194,0,0.0259480343512574,0,0,0.00840640418786547,0.02,0.341815159939068,0.945104591399781
TCGA-VS-A9V5-01A-11R-A42T-07,0,0,0.524494691649728,0,0,0.15466099909044,0,0.0245505028201779,0.0380598628720901,0,0.0280966264558656,0,0,0.140700517041683,0.00742595111164436,0,0.0135279049558599,0.0129502402369371,0.0187777634712294,0,0,0.0367549402943455,0.59,0.0221123215113962,1.09698276146661
TCGA-VS-A953-01A-11R-A38B-07,0,0.116365274945538,0.0621300991757131,0.0684652420374373,0,0.144684339397292,0.00436443863420089,0.0301948863187168,0,0,0.111725979947257,0,0.0140675203842328,0,0.116403511306269,0,0.11559580728649,0,0,0.211413369780371,0,0.00458953078648115,0.04,0.292402367747038,0.969505555326684
TCGA-EK-A2R8-01A-21R-A18M-07,0,0.0905417422146347,0.137139642790319,0.0197788137593814,0,0.215437462811872,0.0525081873678168,0.0574715887015991,0,0,0.061646231485124,0,0,0.0538100064809376,0.195658168330763,0.00904763011651799,0.0188088691566382,0,0.0362819646850916,0,0,0.0518696920993046,0.01,0.407156633994354,0.915057451281987
TCGA-VS-A8EL-01A-11R-A37O-07,0,0.0191187446178076,0.729580156374448,0.0450134731567467,0,0,0.013080256602477,0.0221722344998632,0,0,0.0338421070642815,0,0.0136335537278971,0.00753423730682782,0.0450830513312926,0.0195948007986799,0.0414395050115749,0,0.00607927457932975,0,0,0.0038286049287735,0,0.931309054162348,0.518662044973426
TCGA-C5-A8YQ-01A-11R-A37O-07,0,0.0366343694065279,0.518571408439246,0.0567646523546371,0,0.0552952073917533,0,0.0124546823701346,0.018333368716199,0,0.00531237003990797,0.00379035177856723,0,0,0.00506523698855747,0.191575251027157,0.00765070627616162,0.0117106915044359,0.00327508023745236,0,0.0108954825789483,0.0626711408903138,0.04,0.279100443342761,0.978469688162724
TCGA-HG-A2PA-01A-11R-A213-07,0,0.10069921418501,0.231963460212858,0.0347981201706513,0,0.167664786711258,0.0457574810703559,0.0135877826838337,0,0,0.112763221808085,0,0.0111051849657192,0.052159830093608,0.039766671723102,0,0.0425686925927069,0.106258433732028,0,0.0273849629287347,0.00602356151523765,0.00749859560681129,0.03,0.32980593241661,0.945775465771639
TCGA-C5-A1M7-01A-11R-A13Y-07,0,0.0781443867802526,0.251994012850578,0.0154691946676939,0,0.189689692027159,0.0602487567737791,0,0,0,0.105796437956834,0,0.0590508368794915,0.0295007673262549,0.0680680651770439,0.0332958430130693,0.00671743895300872,0.0336966404883246,0.043939373965375,0,0,0.0243885531411356,0.04,0.298422386877777,0.957006209500982
TCGA-C5-A7CG-01A-11R-A32P-07,0.00458908369319084,0,0.239376241511422,0.216046518619948,0,0.145804417494078,0.0116898953718122,0.0629554292664793,0.0231075545925867,0,0.0511815152034046,0,0,0.00302764957097146,0.17302632168228,0.0573519518894117,0.011843421104416,0,0,0,0,0,0,0.575559730991867,0.816969401458209
TCGA-EX-A3L1-01A-11R-A32Y-07,0,0.00398137563952613,0.384563685354716,0.0130713880908563,0,0.0503995843144803,0,0.000375108950926693,0,0,0.031294634506685,0,0,0.300175477084997,0.00387554032671905,0.0782489663646287,0,0.0163890350636231,0,0.027276413635041,0.0287266999786379,0.0616220906891632,0,0.627249631222481,0.795128628784309
TCGA-LP-A4AV-01A-11R-A32Y-07,0.00496412847023396,0,0.794661170271976,0.0515942213422178,0,0,0,0.00652567346074947,0,0,0,0.0234767896628078,0,0.00645035613064585,0.0106877862704099,0.040361048997516,0.00403503470937173,0.0143680782564525,0.0179890692496832,0,0,0.0248866431779363,0,0.96454445077523,0.454844892533956
TCGA-MY-A5BE-01A-21R-A26T-07,0.0218846734474249,0,0.61996508405254,0.130045270324407,0,0.0202256236758267,0.0115231813763442,0.0552818163282522,0,0,0.0164215926438278,0,0,0,0.0808215970771074,0.0327606283362574,0.0105388999524134,0,0,0,0,0.000531632785598876,0,0.9263970610666,0.544615230477726
TCGA-IR-A3LH-01A-21R-A213-07,0,0,0.475016395610662,0.0970302750610942,0,0.0485314810801665,0,0.0298230487014319,0.00355791905953085,0,0.0302366501342677,0,0,0.0964545151337952,0.108311988175929,0.0821642990114466,0,0,0.0235273409509459,0,0,0.00534608708073094,0,0.666112737651093,0.77255251758648
TCGA-VS-A959-01A-11R-A42T-07,0,0,0.869330934756113,0.0439579696646974,0.000811475878086769,0,0,0.00743554779578019,0,0,0,0.0102098630725024,0,0,0.00199400280702828,0.0345147259947741,0,0.0143428967606862,0,0,0,0.0174025832703317,0,0.968712482563225,0.414634253428731
TCGA-MA-AA3W-01A-11R-A38B-07,0,0.0524179927655728,0.0421112204486867,0.192838703270357,0,0.183888878065328,0.0311678053867212,0.0549183866694043,0.00620588754954278,0,0.0281194617244743,0.0266308240107671,0,0.0133481957763679,0.157100307705828,0.0541824309323329,0.070991215654311,0.00775834642608356,0.0783203436142222,0,0,0,0,0.582997713363269,0.814273617957144
TCGA-C5-A7CJ-01A-11R-A32P-07,0.00327085131449088,0,0.0506148226987981,0.0781126810247348,0,0.270378620144027,0.038946512002086,0,0,0,0.148738443074013,0,0.0189692287300113,0.017524529801556,0.0718669287198674,0.119196699939678,0.0841038042549042,0.0451455513401085,0.0387872656993208,0.000787403470104553,0,0.0135566577862992,0.02,0.342014364957403,0.94516728118271
TCGA-C5-A7CO-01A-11R-A352-07,0,0.100716443990828,0.182786926206487,0.133718273965026,0,0.0974190770688386,0,0.0578556785634438,0.076226573702613,0,0.0448594598995442,0,0.0383291969501029,0,0.0636469012397251,0.121610313584679,0,0.0267551931796426,0.0444072352522403,0,0,0.0116687263968298,0.14,0.146819454369983,1.0220011016843
TCGA-Q1-A5R1-01A-11R-A28H-07,0,0,0.432888288339683,0.0735188616792238,0,0.171740435459445,0.00198243873528779,0,0.0286152611033271,0,0.0654685844072373,0,0,0,0.0196255825673631,0.106376389933853,0.0102070066589548,0.0496091333689891,0.0218332182299134,0.0125006746991877,0,0.00563412481753535,0.56,0.0251276809497647,1.07967658266863
TCGA-MA-AA41-01A-11R-A38B-07,0,0.113835951912881,0.00574246117446711,0.0174582161109008,0,0.214317930413011,0.0189876457481303,0.0242020059493863,0.0143591383106112,0,0.106669587828,0,0,0.124909758401616,0.206994372542873,0.0574291027074527,0.070620510168709,0,0,0,0.0116288823632724,0.0128444363686895,0.01,0.477839183713501,0.878467441830026
TCGA-C5-A1M6-01A-11R-A13Y-07,0,0,0.356177169355305,0.0254206473975977,0.013981904626751,0,0,0.0308751146742212,0.0507971062979161,0,0.0917699686097303,0,0,0.248643918494837,0.00387883102094516,0.0247228581419847,0,0.0239529124834394,0,0.113926859705297,0.0134299407251635,0.00242276846681281,0.28,0.0926833841137454,1.0623874055869
TCGA-C5-A7UH-01A-11R-A352-07,0,0,0.63580021292839,0.0482256695246132,0,0.0317637621968227,0.0229038071443902,0.0150131726784654,0,0,0.0431006440007937,0,0.0132058551656528,0.0650806123099438,0.0376993510160342,0.0686926104400024,0.013997918921928,0,0,0,0,0.00451638367296355,0,0.750636192932283,0.706817648534454
TCGA-C5-A2M1-01A-11R-A18M-07,0,0,0.110040878355413,0.122603908164596,0,0.21225117739735,0,0.15058961269768,0,0,0.0167076795501342,0.0162152920467221,0,0,0.166057888876255,0.134102025776011,0,0,0.0714315371358393,0,0,0,0.01,0.406274701464974,0.919017013164702
TCGA-EA-A411-01A-11R-A24H-07,0,0.0270510471107458,0.574707035372457,0.04516704368311,0,0.0571877843790301,0.00227106067325132,0.0246296881362942,0,0,0.0114471456666605,0.000961318537289502,0,0.064247288643891,0.0123452320479392,0.112460457510138,0.006724743964086,0.0485147118205849,0.00555906746372771,0,0,0.00672637499079411,0,0.656559517908233,0.777514865315942
TCGA-C5-A1BN-01B-11R-A14Y-07,0,0.015299233480606,0.122053199212329,0,0.00935589098788773,0.101566540456453,0,0,0,0,0.0165696362280258,0.0575652581098963,0,0.405513581337852,0.0684606241042111,0.102562143503535,0,0.03295697785108,0.0630954405552556,0,0,0.00500147417286786,0.01,0.380198416980842,0.936573670064614
TCGA-VS-A9U5-01A-11R-A42T-07,0,0,0.765609189185734,0.0370635259519934,0,0.0297923623741022,0,0.0290970635269352,0,0,0.0119622505611849,0.00339129136785422,0,0,0.0160689196840523,0.0670577364597027,0,0.0194171543901998,0,0.00311558535933143,0,0.0174249211389102,0,0.879321529630227,0.566810523648132
TCGA-EA-A1QT-01A-11R-A14Y-07,0,0.0336904815832695,0.0577277957522268,0.070898439399613,0,0.208466217038476,0.0242581319108431,0.0935513500535902,0,0,0.0285148003870408,0.0274865093314105,0.0397061661545229,0.00769658779706566,0.177970670867736,0.14685271272288,0.0157261041988006,0.00280712134403707,0.0644673790975143,0,0,0.000179532360973674,0.02,0.346370488146293,0.947661325304857
TCGA-FU-A57G-01A-11R-A26T-07,0,0,0.114296178245627,0.0176063516556331,0,0.231007476181777,0,0.0158739811311699,0.0426214378920877,0,0.0512563963081404,0,0,0.143710812451266,0.0782833370419227,0.256928331767835,0,0,0,0.0180177613719651,0,0.0303979359525764,0.45,0.0517563592502645,1.07177218569795
TCGA-VS-A9U6-01A-11R-A42T-07,0,0,0.63119796141975,0.0230489102270015,0,0.0470339298491066,0.0125855100745509,0.0211894910328644,0.00557541307764715,0,0.0118487331608272,0.0192998549334661,0,0,0.0153695241864357,0.0702339470812524,0.0909232031930006,0.0284069487729818,0,0,0,0.0232865729911155,0,0.766425110254745,0.698970015565632
TCGA-EK-A2RE-01A-11R-A18M-07,0,0.067320769299683,0.00897574673159003,0,0.0862463201686916,0.120581226040346,0,0,0,0,0.057102983719182,0,0,0.461620702396652,0.0199161747757801,0,0.0241929505988918,0.0633845259401748,0,0.0513624922561739,0,0.0392961080728341,0.12,0.172403533316093,1.0606535374345
TCGA-EA-A3QD-01A-32R-A22U-07,0,0.0027925212935829,0.187119043989111,0.208848949574166,0,0.134598673300706,0.0132486796501769,0.0347929789692815,0.0678016566953406,0,0.0479119509495442,0,0.0124853854496134,0,0.157144690264909,0.111192882585785,0.00805856669552341,0,0.00945853608600909,0,0,0.00454548449625123,0,0.763967583079021,0.690186962781851
TCGA-ZJ-AB0I-01A-11R-A42T-07,0,0.00822223773696079,0.0034943235456486,0.100882541425846,0,0.0743482714703948,0.0539751433649329,0.0199497381364459,0.0196263992964805,0,0.0760143675677509,0.0103779310864308,0,0.485616064811025,0.0427438252833239,0.0742120112380755,0,0,0.0295797524545395,0,0,0.000957392582144745,0,0.775996066028725,0.652588691953016
TCGA-EK-A2IR-01A-11R-A180-07,0,0.0539248649803065,0.000769408111953129,0,0.302835011799736,0,0,0.00967030313235466,0,0,0,0.0632466445685114,0.00950129199853755,0,0,0.324603872271411,0,0,0.23149308326674,0,0.00395551987044994,0,0.92,-0.0291359471492881,1.08833458330724
TCGA-VS-A9V0-01A-11R-A42T-07,0,0,0.237736184510667,0.0495213238308229,0,0.105633815466553,0,0.00598780917001285,0.0821832568965554,0,0,0.0644995400036479,0.0183770665998353,0.115511698109914,0,0.0673721490900168,0,0,0.21270727896365,0,0.0168201549489385,0.0236497224093858,0.93,-0.0318365955775319,1.07383006491636
TCGA-VS-A9UY-01A-11R-A42T-07,0,0.0162142541614911,0.391218330148755,0.0783911432146982,0,0.0012803985516668,0.0169486404431068,0.030722095483662,0.0138875536708177,0,0.0454354793576465,0.00933596166522701,0.0107414885783824,0.0817020646113412,0.0272184010051053,0.0671741584999742,0,0.175310197557245,0.0240503183882539,0,0.00204306040287577,0.00832645425975145,0.01,0.398109923782982,0.917219501282202
TCGA-EK-A2RA-01A-11R-A18M-07,0,0.0245752264330295,0.0290763644089046,0.185115394208414,0,0.0919510220510356,0.0177127222653557,0.0733863719678848,0.0373455491018481,0,0.032861376329081,0.0228697893056954,0.0073394613562964,0,0.207065029988765,0.102906788325082,0.0632763825533452,0.00574851199322763,0.0928510556583129,0,0,0.00591895405372096,0,0.535673362582408,0.843782490848237
TCGA-EA-A6QX-01A-12R-A33Z-07,0,0.00491929412662696,0.736698574600824,0.000686018951190278,0,0.0371147222111303,0,0.0371602081229626,0.00953779040098357,0.0119324731404522,0,0.0214033759526511,0.00861456640729141,0.00719478901312626,0.0084950400078896,0.019103907035152,0,0.0775331457598446,0,0,0.00656478417726471,0.0130413100926107,0,0.855732155715974,0.595216159961185
TCGA-C5-A1M9-01A-11R-A13Y-07,0,0,0.0283266997265134,0.037966121182507,0,0,0,0.0512586430761852,0.0994505365328157,0,0,0.0697851627124781,0.121050313378262,0.275932824550648,0.129597045646977,0,0.00612243160865633,0.00553827006217475,0.141254327194377,0,0.0337176243284054,0,0.12,0.167491596685033,1.02442149377688
TCGA-FU-A3EO-01A-11R-A213-07,0,0,0.224985813456977,0.0982064123354916,0,0.0227448548491802,0,0.0128789460345774,0.071145676911214,0,0,0.0462464354662575,0.0102638003949421,0,0,0.232678263844838,0.0420682462051865,0.0734638287259471,0.138691853261711,0,0.0044567938981564,0.0221690746155219,0.2,0.130893135005918,1.01452693659769
TCGA-VS-A8QH-01A-11R-A37O-07,0,0.0207426827078181,0.045135926714081,0,0,0.205801005795051,0,0,0.112938916836891,0,0.0297597288662553,0.121706561518042,0.000686959139301668,0.0644598961955792,0.0632812158196292,0.0604493055417861,0.115413056402248,0.0287391181781976,0.130885626285121,0,0,0,0.99,-0.106100173669589,1.13954579482055
TCGA-UC-A7PI-01A-11R-A42S-07,0,0,0.539500140042622,0,0.0387984970735464,0.0491552848337071,0,0.0289463358840545,0,0.0513439427672205,0.121725507027696,0,0,0.0737749957760366,0.00982281669733059,0.0278091057406444,0.0102238697883843,0.0102085593982567,0,0.0216854173125109,0,0.0170055276579907,0.86,-0.0129466425913131,1.118054591059
TCGA-JW-A5VK-01A-11R-A28H-07,0,0.0163088502268978,0.874581845328783,0,0.019276427077389,0,0,0.00681651149433592,0,0.000279240455349476,0,0.00771505042746609,0.0452349599141998,0.0135262055220519,0,0.0102834598821394,0,0.00315353097486948,0,0,0,0.00282391869651817,0,0.942269053255416,0.453187441404048
TCGA-MA-AA3Z-01A-11R-A38B-07,0,0.0416784473001792,0.113147099347671,0.178729031929696,0,0.0424088627391465,0.00374703774167578,0.0568063556870209,0.0301248911849578,0,0.0761026698609427,0.0183821543321017,0,0,0.253275326075138,0.0252404634828149,0.0483833415303051,0.0105680978245788,0.0728418018343202,0,0,0.0285644191294513,0,0.592197456820771,0.806219991704857
TCGA-EK-A2RM-01A-21R-A18M-07,0,0,0.193413477092817,0.00151774776742258,0,0.0591453831351496,0,0.0229835704291976,0.0456004887651529,0,0.0484437477182304,0,0.00918032528788596,0.0119256843551777,0,0.0609936764415282,0,0.448815011352257,0,0.0896067344265632,0,0.00837415322861699,0.01,0.448861852652487,0.904358085801941
TCGA-VS-A9UB-01A-22R-A42T-07,0,0.00486733741062167,0.0566308322279498,0.173340271389398,0,0.0856043307373645,0.0195162776742816,0.0309952926008903,0.0279288945351852,0,0.0676752952873168,0.0214969492368411,0.0281917405939976,0,0.244980599218785,0.164639392238486,0.035048857494522,0,0.0390839293543606,0,0,0,0,0.540838029412103,0.842452603779646
TCGA-VS-A957-01A-11R-A42T-07,0,0,0.153503553666924,0.103517571149483,0,0.121544740139176,0,0.0316904997970494,0.0746597605884691,0,0.0819956219844681,0,0,0.113134401905785,0,0.0732444026501201,0.00165951714375454,0.114996727180856,0.0658404780384847,0.00110602497776722,0,0.0631067007776621,0.13,0.157044845242729,1.01801844438521
TCGA-C5-A905-01A-11R-A37O-07,0,0.0766888143165764,0.0992732745620746,0.0331875648923837,0.302880934794533,0,0.0381603892731398,0,0.0211819333086126,0,0.120263876510056,0,0.112131722598945,0.0110372147248788,0.00515960594763243,0.0580323318172194,0.0382080551166282,0.00920956733512059,0.0674552705269266,0,0.00712944427527258,0,0.47,0.0404894008400977,1.06445346084688
TCGA-VS-A9UV-01A-11R-A42T-07,0,0.0405686323511589,0.511137702296012,0.0134894886856089,0,0.0656536990718469,0,0.0214836719398373,0.010056475071325,0,0.0671306258857348,0,0.0804695088920906,0,0.0155954913191042,0.0289114800914183,0.0170834733243006,0.0214691852958701,0.0425649095564393,0.000382506568739054,0,0.0640031496505146,0.02,0.365603576992144,0.935772937327523
TCGA-EK-A3GM-01A-11R-A213-07,0,0.0261539622552907,0.200868049750629,0.0104242996697442,0,0.193152125917633,0,0,0.0944130071634805,0,0,0.172882235897931,0,0.077479320807022,0.0613562071148988,0.0590491236693082,0,0.000876403359392047,0.0942894246414155,0,0,0.00905583975325562,0.6,0.0203551084043352,1.10113447918394
TCGA-VS-A9UC-01A-11R-A42T-07,0,0.159301163101244,0.10405115792887,0.00530799619072744,0,0.254838159768504,0.00619678636238406,0.0504045184299948,0.00711716613612892,0,0.0802772915554518,0.00315868947396262,0,0,0.121854085795298,0.129771069929165,0.0154796805395053,0,0,0,0.0347245835836862,0.0275176512050776,0.05,0.250740866755604,0.982266658411069
TCGA-EA-A44S-01A-12R-A26T-07,0,0.0806636698711407,0.268982410674193,0.0724491280982703,0,0.03052893756427,0.0215217254823147,0.0483300579481749,0.0136966121195713,0,0.0653835895975767,0,0.00932378751406112,0.0749098668973924,0.0330807165503336,0.208785854702512,0.0208678475943334,0.0042604502219833,0.0276855640065666,0,0,0.0195297811573054,0.03,0.306938345862065,0.953817924363553
TCGA-EK-A2RJ-01A-11R-A18M-07,0.00378079736651711,0,0.646688963077524,0.0612936459646624,0,0.0507139242599442,0.03144696649847,0.0259552528150493,0,0,0.0181111195246484,0.0142058303590025,0,0,0.0508496442474582,0.0456951054718677,0,0,0.0326038785038814,0,0,0.0186548719109747,0,0.868601671709262,0.609161605172339
TCGA-C5-A7UI-01A-11R-A36F-07,0,0.01762047049633,0.760581720773072,0.0356507378035427,0,0,0.0130904454128106,0.0315953645158273,0,0,0.0115266342995857,0.00902213039872153,0.0103713435382701,0,0.00866936513036378,0.00924031710194397,0,0.0747049972879111,0.0100607533899537,0,0,0.00786571985166802,0,0.95608062375224,0.475410737533364
TCGA-FU-A3NI-01A-11R-A21T-07,0,0,0.17152102072653,0.016863138932015,0,0.319256384312322,0,0,0,0,0.0781609514016252,0,0,0,0.112745214638372,0.26578861893409,0.0200150082285745,0,0.00581028867638094,0,0.00983937415009119,0,0.05,0.256895243171403,0.981623059650366
TCGA-Q1-A73R-01A-11R-A33Z-07,0,0,0.301965750632575,0,0,0.220562865285005,0,0.0219244000696934,0.00288365038901607,0,0.0236737497755121,0.0449234545434678,0,0,0.199780303543014,0,0.0119220489187556,0,0.168711442240365,0,0.000540974519376312,0.00311136008322006,0.45,0.0515138070184092,1.09015285545112
TCGA-MA-AA42-01A-12R-A38B-07,0.011044507797304,0,0.493153311509629,0.0976238269843864,0,0.0375577323785885,0.016306108911352,0.0736543547087136,0,0,0.0367092193424903,0,0,0,0.0836554131043866,0.047447895634319,0.0843761126464887,0,0,0,0,0.0184715169823421,0,0.721028679797409,0.740533525112978
TCGA-VS-A9UP-01A-11R-A42T-07,0,0,0.721503366890883,0,0.103743786946904,0,0,0.0153067068477843,0.014522432168407,0,0.0158968535237665,0.0120082178783392,0,0.00919382228166879,0,0.0256706826863274,0,0.0122890438114208,0.0500853469129768,0,0.00806633911867544,0.0117134009328471,0.11,0.180267255317743,1.06149500175277
TCGA-ZJ-AB0H-01A-11R-A42T-07,0,0.0259626201824448,0.388828016610944,0.0635391009638996,0,0.103192569529406,0.022563544018118,0.0298783713045777,0,0,0.0492824003311012,0,0.0258309642599624,0.0131631778205375,0.146284880899234,0.0654152919066609,0.0152706491435658,0.0346668911351235,0.0133081357783845,0,0,0.00281338611604027,0,0.688440244425158,0.756537578760729
TCGA-HM-A3JJ-11A-12R-A21T-07,0,0,0.145727593059575,0.102611958290582,0,0.141564163247445,0,0,0.0214243164272007,0,0.0388048469949164,0.0174390322847765,0,0,0.00767803139678337,0.344373493704401,0.00323483788666501,0,0.177141726707655,0,0,0,0.1,0.188228980409365,0.999845799629716
TCGA-EA-A4BA-01A-21R-A26T-07,0,0.165484384079303,0.189583894534719,0,0.0354938281507394,0,0.014443098654272,0.00327223424101913,0.0255560336844762,0,0.079801759061789,0,0,0.291739820914949,0,0.07765371186252,0.00846118099108659,0,0.100705263854512,0,0.0073905988028728,0.000414191167742249,0.77,0.000433496657821303,1.08999297133413
TCGA-EA-A3QE-01A-21R-A21T-07,0,0.0332826636327466,0.0339010728681445,0.119956797022639,0,0.210938322578199,0.0848439151464361,0.0150552052388588,0.0167378051340464,0,0.128895669325505,0,0.0249559577182852,0.00611897528939416,0.210923353924912,0.0112652498014198,0.0147609822976326,0.0178555556326295,0.0380677014300734,0,0,0.0324407729590774,0.01,0.489238008200697,0.877624651855596
TCGA-VS-A952-01A-11R-A38B-07,0,0.00233075602671245,0.842957815931904,0.0313153792988541,0,0.0325998864244607,0,0,0.00652798280399446,0,0.0154011346250806,0,0,0,0,0.0222799169342362,0,0.00989806572723518,0,0.00903335580792807,0,0.0276557064195947,0,0.773747229231092,0.658812438899236
TCGA-FU-A5XV-01A-11R-A28H-07,0,0,0.543043150180662,0.0538124966947569,0,0.0323262003886606,0.0293317237504494,0.0277396063624571,0,0,0.0386959119992964,0,0.0770492332675768,0.0337079695518088,0,0.0164516484650403,0.00576671853358605,0.0815360741127839,0.0605392666929215,0,0,0,0.13,0.156328970141436,1.03267021611536
TCGA-C5-A1ME-01A-11R-A13Y-07,0,0,0.546391616275381,0.17223381595174,0,0.0115883799375779,0,0,0.0525438493310492,0,0.000147232727991119,0.0361547902048548,0,0.00167274438018439,0,0.101574053818806,0,0.024891523854296,0.00555901282815141,0,0,0.0472429806899686,0,0.489997830884972,0.872657529923561
TCGA-VS-A9V1-01A-11R-A42T-07,0,0.00519315731582854,0.548143655661127,0.0332669428723447,0,0.1015104110156,0,0,0.0155691822718454,0,0.0902700114220338,0.00233577345344706,0,0,0,0.0462599095552853,0,0.0260655459292535,0,0,0,0.131385410503235,0.02,0.344193823836117,0.948416413910838
TCGA-VS-A9UT-01A-11R-A42T-07,0,0,0.801879984820064,0.043673822348708,0,0,0,0.0300620520660154,0,0.00226443258693204,0,0.0103947734493455,0,0,0.020699966849499,0.0614257459061894,0,0,0,0,0.0090435404400395,0.0205556815332069,0,0.960509396426712,0.45720316130254
TCGA-VS-A9UR-01A-11R-A42T-07,0,0.0964246928804524,0.0547616736748727,0,0,0.263017091929743,0,0.084409688244786,0,0.0647612441991834,0.110043276342356,0,0,0.00292586811895607,0.125929324773443,0,0,0.0773304530785229,0.118215873573427,0,0.00127778749904292,0.000903025685214201,0.24,0.11090060333314,1.0653888925508
TCGA-JX-A5QV-01A-22R-A28H-07,0,0.0428737704316236,0.319730167411993,0.118923623081498,0,0.0980315339260434,0.0253165771276258,0.0433723449480855,0,0,0.0459417783953575,0,0,0.0261337525761378,0.0749355488869325,0.109608412290711,0.0611601656424419,0,0,0,0.0138928663453316,0.0200794589362188,0.01,0.448475389039975,0.893593651594151
