"Gene","log2FC","pvalue","padj","baseMean"
"TMEM59L",-1.02477961186145,0.000367862319488598,0.00176659788771675,35.8869252792017
"ELOCP19",0.693440780454168,0.000367893478222827,0.00176659788771675,6.18101365910976
"RPL8",-0.465844511927432,0.000368523071322871,0.00176933691744029,109105.844252077
"SEPTIN11",-0.467535673938295,0.000368884436097375,0.00177078746809422,5573.59846261953
"CHMP6",-0.341002801009606,0.000369213635835736,0.00177208317315379,700.42676926763
"CES1P2",-1.94600362875572,0.000369499210404783,0.00177316911180282,4.47305256527297
"AC100860.1",1.57781767341373,0.000369713977573383,0.00177391496270041,4.46296249501185
"PPP2R5A",-0.364779205428315,0.000369855085778759,0.0017743072097735,3786.22730939797
"AC008663.1",-1.7997775218385,0.000370305042485884,0.00177618073331002,18.4039995921172
"H3P16",0.619598399595632,0.000370499659341665,0.0017768291058946,14.6905710437334
"ARF5",-0.328776601823155,0.000370583995714496,0.00177694847608241,5726.72020205648
"SOCS2-AS1",0.942215255544705,0.000371378306721922,0.00178047158693371,44.1665594570698
"AC087500.1",0.764036262051142,0.000371579594322659,0.00178115093545428,16.4513066479767
"TBC1D8",0.44420487591998,0.000372251084099283,0.00178408359882889,1808.51936264027
"AP003721.4",0.625220424033036,0.000372445563053438,0.00178472952401304,6.84710232230624
"AF186192.1",1.27714361821161,0.000373286160437877,0.00178847089402292,1.83547888917084
"CYRIB",-0.343568099655391,0.000373659420939411,0.00178997234146168,5421.2189991034
"NPSR1",-1.39615647599035,0.000373922405631817,0.00179094512884895,37.9767652043035
"MAPK6",-0.498248818292534,0.000374296233050652,0.00179244841370556,9645.8081348335
"CD3D",0.919778770668498,0.000374435602745025,0.00179282861400837,420.392400719957
"FAM86GP",-0.882994693754093,0.000374887961835948,0.00179470707162078,11.456088742321
"CPA5",-0.925804376550643,0.000375418277958516,0.001796958072816,13.7289443653276
"FBXO38",0.251581717795477,0.000375828586164489,0.00179863402139432,1743.89150484498
"DLAT",-0.370155871194602,0.000376719555616332,0.00180260940555201,2076.57960050224
"LINC01968",1.15310283016658,0.000377240280041625,0.00180481217205574,5.81586189025481
"NAGS",-0.634093293588195,0.000377445498848853,0.00180550501705712,371.285769127116
"AC138305.3",-0.962500338418246,0.000377756044816213,0.0018067013906634,5.16512486538341
"PLA2G15",-0.390090450723787,0.000378290936235452,0.00180897019132141,1098.4041452546
"ANTXR2",-0.780367488474221,0.000379017979276397,0.00181215697961133,2489.44932051259
"TBX2",-0.818461084904235,0.000379393820806489,0.00181366385599673,667.088510048582
"PRDM4",-0.303190068265835,0.000380202705554122,0.00181724005027563,2342.32002521673
"HSF2",0.332327466604903,0.000380709143406118,0.00181936973856046,717.588035152513
"ZC3H12D",0.812181864102363,0.000381248653635485,0.0018216567702161,133.911354138688
"AP002852.1",-1.18532747413448,0.00038136889747595,0.00182194008044608,6.20207419879068
"HGS",-0.312710710821805,0.000381597442692605,0.00182267676494079,5367.34447985012
"TRAV19",1.12159733171961,0.00038164505124329,0.00182267676494079,18.8331729239965
"LAMC1",-0.472278309015028,0.000383323009038937,0.00183039798501468,18283.2724960334
"EGFL7",-0.713332657478445,0.000383822053693703,0.00183248823335125,1165.52242976792
"COPB1",-0.286251724620193,0.00038433107125373,0.00183433248952842,7713.23721664108
"GLB1L3",-1.34674844769697,0.000384302409650145,0.00183433248952842,54.7388082886769
"AC011595.2",-1.75407906716196,0.000384438923419785,0.00183455432612775,1.84512985303067
"AC147067.1",-0.717669078705801,0.000384743829378263,0.00183571628855148,33.5162630141687
"EVA1C",0.704371275977067,0.000384840712765051,0.00183588550685811,922.704132352385
"HSD17B4",0.328142467197842,0.000384992676308982,0.00183631738953695,4864.4438384198
"HM13",-0.386234068220803,0.000385392088850736,0.00183792921504885,11956.2864802492
"TNFRSF13C",0.977660026043197,0.000385776073353729,0.00183946696198591,169.68521559324
"RPP21",0.766243088949202,0.000386725651092365,0.0018437006638681,13.8232910654034
"IZUMO4",0.77041459767464,0.000387194979136858,0.00184564380742449,121.772660988703
"PPP2R1A",-0.290492114318037,0.000387679681647353,0.00184765960519813,17367.7760318716
"AC105411.1",-1.09972243029556,0.000389732867485606,0.00185714887213132,6.52597041071037
"AP000708.1",-1.18671563721607,0.000390020710071508,0.00185822426927917,3.42455773229777
"PXYLP1",0.811553097979748,0.000390168307671753,0.00185863124349387,842.176731374652
"MLF2",-0.367350100268229,0.000390234815382681,0.00185865186447086,14622.2886366736
"ADGRG5",0.999643716284879,0.000390865880166935,0.00186136098294568,190.794560365099
"CYCS",-0.383041947863337,0.000391408897322555,0.0018636500093606,8756.22799798857
"TENM3",-0.950550947153941,0.000392500708876401,0.00186855091411584,2056.06550471263
"TOLLIP",-0.428788806954519,0.00039299147784383,0.00187058937192799,6240.603213438
"S1PR5",0.553196073820926,0.000393128244745705,0.00187094244418701,1223.70670389598
"CCDC174",0.249209059214328,0.00039340791596545,0.00187197539382987,766.864894179309
"PKD1L2",-1.34851442663521,0.000393582129698235,0.00187250629013841,36.3059728889663
"SENP3",-0.31583683125453,0.000393768906713996,0.00187309677904118,653.927624344364
"AC015909.1",-1.28624560528992,0.000394130397594751,0.00187451803419289,2.16094389589428
"IMMP1L",0.37561745626347,0.000394317711851015,0.00187511056994123,157.714550221365
"AL445933.2",1.48846397037254,0.000394401641187837,0.00187521136605485,1.26442713644307
"AC008537.4",0.824290426692053,0.000394502900563829,0.00187539451393988,5.43187457718283
"AC005838.2",0.904429593408048,0.00039507408488539,0.00187781118546574,2.85118443197995
"AC018545.1",-1.50338029675718,0.000395166303885678,0.00187795089916545,2.76471097870832
"KRT18P58",-2.52813457091127,0.000395275996833313,0.00187817359677975,1.38236798270545
"ATG2B",-0.343097774372644,0.000395909998239102,0.00188088710542963,2270.91670192335
"UTP15",0.296502802716624,0.000396125254107713,0.00188156512419321,991.59827582749
"AC117386.2",-1.81574412867185,0.000396178606037471,0.00188156512419321,5.70666892312219
"NUBP1",0.298495030398014,0.000396604548213427,0.00188328882528924,441.72778252624
"AC119150.1",-1.18099876042017,0.000396730000656184,0.00188358532077742,12.1251948298186
"CADPS2",0.734199478574449,0.000396825285043995,0.00188373851366287,726.809692041847
"RNU7-159P",-4.29432960664664,0.000397502027575295,0.00188665141446185,3.89811957586181
"MYL12A",-0.496548099922708,0.000397704443564562,0.00188731246658706,11660.833535087
"AC006042.1",1.1728657607096,0.000398689928894703,0.00189159544468075,4.7719326866801
"MIR4538",1.75716876143493,0.000398733537298723,0.00189159544468075,1.1273766654442
"FMO4",0.618947235699032,0.000399067996217212,0.0018928817110322,250.332378740292
"LINC01795",-2.67488821919772,0.000399294471935263,0.00189365545852592,2.59189019647425
"PADI2",1.24275718024465,0.000399960845409802,0.00189638526994126,1539.15917161294
"AKR7L",0.874700510795199,0.000399996959955161,0.00189638526994126,11.0669011494212
"ASH1L",0.352340873102103,0.000400168702099715,0.00189689864306449,4394.76433392137
"NPRL2",0.347940554670133,0.000400704145653269,0.0018991356146928,576.127874341144
"SLC38A9",0.384916911787853,0.000401769331713177,0.00190388219143473,724.386112506883
"SCAT2",0.982670755399813,0.000402185679471899,0.00190555307192487,10.8072208782695
"AL356750.1",1.01331257655984,0.000402604768097192,0.00190723640696692,3.62201844544219
"IL2",1.4292298896407,0.000402815894550689,0.00190793419741866,1.24353834155521
"ERCC6L",0.498233752709749,0.000403562077976743,0.00191116565825108,559.317593789239
"IST1",-0.232448309152343,0.000403873529415288,0.00191233764316202,7113.39472241583
"SRRD",-0.36110252191587,0.000404025609474058,0.00191245186356271,849.186400874195
"PWWP2B",-0.394811920105149,0.00040400033273962,0.00191245186356271,1297.34017307019
"AC019211.1",-1.27350859415858,0.000404159871495379,0.00191278449631727,3.42823279448202
"RPL35P5",0.820388276624392,0.000404370694640145,0.00191345821483293,51.763567028933
"AC004263.1",1.24382897722239,0.000404430248939998,0.00191345821483293,1.67177329142257
"ZNF605",0.556072550196981,0.000404733650816699,0.00191428770414759,443.197231511019
"AC017074.1",-0.69870254290506,0.000404714313812857,0.00191428770414759,22.6218854845113
"CHERP",0.331699333561413,0.000405711404360131,0.00191860865355688,2083.79250418212
"AL035661.1",0.991468342477335,0.000405828399305901,0.00191885835369377,412.026139780368
"ZAN",-1.23859467837069,0.000406213481265374,0.00192007169228092,84.6485619191767
"LYPD1",-1.00355247827788,0.000406160228655497,0.00192007169228092,105.318421299716
"SLC9A8",0.401838898827717,0.000406643957674104,0.00192180255854456,1299.10325497898
"AL136295.7",0.462873062850121,0.000407210034413334,0.00192417362451523,62.4066075067065
"AL162586.2",1.052334604789,0.000407303426441867,0.00192431073545129,2.96822186981883
"C1orf56",-0.47150168722232,0.000407564964599294,0.00192524208625191,235.168416356682
"ILF3",0.235611316032294,0.00040788662032542,0.00192645707928069,16104.1013962581
"TVP23A",0.719317179773448,0.000408951611764675,0.00193118192399205,35.2570625467396
"AC135983.2",0.574118990912829,0.000409123289177669,0.00193168746803015,39.613125708826
"MBOAT1",0.632936663486794,0.000409440157440708,0.00193287826693267,874.46270506505
"TAF1L",1.24344990644787,0.000409591099662957,0.00193328551257305,2.00349018433439
"LINC02021",0.830877227196904,0.00040991295704372,0.001934499228284,16.5251146576552
"KRT17P1",-0.997076708818686,0.000410195445115849,0.00193528233821742,102.569102858887
"NOTCH2NLC",0.701903157386213,0.000410208379999518,0.00193528233821742,9.16328592865293
"GPR75",0.624997475444836,0.000410338492435661,0.00193528529755235,53.9425364984692
"Z85994.1",-1.79952150911517,0.000410299239751161,0.00193528529755235,3.72389980608556
"ACAD9",0.290285631148239,0.000410594354922953,0.00193588114469352,2824.67359331062
"AL449106.1",0.920516971006063,0.000410571203381205,0.00193588114469352,6.96157453039346
"PSMG3",-0.42842674714596,0.000410687730988341,0.0019360160313363,2227.70432738153
"AC138150.1",0.972432889190603,0.000411051082115203,0.0019374233596007,2.1446282408236
"TBC1D5",0.347064521395215,0.000411350778288564,0.00193853026400784,2721.5895740419
"JRK",0.457226843181385,0.000411682325799068,0.00193971905984156,954.146556254483
"LINC00601",-1.50114197107402,0.00041173281930599,0.00193971905984156,5.80568238361041
"RPN2",-0.333470403760031,0.000412283526691334,0.001942007434582,21913.3966101193
"AC084834.1",3.41535745827503,0.000412410042588449,0.00194229730471938,1.00395643702967
"FAM107B",0.574871051100009,0.000412605152159332,0.00194229814304673,2164.38665350489
"COPRS",-0.357484454887058,0.000412575038963648,0.00194229814304673,1433.76978155314
"OR9K1P",-2.21286183175921,0.000412559242579664,0.00194229814304673,4.14076328050567
"ALPP",-1.91445752842833,0.000412707327391048,0.00194247322159868,29.6804821725495
"AC011751.1",2.10078938228453,0.000414257281737115,0.00194946137683971,3.78519112943564
"CEP128",0.417301236401086,0.000414339337751779,0.00194954060822858,432.993719040706
"LIPC-AS1",-1.62713734171469,0.000414461874732817,0.00194981025488092,1.33573704669575
"AC012349.1",1.70690916109517,0.00041551981642385,0.00195447967781931,1.25725106397125
"AC011352.3",-1.41118960891172,0.000415674189092449,0.001954898184448,6.34974797280703
"AP000695.3",0.983412773164097,0.000415836097663493,0.00195535199486505,4.94927487400753
"PPP1R9B",-0.341217127124937,0.000416827431025496,0.00195970518531207,5573.8873661458
"AC046185.2",0.504898563305652,0.000417108106498773,0.00196071638928469,21.0457414101181
"ZNF609",-0.333427610820261,0.000417245151721067,0.00196105221308901,3784.10430463183
"AC009303.4",-0.515188551730403,0.000417439081988342,0.00196165524898531,44.4249927333179
"PCMTD1P3",-1.2110539003859,0.000417599249553842,0.0019620994604941,6.59237641216865
"FABP5P1",-1.14413800422911,0.000417996823952668,0.00196365881841791,77.5813133540286
"TBC1D15",0.29340929635137,0.000419212523774812,0.00196906045893725,2184.25795453295
"AC011477.2",0.888399061379112,0.000419972108078237,0.00197231834323247,11.3821732354098
"FDPSP8",1.02879103723809,0.000420607038078632,0.00197467968937435,2.03857221266668
"AP001625.2",1.11839316013417,0.000420561545525728,0.00197467968937435,2.54970200655579
"BANCR",-1.52114098258441,0.000421767173104539,0.00197981537978029,9.19466544852254
"NLRP3P1",-0.905358418338859,0.000422840872405379,0.00198454378363033,31.2015800849297
"ZNF766",0.305773042186897,0.000422993391585631,0.00198463639323147,924.586668232421
"AC100803.2",1.24625784228876,0.000422964459357535,0.00198463639323147,6.1473400290681
"AC004241.2",0.717384650554631,0.000424176821834382,0.0019898765785112,5.87804017822351
"MIS18A-AS1",0.812252293243799,0.000424283945199361,0.00199006679584172,3.54646835873609
"ARHGAP26-AS1",1.68512815985337,0.000425461732716182,0.00199527802233325,1.93980747347297
"RERE",0.30390984901346,0.000425734402124298,0.00199624356836071,4764.35903490941
"RTEL1-TNFRSF6B",0.710797487561026,0.00042638264019702,0.00199896955470033,35.1175463998147
"EBF4",0.806390565850178,0.000427271319400466,0.00200282174682746,569.6664986958
"AP000829.1",-2.21150001816132,0.000427529554223725,0.00200371800483781,3.26366378704252
"STX18-AS1",0.464521919242193,0.000427966239429064,0.00200545020050378,109.105127266716
"WASH5P",0.703089757341743,0.000428189168135795,0.00200618034700865,15.0597298411133
"AC128709.1",-1.54316068085187,0.000428421384013434,0.00200632492729588,14.0047092011202
"UBE2CP2",0.925418098239946,0.000428344922002218,0.00200632492729588,5.15756811260588
"AC090970.2",-0.870851012772281,0.000428410913683218,0.00200632492729588,39.087259264402
"MARVELD2",0.40836987847846,0.000428938813324606,0.00200811887359423,1249.04991089649
"AC104024.1",1.32936497618784,0.000428937392559603,0.00200811887359423,3.4342232302665
"AF241728.1",0.860589117470969,0.000429671680157589,0.00201123486740849,3.84373014355939
"LINC02269",-2.43496432317503,0.00043009378134834,0.00201289546141609,3.27766865343382
"IL36G",-1.28598338381792,0.000430740901717779,0.00201560849000436,2627.43280090772
"H2BC5",-0.779426689058308,0.000431263778179269,0.00201773937350676,1000.95581396558
"GINS3",0.401347530690485,0.000431369599843348,0.00201790582669999,798.043137368832
"LINC02506",-1.70977578221826,0.00043143436834068,0.00201790582669999,7.62967508082158
"COL11A1",-1.45446654483108,0.000431733703707695,0.00201898996733893,4531.50869921016
"SH3TC2-DT",-1.27414535796969,0.000431926708259305,0.00201926073870615,8.90177498146172
"CSPG4P13",-1.12044466151904,0.000431873349637401,0.00201926073870615,15.5143323585454
"NEK10",0.918140710892798,0.000432772545545865,0.00202289866011838,22.7133131745303
"PSMC2P1",-0.422028310285348,0.000433376076804824,0.00202540301561129,43.9463542138208
"AC010761.4",0.846500106262186,0.000433915994668864,0.0020276093344758,3.58556785813158
"MANF",-0.398406439844374,0.000434034879405702,0.00202784786108084,3191.42941302644
"HAGLROS",1.0155126172183,0.000434125624073285,0.0020279548608843,71.1241912289816
"SAMD4A",-0.681877458188613,0.00043422003527558,0.00202807895225901,1229.09309305432
"SLC16A5",-0.690906742198263,0.000434852572847243,0.00203071599867986,866.282986529756
"SCARA5",-1.1767063983583,0.000436045011488105,0.0020359664922528,301.963333944571
"ARRDC1-AS1",0.384018068189023,0.00043692603043008,0.00203976150267311,421.970882572385
"AL365361.1",1.18066998331316,0.000438136662364006,0.00204509386498827,100.644906350575
"RPL10P19",0.889286956013822,0.000438749798062127,0.00204763605990212,4.68612707902131
"NDUFB9",-0.469814971657876,0.000438836491792788,0.00204772095108805,6564.5615583816
"OSER1-DT",0.628967253630828,0.000439579094972771,0.00205086597579617,197.386475354323
"SUOX",0.418504325622026,0.00043979459937801,0.00205155121170529,884.456224390473
"DRD2",-1.15863286212979,0.000439912029368295,0.00205177880821923,11.2904527490475
"LINC00894",0.831857194448581,0.000440105601255747,0.0020523614091633,40.9060357521583
"CSAG3",-1.89231570480178,0.000442439899814093,0.00206273527732397,60.8111712478928
"AC137695.3",0.627430365049047,0.000442468172026003,0.00206273527732397,20.5644572638631
"SUGT1",-0.332283943435223,0.000442962071034172,0.00206471576911796,2450.03107503916
"HNRNPAB",0.323739124617529,0.00044324021657664,0.0020656901393684,8099.43128962436
"ZNF516",0.403851784415424,0.000443327125658884,0.00206577310057605,1373.76384323087
"EIF4E2",-0.303668925668415,0.00044400665456126,0.00206861703836427,3538.34197637105
"TMEM63B",-0.381540145436807,0.000444883642287189,0.00207237990264121,6025.33033165125
"OTOP3",-1.82879981279333,0.00044525336022121,0.00207377897222381,451.215288703969
"TMEM181",-0.320472727046414,0.000445521132687061,0.00207470286622241,3081.89112979746
"ALKBH8",-0.403944503487275,0.000446170608134121,0.00207708017728471,503.52414722492
"AL353147.1",-0.996842503720004,0.000446142662547348,0.00207708017728471,6.38274506233541
"ZNF274",0.424696587017967,0.000446496615401814,0.00207827418679399,1100.31763121153
"RAET1L",-1.00158966767299,0.000446828364597631,0.00207949454687099,764.918979951684
"LCA5",0.577258122019677,0.000447302879722832,0.00208040729433249,235.639515685868
"ADAP2",-0.652865438020487,0.000447194063065672,0.00208040729433249,781.318269097957
"AC087163.1",0.706112780724847,0.000447272999934727,0.00208040729433249,8.5854989072612
"AC132807.2",-3.3323018968746,0.000447151617191402,0.00208040729433249,6.71248407401587
"TWIST1",-0.782717009288486,0.000447612381721673,0.00208130968195369,605.220304815315
"PAQR9",1.70527938434304,0.000447636155000678,0.00208130968195369,3.58309639903799
"ANKHD1",0.453573652982971,0.000447706268111912,0.00208131193878713,47.8856309678028
"KLK13",-1.50198165251508,0.000448958585157669,0.00208680920969259,6611.44673763016
"SEC24D",-0.439706037446791,0.000449124103609236,0.0020872539964377,3693.83547548212
"SULT2B1",-1.10358868909688,0.000449462184674142,0.00208832333555344,2980.82602908637
"AC096541.1",-1.77672998920942,0.000449493922820515,0.00208832333555344,2.47132493226809
"DLK2",-0.838129185580929,0.000449968454580678,0.00208987834747135,974.759340905923
"GRHL3-AS1",0.870977885423171,0.000449968360611063,0.00208987834747135,9.59893719779351
"LENG9",0.483339429725079,0.000450340070986099,0.00209095455140051,325.933871159362
"AJ011931.2",-1.577430564634,0.000450287961363467,0.00209095455140051,3.46667942302543
"BLM",0.464964143749041,0.000450839770751869,0.00209269327883114,633.54453319859
"AC046130.2",0.750942430274085,0.000450854566963488,0.00209269327883114,3.95285372431962
"COPS8",-0.329603961875908,0.00045097177829398,0.00209291234230145,2522.36801607055
"AC138207.9",-0.652744877154073,0.00045159108071787,0.00209546112772719,16.1871514949232
"AC083841.1",-1.53713715162893,0.000452307066449815,0.00209845767970167,23.3269875497778
"ARPC1B",-0.562941700722707,0.000452415470054684,0.00209863488995571,55.4075087173837
"ACOXL",0.587007701591084,0.000453130852827523,0.0021016272230753,98.457343723062
"AL353763.1",0.759686793716507,0.000453246660523239,0.00210183822158868,9.11856916658909
"AP003071.1",-1.90304755862389,0.00045344390183628,0.00210242672773229,1.48577223613823
"AL139246.4",1.18879511663477,0.000454337356959843,0.00210624259836284,5.42329075521395
"FBXO30-DT",0.572749321229037,0.000455077494134441,0.00210934663586086,80.4510446125415
"PRKAB1",0.357427058377472,0.000455413340880794,0.00211027306214711,1694.14474965513
"AC022098.1",0.448904471138462,0.000455418557604408,0.00211027306214711,44.57403767366
"TRAT1",1.24133080486548,0.00045681443147265,0.00211641304798209,71.7548360402033
"LEF1-AS1",-0.852511896652658,0.000457116955690616,0.00211715835753082,13.8280423436835
"AP001469.3",0.618084236837618,0.000457061205052301,0.00211715835753082,50.6734939083458
"SERPING1",-0.773383485009763,0.000458258934418406,0.00212211867817738,12999.1148852185
"DAND5",1.10905261149429,0.000458497194091751,0.00212289314216088,7.17884920900934
"AC092683.1",1.23053267270101,0.000459429141139237,0.00212687871874463,7.37303131724698
"ZZZ3",0.258633425611463,0.000460414833649062,0.00213111183143973,2183.28142134545
"PPP2R5B",-0.414482139522192,0.000461152042744627,0.0021338632912883,1433.93694390564
"IL21R-AS1",1.16013401491671,0.000461081606857566,0.0021338632912883,2.57412724000492
"AL138756.1",0.432657996739409,0.000462568691426985,0.00213999870804284,180.763635359852
"BX322562.1",-0.635443378108552,0.000462621157880799,0.00213999870804284,31.0276427847784
"CD8A",1.10896361986374,0.000463071067652813,0.00214141713401576,880.176410598799
"POLD2P1",-1.37919959997722,0.000463021766434305,0.00214141713401576,14.6524293165563
"ELAVL3",1.55015258383141,0.000463472651604254,0.00214294269168668,3.38370794178932
"PCYT2",-0.392404349855141,0.00046389815108946,0.00214457833782341,1791.70525114474
"MAU2",0.266449799097742,0.000465809570839682,0.00215308175220964,3438.60976103888
"FENDRR",1.22107857699823,0.000466836071925667,0.00215749286672882,55.4811684171556
"DYDC2",1.55353140286441,0.000466986853754344,0.00215785608786905,10.990355397578
"VSX2",1.327008061687,0.000467156222831465,0.00215830507154222,1.44715714912194
"FABP5P2",-1.18675123954371,0.000467979700363971,0.00216177549115744,29.5302447033222
"TRBV6-6",1.24876940773756,0.000468085605629089,0.00216193061240184,9.04832005825014
"OGFR",-0.393489033453002,0.000468262089265682,0.00216241161321331,3456.75930249989
"AC122129.1",0.717719607582658,0.000468751903772732,0.0021643391886893,25.2643705906214
"ZBTB12",0.581385650387995,0.000469092150304009,0.00216557568446138,189.471297163433
"CYP21A1P",1.13894434982865,0.000469505502887222,0.00216714924217184,3.6344752112975
"GSTCD-AS1",0.842140782985456,0.000470135886575922,0.00216972393415585,2.19644373851838
"CMTR2",-0.371669168508144,0.000471447994292054,0.00217544356983299,1485.63431953051
"ZNF317",0.299549570596509,0.000471791037385901,0.00217645523483233,2077.82414989344
"KLK11",-1.13002482639503,0.000471812857009016,0.00217645523483233,5074.49956361569
"ERCC8",0.310987790221596,0.000472456037275532,0.00217908592288847,436.140439737122
"CMIP",-0.411637750804638,0.000472560700652737,0.00217923240726807,10738.8163838547
"AC078864.1",2.51627923665581,0.000472647757922073,0.00217929766771658,1.78124569528993
"HYAL1",-0.766225493634281,0.000472852057837814,0.00217990341037754,786.305966775317
"ZDHHC5",-0.30592894772119,0.000473420353957637,0.00218192648234745,12795.3126146048
"AC090579.1",0.611168551706844,0.000473436878245202,0.00218192648234745,14.254282124996
"PLCZ1",-1.7384218191579,0.000473683823966175,0.0021827280508705,3.04158657444841
"ZFPM1",-0.442722275309289,0.000473995253490913,0.0021838264669159,372.021538924009
"DRC7",1.47557723346104,0.000474152432763279,0.00218421398060717,5.8149909430407
"ZNF837",0.577393459944197,0.00047432606301074,0.00218467714568829,92.6861346697012
"PKDREJ",0.83355461379098,0.000474583468894422,0.00218552596706086,35.6120429222189
"IER3",-0.719135411698733,0.000475065441432296,0.00218740852977421,2872.64573709454
"AC097512.1",-2.16543573173069,0.000476414503113647,0.0021932823543929,10.3161757868618
"CLCC1",0.273753523526421,0.000477135939613671,0.00219617264991008,802.126382308458
"MEG3",-0.960280788135996,0.000477189260041683,0.00219617264991008,282.496486677178
"FAM215A",1.3386310594748,0.000478163453542067,0.00220031741891617,1.18979587442297
"GPCPD1",0.552387892672529,0.000478386307750176,0.00220100408053998,2506.89314464061
"EEF1AKMT3",-0.331890264733993,0.00047848561028528,0.00220112217030588,458.434458705884
"PDIA5",-0.4624582442885,0.000478603400610531,0.00220132525789352,1611.90349785976
"AC011442.1",0.977022497937304,0.000479244857850276,0.00220393650628622,2.23393360860534
"AC016737.2",1.95087731359607,0.000479600379658434,0.00220523220254575,1.50469225038874
"HECTD3",-0.317793848504949,0.000480198956497129,0.0022069660528309,3477.12483624111
"KIF18B",0.505981764426441,0.000480179053609379,0.0022069660528309,1459.64805732843
"AC002310.5",0.5836518988472,0.00048007253739909,0.0022069660528309,70.1804669185046
"ABCC1",-0.639354568358733,0.000480485641065501,0.00220794416337125,12971.8268355714
"ZNF184",0.333768089757527,0.000480697957745824,0.0022085802878786,454.650609597778
"AC069366.1",1.45758078181896,0.000481728410402085,0.00221297458794208,1.77123061570092
"AC008687.4",-0.826309164851296,0.000481858280105678,0.00221323105545773,18.5347802502308
"CDC123",-0.329544000157294,0.000482090363170707,0.00221395684988459,2587.80270587829
"SDHAF2",-0.366790120536259,0.000482463744423268,0.00221533122093707,440.51348836746
"KCNK15-AS1",-1.45937690025085,0.000484666560878379,0.00222510410655452,3.22682615233738
"AC092354.2",0.598696608157654,0.000484994231686149,0.00222626651928169,7.91627267013151
"CPAMD8",0.790425577555345,0.000485167222185679,0.00222650644544401,156.228121630237
"AC132008.2",0.522563049331205,0.000485195469878974,0.00222650644544401,575.467467596691
"SNAP25",0.92910269688485,0.000485370740731517,0.00222696886906316,44.2243731116942
"ATRN",-0.40783863677479,0.00048553129550932,0.0022273433319035,5635.97254494864
"FANCE",0.444398941698074,0.000485601381440355,0.0022273433319035,1606.32920904297
"CYP4F26P",1.12735960162531,0.000485799859506697,0.00222791184418137,54.9724903045283
"SRRM1P3",1.04036376130256,0.000486329900547764,0.00223000051958487,2.19254006466885
"NDRG1",-0.7593566095959,0.000486669212963306,0.0022310694916564,154768.066469879
"AXIN2",-0.725463904863788,0.000486712302793102,0.0022310694916564,246.199770131385
"PRIMPOL",0.373608934406349,0.00048686544483164,0.00223142929728724,317.860862551343
"BX322234.1",-0.596212005955128,0.000489116892658956,0.00224140459226759,103.816830538504
"ZC3H7A",0.206782805845056,0.000489234142549758,0.0022415982509346,1984.11477028339
"ADK",-0.432753161797172,0.000489993007223314,0.00224473118343591,3474.72027076311
"USP13",0.679304711467292,0.00049028476330376,0.002245379522702,1263.28303351022
"MSX1",-0.688507721938344,0.000490222232920984,0.002245379522702,183.565242707729
"CLK3P2",-3.29025812542541,0.000492085135477616,0.00225327954499033,2.33972889048569
"COPZ2",-0.603397014383726,0.000492164528708868,0.0022532979157858,1712.21882840728
"AKR1E2",0.91667757015515,0.000492507632910876,0.00225452345527901,99.4351559480054
"CCAR2",0.331828379541424,0.000493079804591463,0.00225645154911941,3953.76208283518
"AC005244.1",-1.01447922446589,0.000493077909150237,0.00225645154911941,3.49867974595479
"CRISPLD1",-1.02956624517484,0.000493901001719232,0.00225986357621174,508.598598333328
"AC020915.1",0.708966156860936,0.000494638323351885,0.00226254456949266,8.61726810755857
"AC015909.5",0.662044544848717,0.000494628219818173,0.00226254456949266,12.2748027511224
"XDH",-0.956181493484651,0.00049491246754031,0.00226345218477891,1897.91909418209
"CEP250",0.424230014833482,0.000495712526075697,0.00226676439183949,2700.734052012
"BAG5",-0.291391117505774,0.000496753305131338,0.00227117616962159,3858.77147243183
"EMC1-AS1",0.589079795177765,0.000498181402378503,0.00227735716162995,6.12940685980164
"CTNND1",0.41971349276764,0.000498289124167844,0.00227750129963688,1120.1753324845
"USP19",0.267625416668941,0.000498656778954534,0.0022788332726661,3065.42035929517
"APAF1",0.384201153510171,0.000498828133653279,0.002279267895317,879.305669938127
"LINC01555",-1.82931576103905,0.000498974980948002,0.00227959042190091,1.55156158748296
"TCHH",-1.60470792631935,0.000499417481191313,0.00228126334776448,930.960910735302
"LRRIQ1",1.37027738703575,0.000499648057071994,0.00228196787196273,40.1886057327073
"MIR6835",1.18311756219173,0.000500655873567999,0.00228622141348833,1.79890769523665
"DISP1",0.46515524824483,0.000500958940316116,0.00228725594072542,354.250844581402
"CLCN4",0.930654563511738,0.0005020589756961,0.00229192836003479,231.600624265863
"GLUL",0.653337121432481,0.000502711643272585,0.00229455740429136,34415.4074294353
"CC2D2A",-0.603473352031613,0.000503340092433935,0.00229707512107407,470.04819682465
"CSTF2T",0.274555654719744,0.000504448851064231,0.00230178370569562,2167.02603632702
"ST13",-0.275164299398844,0.000505070563159662,0.00230361582367,11611.0170377057
"ZC3H10",0.288354536992547,0.000505081563907841,0.00230361582367,252.386489099266
"C1QL4",-1.30533736564465,0.000504978175527258,0.00230361582367,23.7177526182076
"TRBV12-3",1.15932156818409,0.000505212485983782,0.00230386142349767,5.31065944057927
"BICC1",-0.882374237666843,0.00050530653443378,0.00230393882356537,825.944921951302
"AL592166.1",0.904247113977441,0.000505825426840662,0.00230595297531204,2.33195494316649
"FAM111A",0.437999251164887,0.000506848121030025,0.00231026289018443,2072.08675168084
