"Gene","log2FC","pvalue","padj","baseMean"
"AL136084.1",0.627994709321368,0.106609600295853,0.186579284077497,2.02029338318316
"IMPDH1P11",0.660649722583506,0.106718272886896,0.18675853949623,1.31260491548738
"DOLPP1",0.180926389699455,0.106737561784063,0.186765907871291,1784.36555355513
"KRT77",-0.812005943555545,0.106741227421154,0.186765907871291,78.3210574110879
"RPS26P58",-0.409397478574887,0.106729038375267,0.186765907871291,6.19952473740241
"B3GAT1",0.463572897077528,0.106800650971308,0.1868480076574,26.5824449659461
"MAGEA10-MAGEA5",-0.878496958346056,0.106796407834277,0.1868480076574,2.31668912230506
"CLUAP1",0.226860959243483,0.106831436926808,0.186881887087392,786.690107042513
"CDC42BPA",-0.215796406986994,0.106832519956823,0.186881887087392,2181.61816746974
"AL133485.3",0.462137624642932,0.106839431593368,0.186883041090113,2.12076016992961
"MAP3K4",-0.159754906551933,0.106904228507921,0.186985441694486,2665.45628242448
"AL033381.2",0.64337283162196,0.106949847396435,0.187054288126747,1.94026722908625
"NSA2",0.159501192568133,0.106967827209347,0.187074788845179,3268.76307856974
"UNKL",0.221436541725843,0.106995048828589,0.187109829503033,627.442561440275
"SLC35A1",-0.186717363935116,0.107006641755465,0.187109829503033,217.047399775295
"AC138028.2",0.332937674229771,0.107000554766756,0.187109829503033,8.01512366598085
"PLEK",0.448356008431197,0.107048595251169,0.187145809836285,1768.88307092347
"PRND",0.595003059623246,0.107043445941554,0.187145809836285,47.2216260412573
"ARFGAP3",0.155066704265099,0.10705046216463,0.187145809836285,2938.89721034216
"RCCD1-AS1",0.32034060596049,0.107052261554618,0.187145809836285,5.97740764836158
"TMEM54",-0.254272853305676,0.107088095114,0.187197505213316,4408.02870564717
"PEX12",-0.147442956393297,0.107102172393153,0.187200218522754,369.401121620541
"TEX264",-0.144491557452418,0.107100187266315,0.187200218522754,2034.9818287418
"LINC02847",-0.675042768887542,0.107127838578916,0.187234131485761,1.4794696738415
"BST1",-0.324892594163176,0.107154937162387,0.187259595536864,123.097618748738
"CRTC3",-0.155433217334859,0.107153714400215,0.187259595536864,2198.10457241506
"AC004895.1",0.533946626704382,0.107165776984953,0.187267590648558,2.75124102233583
"AC012213.3",-0.403591621418871,0.10717893687761,0.187279638811335,4.8050895671248
"DBF4",0.194106861502282,0.107205585468939,0.187315253731444,1038.21445826991
"BCO1",-0.614825823731268,0.107239428219867,0.187352483246538,51.1802756823126
"ZSWIM7",-0.171150006032868,0.107233296187593,0.187352483246538,515.327373760106
"AC093599.2",-0.354260981510626,0.107255926372766,0.187370355393298,30.4393097416411
"AL078581.2",-0.225896760546073,0.107264449549539,0.187374294409468,12.9434877406019
"FAT1",-0.323361118300374,0.107296476041281,0.187419287198385,23621.0028517017
"TRIP12",-0.156368350753981,0.107369731645499,0.187536287153632,12086.6425980475
"AC011997.1",0.412656816700018,0.107381534331889,0.187545943572821,8.3999515111942
"FRAS1",-0.501966662778888,0.107397876505091,0.187563526787228,847.379067030389
"OTOA",0.415087357888526,0.107424038377567,0.1875982564224,9.16332539484562
"CFL1P2",-0.397150476105379,0.107446296016118,0.187626164301542,5.57909210580523
"RPL21P89",0.306497026839654,0.107481127237349,0.187676024030541,7.12732801883738
"VBP1",0.147504849131689,0.107488940111987,0.187678703144131,2667.81337948485
"CNNM1",-0.693696646078241,0.10750217611589,0.187690850327446,171.104057971638
"ADGRL4",-0.286876495668677,0.107587713470736,0.187829221531787,786.188524488199
"PTGR2",0.258534225959081,0.107629362091178,0.187890959039274,38.0884972569603
"PPID",-0.136714386439079,0.107661257425352,0.187935663802769,1381.02926916811
"ZFY",0.858082086646553,0.107676842089127,0.187949694881463,549.650916764209
"PIGW",-0.167137192490812,0.107681870551985,0.187949694881463,783.497800099057
"FAM86B1",0.423339463478443,0.107718657663689,0.187989179968173,36.436765327522
"LINC01169",-1.08543938050999,0.107723359550209,0.187989179968173,8.54475854888786
"AC092849.2",-0.645034973423081,0.107711189052196,0.187989179968173,2.13828147209168
"CHST12",-0.1657797066528,0.107757403881219,0.188037613357699,1268.95387998708
"AC079684.1",0.334890228657651,0.107778278535206,0.188063061232524,8.80383896304374
"RNF25",-0.148436309610164,0.107796972755308,0.188084701704511,1117.26726543032
"LINC01587",-0.626323694582506,0.107811236327939,0.188087631394581,4.59593226025716
"AC022217.3",0.37700079992082,0.107807191785866,0.188087631394581,4.18525736415216
"WHAMM",0.130588024460179,0.107902280681275,0.18823548141959,894.68804293861
"AP003721.2",-0.535043439379209,0.107910605493508,0.188239018406393,3.25191877060285
"LAMTOR2",-0.152795629546816,0.108001850946231,0.18838719311926,1872.13021595855
"HNRNPKP1",0.177827217136705,0.108011642264453,0.188393278712162,45.7099948193957
"CSNK2A1",-0.138706652846258,0.108025362510299,0.188406216007809,7170.65010654967
"MDH1",0.130977619884461,0.108068113456827,0.188469781064847,7006.00466615002
"CELSR1",-0.221187301035743,0.108140624243481,0.188585236560652,13601.7839383987
"AC104564.3",0.376972219145603,0.108213434497792,0.188701200793839,4.80372873747647
"RNU6-574P",-0.373074978927144,0.108224591823647,0.188709648182492,3.17671183658471
"CPLX1",0.363813295270144,0.108238449336512,0.188722802587904,84.0042978462259
"SYPL1",-0.166799554282927,0.108301539212377,0.188821791200721,10958.1399645905
"SDCBP2",-0.386885638997901,0.108328380941129,0.188853708546257,2197.90848881785
"AC020910.6",0.200413404177461,0.108332481615237,0.188853708546257,61.6602069891843
"DGKE",0.245673618985339,0.108358787774258,0.188877537124503,402.465608566069
"IGLV1-40",0.703382738920171,0.108356805042774,0.188877537124503,3596.608824006
"GTF3C2",-0.117250375470618,0.108389504387419,0.188920062107797,3258.49247441542
"BCAR3-AS1",0.490473393163942,0.108487599136632,0.189080013608081,4.82431814463532
"AC087500.2",0.501163613499248,0.108505296637946,0.189099832503585,2.71642069513031
"SLC35G3",0.92571728169666,0.108528604213997,0.189129425591138,12.1301103553609
"SAMD12",0.525854390125474,0.108544443632025,0.189146001460214,1285.13314920153
"AL158825.2",0.36623230039336,0.108603069376576,0.189237129105485,7.90715048936034
"MOCS3",-0.151360669928337,0.108646870418617,0.189302416096602,863.834133706424
"GLO1",-0.20757060569562,0.108691971895944,0.189369961176986,8907.60037336407
"AC117394.2",0.306564003241395,0.108804869852514,0.189555610772314,9.57299337261154
"AC002511.1",0.638643948359482,0.108837834185228,0.189601989595247,7.91008416202767
"AC100774.1",0.487746697882127,0.108852834256802,0.189617070023562,1.98511095726707
"TSPAN1",0.578462305386649,0.10905920750232,0.189965493308044,3143.70047254458
"MROH9",0.608759672797851,0.109085633668664,0.190000452256364,2.58401990832875
"PSENEN",-0.256121125088163,0.109157413394148,0.190111611975644,648.069997795184
"OSGEPL1-AS1",0.365406580581935,0.109162174091729,0.190111611975644,4.97109506515468
"FAM20C",-0.275393014652033,0.109192586439255,0.190153498039161,3069.37007529997
"RUFY3",0.163167546117938,0.109215724559942,0.190182712253629,1333.03295582452
"FAM72D",0.298135916678496,0.109238113266957,0.190210618149698,37.3002807124157
"RGS3",-0.199283176773096,0.10926450666447,0.190245493546968,2710.91207611204
"AL513164.1",-0.897259521909786,0.109326299604599,0.190341997075,1.56868533163472
"GABRE",0.425554366124273,0.109370285925593,0.190407489044137,1473.10902877633
"ABRA",0.926499188496986,0.109382140977817,0.190417037919102,31.9592898939212
"EIF4ENIF1",0.104671626310819,0.109400223975852,0.190437426920927,1242.3615191817
"SORL1",-0.32864093198958,0.109465899858651,0.190537014652889,7368.47151142589
"LINC01747",-0.607895775684134,0.109470182311278,0.190537014652889,3.57681665914704
"CACNG8",-0.555855067291318,0.109493909437603,0.190567216355682,17.9940988897176
"TSSC4",-0.139274586012136,0.109593024103151,0.19071751042041,2086.07397405584
"RPL14P3",0.350219284772942,0.109587645786228,0.19071751042041,5.4090701735432
"FHOD3",0.395334651225982,0.10960986305085,0.190735709996274,1068.87950166015
"MAILR",0.298771354113514,0.109616960775196,0.190736957418485,78.4461770418208
"MPO",0.455313778904929,0.10963106398951,0.190750393758698,17.2323968150624
"RNF113A",-0.140608073345075,0.109639968997087,0.190754784544608,723.904306593255
"AC005618.4",0.382866064396588,0.109733125038872,0.190905748670816,5.54488983613347
"SPATA21",-0.896335026993513,0.109745181429739,0.190915612133956,7.55004033619816
"HDGFL2",0.131135724198524,0.109839568277153,0.191068690348036,3237.08833853918
"BIRC6-AS2",0.444111602429144,0.109854138721754,0.191082916186829,1.98983827439125
"KIAA1671",0.230885381471214,0.109897429226785,0.191147093823289,7284.00509248266
"PREX1",0.312096043953978,0.109917495151016,0.191148627904717,2024.12848396206
"PDZK1IP1",-0.494462257697812,0.109911402418105,0.191148627904717,6461.69958789812
"BTBD10P2",-0.359284206264361,0.109905337069352,0.191148627904717,4.22721808067455
"AC132192.1",0.43317621334072,0.109951788711017,0.191197141835354,3.4233738660289
"LINC02302",1.37661822891259,0.109963213247553,0.191205885079161,5.80324410573777
"CDRT15",0.496204559870283,0.10999467320628,0.191249463208592,4.12298141756706
"ZNF451-AS1",0.243766404991502,0.110082081980449,0.191390309693456,15.0576306913014
"MC4R",0.767985206716817,0.110127622577461,0.191447216870338,2.66672711860926
"DAZAP2",0.10305182515639,0.110121878265461,0.191447216870338,14010.2903674254
"RPS5P2",0.559102915985575,0.110162472962324,0.191496664444625,1.93132890124231
"MOB1B",-0.149482325178568,0.110191713325829,0.191536354872111,1467.10151808315
"LRRIQ4",0.584293590342899,0.110258278920487,0.191640916007164,3.61990939761109
"KBTBD13",0.802296907875486,0.110307098246499,0.191714621825941,3.17360577311636
"PLXNB3",-0.295236694390545,0.110320322614012,0.191726458347562,778.95985261003
"HNRNPA1P10",0.285239545047055,0.110336119256977,0.191742763608485,34.2113894864321
"RABGGTA",-0.210046090155113,0.110357324230038,0.191768465055475,2580.27931919803
"TEPP",0.596064538008323,0.110369889837361,0.19176880880067,30.0623134399773
"AC010210.1",0.430323009170469,0.110370352823723,0.19176880880067,11.969163285776
"TBC1D2B",-0.187655864313919,0.110393205393576,0.191797366790163,3007.35557410344
"OR7E12P",-0.947186548009963,0.110430919584097,0.1918517405677,2.63078811326045
"KLC4",0.174771992400978,0.110533394037209,0.192018609551941,733.165899405991
"AC103706.1",-0.384286320403128,0.110588060314662,0.192102411606571,13.306451364236
"WIPI1",-0.243301519979371,0.110595639380458,0.192104413525518,1353.26208252196
"HSP90AA4P",-0.442524145784854,0.110619826157337,0.192135261097915,4.58016670657674
