"Gene","Ensembl_ID","Direction","BaseMean","log2FC","Pvalue","FDR"
"STAG3","ENSG00000066923.17","Upregulated",341.972657919851,4.81591442213581,3.3748105804605e-93,1.00879837871125e-88
"AC019171.1","ENSG00000269210.2","Upregulated",6.46907608710158,5.42886941048667,9.60652610060146e-85,1.43579139099589e-80
"ZFR2","ENSG00000105278.12","Upregulated",82.5778804449371,6.88219740437133,2.41443203043086e-83,2.40574007512131e-79
"SMC1B","ENSG00000077935.17","Upregulated",185.45548092667,6.17409763833455,4.65638781626038e-83,3.47971861509138e-79
"TAF7L","ENSG00000102387.16","Upregulated",62.9523673041094,5.73173316387896,1.58153387395566e-80,9.45504211205653e-77
"SYCP2","ENSG00000196074.13","Upregulated",425.076360860716,4.98032613649697,3.49171865699179e-69,1.73957423491331e-65
"RAD9B","ENSG00000151164.19","Upregulated",48.25427641361,2.76487377815515,1.26445735822418e-68,5.39959419314817e-65
"TDRD10","ENSG00000163239.12","Upregulated",56.031396490043,4.79596950240545,3.44694355375891e-67,1.28795045886202e-63
"ABCA17P","ENSG00000238098.9","Upregulated",67.2879784403898,5.03047814440413,7.97529558702979e-57,2.64886150763883e-53
"C8G","ENSG00000176919.13","Upregulated",62.157595167448,4.16713290283543,6.51158419118684e-56,1.94644274642957e-52
"GRIN2C","ENSG00000161509.14","Upregulated",60.1306723323415,3.03015790240007,5.71705314155771e-54,1.55358320461312e-50
"GBX1","ENSG00000164900.4","Upregulated",10.8724898886633,6.67898518102753,4.38531058315804e-53,1.09238086626467e-49
"PRDM15","ENSG00000141956.14","Upregulated",724.849813448101,1.25926404910203,6.63463761821643e-53,1.52555836679789e-49
"UPB1","ENSG00000100024.15","Upregulated",46.321016013335,4.80398160241449,3.83338833953749e-52,8.18483173181819e-49
"NEFH","ENSG00000100285.10","Upregulated",318.011863119977,5.10779634567504,5.56451306219563e-50,1.10889616303435e-46
"CNTD1","ENSG00000176563.10","Upregulated",34.0546189625723,2.98345016710269,1.35042401931689e-47,2.52292967408879e-44
"RPA2","ENSG00000117748.10","Upregulated",2623.73047316617,1.21328585178903,2.2401098549386e-46,3.93890375198968e-43
"TDRD9","ENSG00000156414.19","Upregulated",107.017925781954,4.62293184829603,8.02484082959016e-45,1.33265856710061e-41
"SHCBP1L","ENSG00000157060.16","Upregulated",13.6533149878423,6.82114193896112,1.50236841816657e-44,2.36362088188605e-41
"SOX30","ENSG00000039600.11","Upregulated",82.8782550875023,4.129957647492,2.22052719640849e-44,3.31879994775213e-41
"MAJIN","ENSG00000168070.12","Upregulated",12.4776475431286,4.87665957511271,4.90344261449515e-44,6.97970031583281e-41
"RORB","ENSG00000198963.11","Upregulated",273.161309781875,4.75955310247513,2.4611616017593e-43,3.3440473908995e-40
"FOXRED2","ENSG00000100350.15","Upregulated",2763.41905708115,1.92209993664097,1.70502845141073e-41,2.21594393345955e-38
"ZNF541","ENSG00000118156.12","Upregulated",138.995461321109,4.82079485482433,9.24170281578094e-41,1.15105408570552e-37
"C19orf57","ENSG00000132016.11","Upregulated",274.054081683243,2.27220815489637,5.31048930467358e-39,6.34964585181211e-36
"SYCE2","ENSG00000161860.8","Upregulated",22.0077571777779,2.69511097086976,1.55755557576337e-38,1.79070966425841e-35
"KLHL35","ENSG00000149243.16","Upregulated",120.959603572823,3.31641851352328,2.35295825360769e-37,2.60498622654967e-34
"KEL","ENSG00000197993.9","Upregulated",112.19182449938,5.32108288264536,9.82501171897446e-37,1.04889017965566e-33
"RIBC2","ENSG00000128408.9","Upregulated",168.855677436109,2.70361389951297,1.19595138733658e-35,1.23273720242293e-32
"CEACAMP5","ENSG00000231561.2","Upregulated",2.9092679287724,4.93209563150124,1.75286827791275e-35,1.74655795211226e-32
"BTNL9","ENSG00000165810.17","Upregulated",324.077674603252,4.41081600403917,2.08012350533435e-35,2.00577586520821e-32
"MEI1","ENSG00000167077.13","Upregulated",356.291490472699,3.33071242851746,1.03026154517542e-34,9.62393065886986e-32
"C1QTNF4","ENSG00000172247.4","Upregulated",12.9526013292657,3.93853121900495,2.75802716503543e-34,2.49827115203754e-31
"ARHGEF33","ENSG00000214694.12","Upregulated",25.6099648980538,3.11567359762198,2.42313770588217e-33,2.13036565600676e-30
"DHFR","ENSG00000228716.7","Upregulated",938.351885660337,1.56294883183619,5.37404673576087e-33,4.58974300072468e-30
"MIR9-3HG","ENSG00000255571.9","Upregulated",486.954279522779,3.4971040431764,1.32075735363134e-32,1.09666885596522e-29
"LIG1","ENSG00000105486.14","Upregulated",2285.05896201863,1.25162435137388,1.67005803668972e-32,1.34922634683051e-29
"ADORA2A-AS1","ENSG00000178803.12","Upregulated",16.247447874318,3.45849559958297,2.37759246457953e-31,1.87028931450556e-28
"AC069499.1","ENSG00000241634.1","Upregulated",21.7816586550855,2.33160518235824,2.72129313049768e-31,2.08576651940606e-28
"CDKN2C","ENSG00000123080.12","Upregulated",1272.9336619685,2.10899052862732,7.66394080225819e-31,5.72726296152755e-28
"SYNGR3","ENSG00000127561.15","Upregulated",249.940453463865,2.92304334226153,1.00069680579687e-30,7.29581193143417e-28
"LINC01305","ENSG00000231453.1","Upregulated",45.5360635347517,4.63080348579474,8.80503985494829e-30,6.26667265105034e-27
"DDX25","ENSG00000109832.14","Upregulated",10.6593645523592,4.04437526895416,1.0855401093793e-29,7.54627091850372e-27
"LINC02700","ENSG00000255666.7","Downregulated",52.1241326958606,-5.79137199603841,1.761879740226e-29,1.19695702715535e-26
"ZNF620","ENSG00000177842.12","Upregulated",65.2261930898245,1.9132826512437,3.28105753348434e-29,2.1794971509092e-26
"CYB5RL","ENSG00000215883.10","Upregulated",234.716850267567,1.45559706458991,7.81445948595535e-29,5.07803962943864e-26
"IL17REL","ENSG00000188263.10","Upregulated",145.103453767247,5.37363927144675,1.20874084150584e-28,7.68759175197711e-26
"AL021391.1","ENSG00000232363.1","Upregulated",3.9961619035294,3.26753857093915,1.39540753491879e-28,8.68990042370679e-26
"IL17RB","ENSG00000056736.10","Upregulated",132.320586918361,1.88591775530772,1.66361285761567e-28,1.01487174571118e-25
"ZPBP2","ENSG00000186075.13","Upregulated",9.50546900133746,6.0648813374262,2.57425373681267e-28,1.53899185401609e-25
"AJM1","ENSG00000232434.2","Upregulated",183.239367246911,1.86093872645747,3.13353899810773e-28,1.83662250453796e-25
"ZNF180","ENSG00000167384.10","Upregulated",438.947072913944,1.15817509041847,8.6654613543716e-28,4.981307130863e-25
"A3GALT2","ENSG00000184389.9","Upregulated",2.70124996374694,2.90564166489528,1.43868970201928e-27,8.11420991938874e-25
"AC104534.1","ENSG00000268756.1","Upregulated",8.24036935456994,2.82217383672638,1.74087755830235e-27,9.63672443940259e-25
"KASH5","ENSG00000161609.10","Upregulated",20.9096080011305,5.14949657560259,2.31736909588641e-27,1.25946903662248e-24
"GPR137C","ENSG00000180998.12","Upregulated",63.7026002304208,1.97028933619883,2.98678352753226e-27,1.59430237866061e-24
"AC016876.1","ENSG00000233223.3","Upregulated",244.566977357572,1.60160211296335,4.59870404182745e-27,2.41165721435625e-24
"AC104794.3","ENSG00000260077.1","Upregulated",121.247870304312,1.6889746757774,9.54112618716489e-27,4.91729903425401e-24
"TCAM1P","ENSG00000240280.7","Upregulated",81.7319937844825,4.43760101971255,1.5427191031979e-26,7.81609481911725e-24
"SLC35F3","ENSG00000183780.13","Downregulated",238.088376766671,-3.27579446872427,1.66439754205938e-26,8.29202855453983e-24
"CPEB1","ENSG00000214575.9","Upregulated",33.8379192460431,2.89679794587132,2.19338494896589e-26,1.07483053925391e-23
"SLFN13","ENSG00000154760.14","Upregulated",992.780598248494,2.3411907023359,2.70940490525366e-26,1.3062827649652e-23
"FANCL","ENSG00000115392.12","Upregulated",602.421901525459,1.04838013000258,3.12994029528975e-26,1.46187773916877e-23
"PARM1","ENSG00000169116.11","Upregulated",1722.12658188651,2.92289562908949,4.52345583888995e-26,2.08023295286305e-23
"SLF1","ENSG00000133302.13","Upregulated",455.26328490101,1.05036994227251,4.98408286832856e-26,2.25733644091026e-23
"ABCA3","ENSG00000167972.14","Upregulated",1249.15617203038,3.3236370461087,1.14808922083699e-25,5.12219149093424e-23
"SHOC1","ENSG00000165181.16","Upregulated",111.636997072588,1.91270714936393,1.28571276613161e-25,5.65184205958913e-23
"RFPL1S","ENSG00000225465.9","Upregulated",20.4387886827217,3.2948697666186,3.25793844265933e-25,1.41139559315902e-22
"E2F8","ENSG00000129173.13","Upregulated",549.062325044175,1.35997003710522,4.61370957308961e-25,1.97018580798278e-22
"LIPE","ENSG00000079435.10","Upregulated",341.7780615455,1.93825626445509,6.73891800467964e-25,2.83717939430822e-22
"FKBP9","ENSG00000122642.11","Downregulated",10108.7551319502,-1.20672391034671,7.09902885178969e-25,2.90690644435202e-22
"SLC3A2","ENSG00000168003.17","Downregulated",24407.7568929223,-1.39065463208317,7.03621486375429e-25,2.90690644435202e-22
"CLGN","ENSG00000153132.13","Upregulated",149.831371635808,4.01616217912741,1.08660276108327e-24,4.38928780193257e-22
"INPP5F","ENSG00000198825.15","Upregulated",1482.65964936147,1.03197030758901,1.1505873497885e-24,4.58578094131707e-22
"CRB2","ENSG00000148204.12","Upregulated",100.186124966655,4.32635926115205,2.08917677872744e-24,8.21706214075271e-22
"YPEL1","ENSG00000100027.17","Upregulated",61.1116829902681,2.22349702926671,2.13243567577623e-24,8.27828145718223e-22
"ACBD7","ENSG00000176244.7","Upregulated",108.279511179575,2.87849756854717,2.5201985496031e-24,9.53592089173873e-22
"MEIOC","ENSG00000180336.18","Upregulated",23.9107626556534,2.00158214923265,3.05892700567946e-24,1.14296807567213e-21
"FOLR3","ENSG00000110203.9","Downregulated",162.650834455243,-4.08511243470133,3.45021677251669e-24,1.24836045077267e-21
"AL033397.1","ENSG00000231683.6","Downregulated",398.402321865951,-6.88758263038524,3.4662758401623e-24,1.24836045077267e-21
"MCM5","ENSG00000100297.16","Upregulated",7079.90436902189,1.09825507856165,4.0890802862087e-24,1.4551284275637e-21
"RDH12","ENSG00000139988.10","Downregulated",679.651368354912,-4.0800081614196,4.22494137593014e-24,1.48578761893299e-21
"TRAF2","ENSG00000127191.18","Upregulated",2002.76949731877,1.22699621926456,5.22576356189719e-24,1.81637819060734e-21
"CCNE2","ENSG00000175305.17","Upregulated",277.739169122336,1.54326066287722,5.71592627146596e-24,1.96391342651334e-21
"CHPF","ENSG00000123989.14","Downregulated",10601.5137260564,-1.58184480946815,6.62248681447768e-24,2.2495383620269e-21
"MCM2","ENSG00000073111.14","Upregulated",4614.12971098284,1.43796893050333,1.02975605167951e-23,3.4585918985173e-21
"COL4A4","ENSG00000081052.13","Upregulated",338.763491058077,3.12072150581823,1.29752966560598e-23,4.309528529366e-21
"GPAT2","ENSG00000186281.12","Upregulated",109.598691581064,3.18079954308935,1.40867360569274e-23,4.62726059575466e-21
"CENPK","ENSG00000123219.13","Upregulated",434.206433871988,1.46755074111002,2.60071870346269e-23,8.450074291729e-21
"FAM81A","ENSG00000157470.12","Upregulated",113.474013927555,2.16881569019478,2.69241088527725e-23,8.65392969706534e-21
"LMNB1","ENSG00000113368.12","Upregulated",3926.76831860892,1.23088763144174,3.09419435495145e-23,9.83953804874563e-21
"MGAT3","ENSG00000128268.12","Upregulated",653.13809031232,3.13118796534701,4.16172922201049e-23,1.3094990516246e-20
"ZNF367","ENSG00000165244.7","Upregulated",820.096436199986,1.58152614149418,5.03431996676758e-23,1.56756137965226e-20
"AL831711.1","ENSG00000283317.1","Upregulated",18.2529578074716,2.67353443530696,6.47618753349931e-23,1.97536936480981e-20
"IGFL2","ENSG00000204866.8","Downregulated",659.217296411448,-3.65210433407876,8.11131046340389e-23,2.44912416537443e-20
"EFNB3","ENSG00000108947.5","Downregulated",281.2669223313,-2.50511465081107,1.06159098671882e-22,3.17330777749991e-20
"GCK","ENSG00000106633.17","Upregulated",45.1902472638493,3.07762242738459,1.32131070261178e-22,3.91055638836349e-20
"KLK5","ENSG00000167754.13","Downregulated",6251.36062164462,-4.22609300878032,1.56970203186217e-22,4.60015030749255e-20
"RAMP2-AS1","ENSG00000197291.9","Upregulated",34.2925543933331,2.5254249873818,1.96337438416117e-22,5.69797932925686e-20
"LGI2","ENSG00000153012.12","Upregulated",330.428967798515,3.16679576865307,2.39795535426081e-22,6.8922770624581e-20
"TXNDC16","ENSG00000087301.9","Upregulated",517.064928208249,1.32203094050564,2.79186863756895e-22,7.94805117278201e-20
"WNK3","ENSG00000196632.10","Upregulated",80.9269016998048,2.87794884451937,2.97170954814984e-22,8.38022092578254e-20
"E2F1","ENSG00000101412.13","Upregulated",1263.17404174398,1.52861244196409,3.58143726790025e-22,1.00052638142125e-19
"C14orf39","ENSG00000179008.9","Upregulated",12.0439717526914,3.53751548349618,4.29523113196174e-22,1.1888245277463e-19
"VCAM1","ENSG00000162692.12","Upregulated",2820.02970621726,3.08586973729874,4.42263589639441e-22,1.2128571762846e-19
"SIM2","ENSG00000159263.16","Upregulated",403.615756814592,3.31525636071939,4.68998528628447e-22,1.27448218343287e-19
"TCIM","ENSG00000176907.5","Upregulated",1182.44370556525,2.69970833329834,5.36732575178353e-22,1.43283451662142e-19
"AL121929.2","ENSG00000273108.1","Upregulated",23.8086691542148,2.52957322666139,5.36857573469823e-22,1.43283451662142e-19
"CDC7","ENSG00000097046.13","Upregulated",651.092635313467,1.20350191162178,6.89677743437487e-22,1.8084076409503e-19
"GRIN2A","ENSG00000183454.18","Upregulated",212.703591984202,4.11225825970252,7.37046329327516e-22,1.91580772837027e-19
"SLC7A5","ENSG00000103257.9","Downregulated",43735.2077178517,-1.91157070423562,7.63007686449807e-22,1.96619187615152e-19
"TCHHL1","ENSG00000182898.4","Downregulated",50.4218633750101,-4.46898091177456,9.9931153077616e-22,2.55311284427017e-19
"WDR76","ENSG00000092470.12","Upregulated",1081.67362212024,1.32883671803977,1.07832537275479e-21,2.73163576630393e-19
"PAX1","ENSG00000125813.13","Upregulated",581.465570324861,4.69687301106769,1.13375916892129e-21,2.84792681322649e-19
"MYO3A","ENSG00000095777.17","Upregulated",219.383801120262,4.42000102849216,1.16664106002664e-21,2.90610288052637e-19
"TBR1","ENSG00000136535.15","Upregulated",5.16513547568048,4.96269641428441,1.19602280879382e-21,2.95467056202189e-19
"ACTN1","ENSG00000072110.15","Downregulated",34043.2248362822,-1.54593188583736,1.56239498860203e-21,3.70659611105492e-19
"MMP17","ENSG00000198598.6","Downregulated",444.502581667578,-1.76911995849444,1.57721295213525e-21,3.7122873673407e-19
"DSCAML1","ENSG00000177103.15","Upregulated",25.5515451871533,3.09802863049876,1.85616930024992e-21,4.30382444611536e-19
"LUARIS","ENSG00000231638.1","Downregulated",58.2050681967468,-3.05593600339864,1.85733090308069e-21,4.30382444611536e-19
"CBFA2T2","ENSG00000078699.22","Upregulated",2096.83720780846,1.11503871872277,2.56887735019163e-21,5.90683705784062e-19
"AC007191.1","ENSG00000279407.1","Upregulated",36.6234355855159,1.72822766674999,2.82591821170121e-21,6.44827077741774e-19
"BARD1","ENSG00000138376.11","Upregulated",768.52775180852,1.13177913663352,3.78805430643425e-21,8.57822116120701e-19
"CES1","ENSG00000198848.13","Downregulated",4978.2531473209,-5.13813239066247,4.03509092355427e-21,9.06894269826196e-19
"BRIP1","ENSG00000136492.9","Upregulated",780.004078499224,1.26297009413614,4.21344924052643e-21,9.39913617147881e-19
"IGFL3","ENSG00000188624.3","Downregulated",168.392695170375,-4.75726005325755,4.43946981924183e-21,9.82997272865014e-19
"MUCL1","ENSG00000172551.11","Downregulated",412.951499713356,-4.65655862758979,4.50321583952338e-21,9.897803520223e-19
"CDH7","ENSG00000081138.14","Upregulated",10.5953574274112,5.33821159164823,4.78294849335723e-21,1.04359048440463e-18
"MYO5A","ENSG00000197535.15","Downregulated",5826.39602545503,-1.38326136847394,4.99180405005044e-21,1.08126816423267e-18
"LINC02454","ENSG00000256268.2","Downregulated",48.5515547952138,-3.23546628308934,5.43001912706139e-21,1.16772756651884e-18
"HELLS","ENSG00000119969.15","Upregulated",1274.90649098193,1.28526092614106,6.02451362170338e-21,1.28631972271398e-18
"ARHGAP26","ENSG00000145819.18","Upregulated",1510.91089414246,1.65820196886484,1.0555221466351e-20,2.22194845121242e-18
"SPRR4","ENSG00000184148.4","Downregulated",622.307957506074,-4.09143082978589,1.09959157511006e-20,2.28466433902798e-18
"COL4A6","ENSG00000197565.16","Downregulated",2862.10418321393,-2.7682840297509,1.10060104650083e-20,2.28466433902798e-18
"TMPO","ENSG00000120802.14","Upregulated",6276.48505274852,1.06230327178626,1.2375381191456e-20,2.55120616948278e-18
"RORB-AS1","ENSG00000224825.2","Upregulated",2.92071883588769,4.75484038024049,1.3145769964948e-20,2.69146134104265e-18
"PIDD1","ENSG00000177595.18","Upregulated",759.975536135269,1.11697266556566,1.38822504026863e-20,2.80383938538581e-18
"AC046185.3","ENSG00000279369.1","Upregulated",109.037999653686,1.81112326501671,1.38546816163044e-20,2.80383938538581e-18
"AL807752.1","ENSG00000213590.2","Upregulated",10.6750969039182,1.90754812118836,1.44111055855834e-20,2.89111924942456e-18
"ENPP6","ENSG00000164303.11","Upregulated",74.4093701997267,3.72018543106731,1.49726364715719e-20,2.98374699605484e-18
"TMEM178B","ENSG00000261115.6","Upregulated",624.15957132974,3.58759636741353,1.98132931115598e-20,3.92224475291884e-18
"REXO5","ENSG00000005189.20","Upregulated",223.143382885496,1.32652480345806,2.47098662459381e-20,4.85939027515515e-18
"COLCA1","ENSG00000196167.10","Upregulated",694.026329166842,4.4610515596964,2.53731189081745e-20,4.95721091766767e-18
"CTSE","ENSG00000196188.12","Upregulated",64.1121543152866,3.96171459459825,2.64503304204863e-20,5.1341121878518e-18
"AC055736.1","ENSG00000257500.1","Downregulated",18.7632649289528,-4.44771938613712,2.89214567020783e-20,5.57754957250662e-18
"HMGN2P15","ENSG00000214578.5","Upregulated",11.1364173625026,2.24741400721955,2.94196859015402e-20,5.63726442928744e-18
"MXD3","ENSG00000213347.10","Upregulated",323.309906715687,1.45610492920101,2.98095714008446e-20,5.67559049881558e-18
"MAMDC4","ENSG00000177943.14","Upregulated",163.319119961888,2.17150766863705,3.09649452941655e-20,5.85825408058984e-18
"CDA","ENSG00000158825.6","Downregulated",2192.40332222155,-3.0837284415709,3.23770762929715e-20,6.08689034307865e-18
"MMP13","ENSG00000137745.12","Downregulated",14531.5551251431,-4.38273203112599,3.73972735576266e-20,6.9433496967986e-18
"UBXN11","ENSG00000158062.20","Upregulated",579.959104077825,1.25040908789929,3.78477895834426e-20,6.98361806313744e-18
"GCSAM","ENSG00000174500.13","Upregulated",229.223978059853,1.53578497811279,4.05760742322421e-20,7.44110436165754e-18
"ASF1B","ENSG00000105011.9","Upregulated",2151.72006994612,1.23746644048741,4.43464317489292e-20,8.08294840145726e-18
"INHBA","ENSG00000122641.11","Downregulated",9212.94953485273,-2.46781933511402,4.80166929603883e-20,8.69887870286017e-18
"CRIM1-DT","ENSG00000260025.1","Downregulated",45.0404883471918,-1.58287973060942,5.43456031013193e-20,9.7275375323631e-18
"C6orf15","ENSG00000204542.3","Downregulated",615.279783050776,-4.74636359546923,6.7245458248815e-20,1.19648883212713e-17
"AC093512.2","ENSG00000285043.2","Upregulated",37.1363731494535,1.39792893193459,7.2562712260996e-20,1.27590858523864e-17
"CBX7","ENSG00000100307.13","Upregulated",902.042476430935,1.56390426788987,9.23236172123147e-20,1.60449858471541e-17
"AL162595.1","ENSG00000177788.6","Upregulated",420.194212222634,1.60616145707061,9.92927767941003e-20,1.71564143579725e-17
"ZBTB8B","ENSG00000273274.2","Upregulated",6.65127138177279,3.49275379010977,1.28686197351744e-19,2.21074012140134e-17
"HMGA2","ENSG00000149948.14","Downregulated",2736.53195250856,-3.1355976053588,1.65747788590289e-19,2.83116165516624e-17
"MAGI3","ENSG00000081026.19","Upregulated",1191.94950212476,1.13118674714286,1.91083241311194e-19,3.24537514163308e-17
"TMEM158","ENSG00000249992.2","Downregulated",676.170829166468,-1.94691561853908,2.0247758737564e-19,3.41946895018793e-17
"RUNDC3A-AS1","ENSG00000267750.6","Downregulated",45.2696525322049,-2.56367999598465,2.08406474659474e-19,3.49982378680955e-17
"ARHGAP4","ENSG00000089820.16","Upregulated",1307.97153422289,1.82123469487521,2.21812631765521e-19,3.70414703281283e-17
"CUL9","ENSG00000112659.14","Upregulated",1636.49589832311,1.21590475563972,2.25159914946139e-19,3.73915565420555e-17
"XKR4","ENSG00000206579.9","Upregulated",74.118641582364,4.47332500962862,2.39048879887517e-19,3.94787244066169e-17
"CT69","ENSG00000231971.6","Downregulated",275.51730624093,-3.239673504831,2.74948072016474e-19,4.51579547731673e-17
"MAP7D2","ENSG00000184368.16","Upregulated",336.292457192656,3.8465860621703,3.54751986403823e-19,5.76317737912124e-17
"CENPH","ENSG00000153044.10","Upregulated",785.379811075834,1.21146663017712,4.17152297897714e-19,6.74027918311269e-17
"TMPO-AS1","ENSG00000257167.2","Upregulated",194.572945934306,1.35924153542066,5.77498233674521e-19,9.23132470641646e-17
"PKDCC","ENSG00000162878.13","Upregulated",409.125118634467,3.15514121618929,5.90321944182143e-19,9.38611891249608e-17
"ARNT2","ENSG00000172379.21","Upregulated",855.936028307219,2.58601547328217,6.55186904944819e-19,1.03623528902701e-16
"SLC4A3","ENSG00000114923.17","Downregulated",526.638445933467,-1.62921076618529,6.68291933377835e-19,1.05139907750159e-16
"ERO1B","ENSG00000086619.14","Upregulated",512.714598969582,1.68878662108926,7.91122945424577e-19,1.23812811961421e-16
"AL513327.1","ENSG00000225313.5","Upregulated",43.9721329825552,1.43477713218446,7.96134675168651e-19,1.23948217240319e-16
"NEURL1B","ENSG00000214357.9","Upregulated",2901.55981564849,1.35772894982628,9.35070101924753e-19,1.44824432573755e-16
"PRIM1","ENSG00000198056.15","Upregulated",317.320978175747,1.02217745989073,1.05719586414755e-18,1.62895354490198e-16
"ZMAT1","ENSG00000166432.15","Upregulated",88.6933014237823,2.60049549575491,1.2950764713195e-18,1.98525260926577e-16
"C11orf87","ENSG00000185742.7","Downregulated",87.815714975275,-4.81341559071169,1.46395974520986e-18,2.2326879950925e-16
"FAM111B","ENSG00000189057.11","Upregulated",1349.99057505537,1.48629526611319,1.89367385197963e-18,2.87338572504442e-16
"KCNA2","ENSG00000177301.16","Upregulated",135.033880964312,3.7935518792622,1.96691744756172e-18,2.96944931022802e-16
"BCL2","ENSG00000171791.14","Upregulated",867.006748457966,1.87775622535093,1.99856135034309e-18,2.98704979422279e-16
"KIRREL1","ENSG00000183853.18","Downregulated",5531.44484099338,-1.31159223601664,1.99165542976315e-18,2.98704979422279e-16
"CDKN1C","ENSG00000129757.14","Upregulated",660.594347138111,1.89875308985557,2.54937892071177e-18,3.75399185704021e-16
"FAM25C","ENSG00000276430.3","Downregulated",20.3150144103583,-5.31757000931009,2.53765857665426e-18,3.75399185704021e-16
"COL19A1","ENSG00000082293.13","Upregulated",100.319726195468,4.28480301571012,2.75530010888548e-18,4.0373250419022e-16
"LHFPL4","ENSG00000156959.9","Upregulated",28.1502045419487,5.29796715363079,3.06845452534165e-18,4.47425574007379e-16
"TMSB15A","ENSG00000158164.7","Upregulated",48.6128388217337,2.74562137243407,3.24027192862581e-18,4.70185478109139e-16
"CBX5","ENSG00000094916.16","Upregulated",7450.26031340848,1.09200575873189,3.91763781720863e-18,5.63009757846155e-16
"PTHLH","ENSG00000087494.16","Downregulated",9431.99112620488,-2.62102086811382,4.25738775457171e-18,6.08908300285443e-16
"KRT75","ENSG00000170454.6","Downregulated",4440.35384492707,-3.64778378613403,4.8075532007507e-18,6.81077631643792e-16
"CENPJ","ENSG00000151849.15","Upregulated",607.529574549607,1.1334012656118,5.07836890482873e-18,7.16050015580851e-16
"SRPX","ENSG00000101955.15","Downregulated",934.67682428149,-2.30170997869584,6.38738118725786e-18,8.92203731072486e-16
"CCNI2","ENSG00000205089.8","Upregulated",47.6080391414787,2.75307745320053,7.83295306877701e-18,1.08903550293899e-15
"LINC01214","ENSG00000243550.3","Downregulated",23.2181770637564,-4.51530109493329,1.05810823073164e-17,1.45755627801983e-15
"DRGX","ENSG00000165606.9","Upregulated",28.1288596937269,4.98462142587145,1.12362906985473e-17,1.53634924056448e-15
"LINC00504","ENSG00000248360.7","Downregulated",148.692713154986,-3.32734254729878,1.12558705902456e-17,1.53634924056448e-15
"GAS5-AS1","ENSG00000270084.2","Upregulated",30.6261255038948,1.02230448163071,1.58781760935202e-17,2.13797495399778e-15
"WSCD1","ENSG00000179314.14","Upregulated",107.453942372723,2.41017407882401,1.63370091155084e-17,2.18989182278375e-15
"BX322234.2","ENSG00000233085.5","Downregulated",20.5411512122207,-5.0097460342315,1.69909561272295e-17,2.26738241319261e-15
"CHAF1B","ENSG00000159259.8","Upregulated",972.102957971728,1.07059584348479,2.02525966173208e-17,2.67871954904847e-15
"TMEM150C","ENSG00000249242.8","Upregulated",398.562862180778,1.97883140435421,2.06527421973396e-17,2.70768320071437e-15
"HTRA1","ENSG00000166033.13","Downregulated",10915.7590729226,-1.72870800233165,2.15860724186237e-17,2.81768941806769e-15
"LIPE-AS1","ENSG00000213904.9","Upregulated",55.4878897492189,1.80722276459601,2.17733924750826e-17,2.8297836863703e-15
"CBLN2","ENSG00000141668.10","Upregulated",109.881380178679,4.15268256382479,2.23404678968341e-17,2.89091457303968e-15
"RAB3B","ENSG00000169213.7","Downregulated",577.117339101859,-3.03469855566079,2.33437945170423e-17,3.00772717975616e-15
"CFAP44","ENSG00000206530.11","Upregulated",169.180604616581,1.81158447746548,2.42008251897201e-17,3.10476852605629e-15
"LCE1A","ENSG00000186844.6","Downregulated",81.7284360429314,-6.08662307381095,2.82740447701683e-17,3.61182797551227e-15
"C3orf70","ENSG00000187068.3","Upregulated",295.292146228609,2.0298607070514,3.09283831904727e-17,3.91742046749835e-15
"RPSAP52","ENSG00000241749.4","Downregulated",91.3996640555683,-2.86642729001792,3.22807107057574e-17,4.07145571483755e-15
"MMP10","ENSG00000166670.10","Downregulated",10812.1694884412,-3.35086847932652,3.28884676318676e-17,4.13068098509155e-15
"ESR1","ENSG00000091831.24","Upregulated",329.956879559913,2.19419521235222,3.30671137460789e-17,4.13574127237569e-15
"KNTC1","ENSG00000184445.12","Upregulated",1804.53802756023,1.01487093777195,3.72805443489574e-17,4.64329179866264e-15
"RALGPS1","ENSG00000136828.19","Upregulated",342.535473110808,1.55145813684107,3.75801701065411e-17,4.66118856773746e-15
"IRS1","ENSG00000169047.5","Downregulated",4813.27504386521,-1.5421418610197,3.84859255850451e-17,4.75380697350483e-15
"TCF19","ENSG00000137310.12","Upregulated",2624.74694897736,1.15307255783304,4.27310543649792e-17,5.23490441425393e-15
"SERPINE1","ENSG00000106366.9","Downregulated",26333.5641108627,-2.2053374890819,4.58518464597733e-17,5.57629454585073e-15
"RGS20","ENSG00000147509.14","Downregulated",580.760284958561,-2.07149750237633,4.58908222360256e-17,5.57629454585073e-15
"SLC37A2","ENSG00000134955.12","Downregulated",2782.73232656275,-1.53663803587783,4.6434407080557e-17,5.61950322450206e-15
"AC009121.3","ENSG00000263080.1","Upregulated",7.03644214086753,2.16670596259843,5.47251964146772e-17,6.59615149688521e-15
"MIR2052HG","ENSG00000254349.6","Downregulated",34.700126813572,-3.34045143900223,5.83566113678223e-17,7.00560573095158e-15
"MMP1","ENSG00000196611.5","Downregulated",36035.261807718,-2.92513438974025,5.94011734639477e-17,7.1024795087373e-15
"DELEC1","ENSG00000173077.16","Downregulated",112.889088011358,-2.8135530748973,6.26321237805533e-17,7.45896192847928e-15
"CCDC158","ENSG00000163749.17","Upregulated",9.52484497680886,2.11392330434441,6.53487585765307e-17,7.75160750543515e-15
