"Gene","Ensembl_ID","Direction","BaseMean","log2FC","Pvalue","FDR"
"AP000439.2","ENSG00000255980.1","Higher in HPV-negative",2.26,-2.21,0.00733,0.0215
"SYNE4","ENSG00000181392.17","Higher in HPV-positive",67.57,1.098,0.00734,0.0215
"DTNB-AS1","ENSG00000224220.1","Higher in HPV-positive",3.97,1.07,0.00734,0.0216
"IGKV2OR2-1","ENSG00000270748.1","Higher in HPV-positive",5.95,1.664,0.00736,0.0216
"Z99496.1","ENSG00000286339.1","Higher in HPV-positive",1.03,1.642,0.00741,0.0217
"LINC01346","ENSG00000233304.7","Higher in HPV-positive",1.41,1.559,0.00742,0.0218
"AL034397.1","ENSG00000237311.3","Higher in HPV-positive",5.04,1.008,0.00744,0.0218
"AC010729.2","ENSG00000242540.3","Higher in HPV-negative",1.38,-1.502,0.00745,0.0218
"ZNF730","ENSG00000183850.14","Higher in HPV-negative",5.81,-1.128,0.00747,0.0219
"LHFPL1","ENSG00000182508.14","Higher in HPV-positive",13.01,1.196,0.00748,0.0219
"CCDC27","ENSG00000162592.10","Higher in HPV-positive",3.27,1.065,0.00749,0.0219
"LINC02452","ENSG00000283422.1","Higher in HPV-negative",3.27,-1.092,0.00751,0.0219
"RPEP6","ENSG00000257075.1","Higher in HPV-negative",0.91,-1.996,0.00758,0.0221
"AC079163.2","ENSG00000286225.1","Higher in HPV-negative",3.95,-1.603,0.00758,0.0221
"CYP2A6","ENSG00000255974.8","Higher in HPV-positive",7.68,1.387,0.0076,0.0222
"C20orf203","ENSG00000198547.10","Higher in HPV-positive",2.06,1.436,0.00761,0.0222
"FGF20","ENSG00000078579.9","Higher in HPV-positive",1.07,1.517,0.00762,0.0222
"TRBJ1-3","ENSG00000282133.1","Higher in HPV-positive",1.71,1.033,0.00763,0.0223
"IGHV1-14","ENSG00000253709.1","Higher in HPV-positive",9.28,1.565,0.00765,0.0223
"AP005205.3","ENSG00000279479.1","Higher in HPV-negative",2.54,-1.477,0.00768,0.0224
"GUCY2EP","ENSG00000204529.4","Higher in HPV-negative",3.95,-1.945,0.00769,0.0224
"LINC02266","ENSG00000272727.2","Higher in HPV-negative",1.67,-1.454,0.00772,0.0225
"TCF21","ENSG00000118526.7","Higher in HPV-negative",2.19,-1.566,0.00772,0.0225
"AC109635.3","ENSG00000255442.1","Higher in HPV-negative",1.95,-2.683,0.00775,0.0226
"MROH5","ENSG00000226807.6","Higher in HPV-positive",1.86,1.277,0.00784,0.0228
"AC087473.1","ENSG00000259380.6","Higher in HPV-negative",1.69,-1.321,0.00784,0.0228
"LINC01310","ENSG00000205632.4","Higher in HPV-positive",0.75,2.097,0.00784,0.0228
"Z82186.1","ENSG00000224715.1","Higher in HPV-positive",1.93,1.14,0.00787,0.0228
"OTOG","ENSG00000188162.12","Higher in HPV-positive",2.26,1.368,0.00789,0.0229
"ENPP7","ENSG00000182156.10","Higher in HPV-positive",3.62,1.227,0.00793,0.023
"CCL25","ENSG00000131142.13","Higher in HPV-positive",5.74,1.094,0.00795,0.023
"ABCA9-AS1","ENSG00000231749.3","Higher in HPV-negative",2.83,-1.483,0.00796,0.023
"HTR3A","ENSG00000166736.11","Higher in HPV-positive",79.1,1.365,0.00801,0.0231
"SLCO1A2","ENSG00000084453.16","Higher in HPV-negative",187.68,-1.285,0.00807,0.0233
"PROP1","ENSG00000175325.2","Higher in HPV-positive",1.27,1.874,0.00812,0.0234
"LINC01139","ENSG00000215808.4","Higher in HPV-positive",184.21,1.248,0.00813,0.0234
"NANOG","ENSG00000111704.11","Higher in HPV-positive",2.16,1.122,0.00814,0.0235
"CBLN4","ENSG00000054803.4","Higher in HPV-positive",4.79,1.315,0.00815,0.0235
"TRBV26OR9-2","ENSG00000231165.3","Higher in HPV-negative",1.16,-1.797,0.00817,0.0235
"AC009533.2","ENSG00000255753.1","Higher in HPV-positive",2.69,1.208,0.00819,0.0236
"AC023824.3","ENSG00000260958.3","Higher in HPV-negative",24.96,-2.067,0.00821,0.0236
"LINC02851","ENSG00000229611.2","Higher in HPV-positive",1.32,1.316,0.00821,0.0236
"BTNL3","ENSG00000168903.9","Higher in HPV-positive",2.39,1.104,0.00826,0.0237
"AC009690.1","ENSG00000260729.1","Higher in HPV-positive",3.27,1.129,0.00826,0.0238
"IGKV1D-27","ENSG00000224607.4","Higher in HPV-positive",30.9,1.478,0.00828,0.0238
"IGLV2-23","ENSG00000211660.3","Higher in HPV-positive",3645.77,1.185,0.0083,0.0238
"IGHV5-51","ENSG00000211966.2","Higher in HPV-positive",3867.61,1.237,0.00833,0.0239
"AP001271.2","ENSG00000279459.1","Higher in HPV-negative",4.67,-1.072,0.00836,0.024
"RHOT1P2","ENSG00000203616.2","Higher in HPV-positive",1.38,1.155,0.00843,0.0242
"GABRB3","ENSG00000166206.15","Higher in HPV-negative",167.27,-1.351,0.00844,0.0242
"SALL3","ENSG00000256463.8","Higher in HPV-positive",103.74,2.036,0.00844,0.0242
"KCNA6","ENSG00000151079.7","Higher in HPV-negative",19.98,-1.087,0.00846,0.0242
"LINC00656","ENSG00000233746.2","Higher in HPV-negative",5.41,-1.101,0.0085,0.0243
"TTN","ENSG00000155657.28","Higher in HPV-positive",7556.69,1.268,0.00853,0.0244
"AC084026.3","ENSG00000280147.1","Higher in HPV-negative",3.35,-1.408,0.00858,0.0245
"IDO1","ENSG00000131203.13","Higher in HPV-positive",2598.24,1.067,0.0086,0.0246
"OR9A4","ENSG00000258083.2","Higher in HPV-negative",3.56,-1.738,0.00863,0.0246
"FRMPD2","ENSG00000170324.21","Higher in HPV-positive",5.1,1.261,0.00865,0.0247
"IGHD3-3","ENSG00000211930.1","Higher in HPV-positive",2.22,1.483,0.00865,0.0247
"AKR1C6P","ENSG00000151631.8","Higher in HPV-positive",3.4,1.176,0.00869,0.0248
"CYP4F29P","ENSG00000228314.1","Higher in HPV-positive",34.02,1.445,0.00882,0.0251
"AP005435.1","ENSG00000254558.1","Higher in HPV-negative",6.06,-1.866,0.00882,0.0251
"ITPK1P1","ENSG00000237351.1","Higher in HPV-positive",1.79,1.098,0.00886,0.0252
"IGHE","ENSG00000211891.6","Higher in HPV-negative",70.98,-1.063,0.00889,0.0252
"AC005845.1","ENSG00000255775.1","Higher in HPV-negative",3.18,-1.31,0.0089,0.0253
"AC244230.2","ENSG00000285402.1","Higher in HPV-positive",1.23,1.089,0.0089,0.0253
"AC244472.1","ENSG00000286831.1","Higher in HPV-positive",1.88,1.071,0.00898,0.0254
"CYP4F3","ENSG00000186529.16","Higher in HPV-negative",1344.43,-1.219,0.00899,0.0255
"EIF4E2P2","ENSG00000244157.1","Higher in HPV-negative",2.18,-1.631,0.00901,0.0255
"AC008764.10","ENSG00000279977.1","Higher in HPV-positive",1.09,1.3,0.00901,0.0255
"ARHGDIG","ENSG00000242173.10","Higher in HPV-negative",5.84,-1.228,0.00907,0.0257
"TREHP1","ENSG00000255239.2","Higher in HPV-positive",1.85,1.587,0.00909,0.0257
"AC120349.1","ENSG00000269365.2","Higher in HPV-positive",1.83,1.095,0.0091,0.0257
"AL391427.1","ENSG00000224251.6","Higher in HPV-negative",8.96,-1.253,0.00911,0.0258
"AC016044.1","ENSG00000259203.2","Higher in HPV-positive",3.29,2.278,0.00913,0.0258
"LINC02616","ENSG00000261761.5","Higher in HPV-negative",3.19,-2.736,0.00914,0.0258
"RN7SL356P","ENSG00000266553.2","Higher in HPV-negative",3.43,-1.443,0.00916,0.0259
"MDGA2","ENSG00000139915.21","Higher in HPV-negative",2.62,-1.777,0.0092,0.026
"AC012494.1","ENSG00000227088.2","Higher in HPV-negative",2.86,-1.504,0.00925,0.0261
"FOXG1","ENSG00000176165.12","Higher in HPV-positive",28.89,1.787,0.00926,0.0261
"AQP7P1","ENSG00000186466.5","Higher in HPV-positive",2.64,1.213,0.00926,0.0261
"TRDV2","ENSG00000211821.2","Higher in HPV-positive",1.88,1.317,0.00929,0.0262
"U8","ENSG00000239148.1","Higher in HPV-negative",3.03,-3.085,0.0093,0.0262
"CA7","ENSG00000168748.14","Higher in HPV-positive",3.15,1.261,0.0093,0.0262
"CYP26A1","ENSG00000095596.12","Higher in HPV-negative",154.57,-1.67,0.0093,0.0262
"AC139085.1","ENSG00000265626.1","Higher in HPV-positive",1.15,1.543,0.00934,0.0263
"AL590004.3","ENSG00000260604.2","Higher in HPV-negative",10.77,-1.057,0.00937,0.0263
"SDCBP2P1","ENSG00000223389.1","Higher in HPV-positive",0.93,1.765,0.00938,0.0264
"NR0B1","ENSG00000169297.8","Higher in HPV-negative",8.61,-2.134,0.00939,0.0264
"LCN8","ENSG00000204001.9","Higher in HPV-positive",2.21,1.543,0.00942,0.0264
"ASNSP1","ENSG00000248498.4","Higher in HPV-negative",3.46,-1.755,0.00944,0.0265
"IGLV2-8","ENSG00000278196.3","Higher in HPV-positive",1102.83,1.277,0.00945,0.0265
"SSX6P","ENSG00000171483.13","Higher in HPV-negative",3.89,-1.687,0.00953,0.0267
"AADACL3","ENSG00000188984.12","Higher in HPV-negative",6.6,-1.927,0.00955,0.0268
"GRIA4","ENSG00000152578.13","Higher in HPV-positive",3.05,1.048,0.00958,0.0268
"GRM7","ENSG00000196277.16","Higher in HPV-positive",8.29,1.16,0.00963,0.0269
"AC009731.1","ENSG00000287229.1","Higher in HPV-negative",13.98,-1.222,0.00965,0.027
"UGT1A9","ENSG00000241119.2","Higher in HPV-negative",1.84,-1.924,0.00969,0.0271
"OR11H4","ENSG00000176198.3","Higher in HPV-negative",2.26,-1.907,0.00972,0.0272
"SLC38A8","ENSG00000166558.11","Higher in HPV-negative",4.15,-1.226,0.00973,0.0272
"AC026336.3","ENSG00000276122.1","Higher in HPV-positive",8.53,1.054,0.00976,0.0273
"PTPRT","ENSG00000196090.12","Higher in HPV-positive",67.15,1.297,0.00979,0.0273
"LINC02036","ENSG00000225742.6","Higher in HPV-positive",9.94,1.004,0.00979,0.0273
"ATCAY","ENSG00000167654.18","Higher in HPV-positive",6.71,1.091,0.00985,0.0275
"AC114485.1","ENSG00000233359.2","Higher in HPV-positive",2.07,2.373,0.00987,0.0275
"TRIM58","ENSG00000162722.9","Higher in HPV-negative",157.34,-1.206,0.00987,0.0275
"AC244394.2","ENSG00000227242.4","Higher in HPV-positive",2.32,1.129,0.00987,0.0275
"CD79A","ENSG00000105369.10","Higher in HPV-positive",975.97,1.036,0.00989,0.0276
"AC006974.1","ENSG00000283504.1","Higher in HPV-negative",1.53,-1.973,0.00995,0.0277
"SOWAHCP2","ENSG00000279720.1","Higher in HPV-positive",4.07,1.227,0.00996,0.0277
"RARRES2P11","ENSG00000283123.1","Higher in HPV-positive",1.04,2.247,0.00997,0.0277
"AC137695.1","ENSG00000270492.1","Higher in HPV-positive",0.81,1.341,0.00997,0.0277
"LINC00866","ENSG00000227356.2","Higher in HPV-negative",1.95,-1.047,0.01,0.0278
"PLA2G2A","ENSG00000188257.12","Higher in HPV-positive",524.76,1.222,0.01,0.0279
"PKD1P2","ENSG00000227827.3","Higher in HPV-positive",50.42,1.139,0.01,0.0279
"NPBWR1","ENSG00000288611.1","Higher in HPV-negative",272.22,-1.075,0.0101,0.0279
"HEPACAM2","ENSG00000188175.10","Higher in HPV-positive",7.83,1.356,0.0101,0.028
"SYT14","ENSG00000143469.20","Higher in HPV-negative",89.53,-1.055,0.0101,0.028
"AC006348.1","ENSG00000286565.1","Higher in HPV-positive",1.29,1.531,0.0101,0.0281
"LINC00051","ENSG00000254008.1","Higher in HPV-negative",3.72,-1.934,0.0102,0.0282
"AC006262.4","ENSG00000277748.1","Higher in HPV-negative",4.6,-1.309,0.0102,0.0282
"LINC02868","ENSG00000203864.3","Higher in HPV-negative",2.7,-1.014,0.0102,0.0282
"TMED10P2","ENSG00000239405.1","Higher in HPV-positive",4.14,1.131,0.0103,0.0284
"AL136114.1","ENSG00000227579.6","Higher in HPV-negative",3.48,-1.074,0.0103,0.0284
"NPY1R","ENSG00000164128.7","Higher in HPV-positive",19.7,1.06,0.0103,0.0284
"KRT6C","ENSG00000170465.10","Higher in HPV-negative",114878.32,-1.113,0.0104,0.0287
"SNAP47-AS1","ENSG00000230005.2","Higher in HPV-positive",1.37,1.089,0.0104,0.0288
"AP001981.2","ENSG00000287245.1","Higher in HPV-negative",2.03,-1.062,0.0104,0.0288
"LINC00052","ENSG00000259527.2","Higher in HPV-negative",13.09,-1.81,0.0105,0.0289
"TRHDE","ENSG00000072657.9","Higher in HPV-negative",59.31,-1.271,0.0106,0.029
"AC034114.2","ENSG00000253238.3","Higher in HPV-positive",1.84,1.165,0.0106,0.0291
"PPP4R3C","ENSG00000224960.5","Higher in HPV-negative",2.63,-3.1,0.0106,0.0291
"UTY","ENSG00000183878.15","Higher in HPV-positive",564.07,1.321,0.0106,0.0292
"AL109761.1","ENSG00000244676.5","Higher in HPV-positive",2.19,1.078,0.0107,0.0293
"LINC01983","ENSG00000223783.1","Higher in HPV-positive",5.01,1.248,0.0107,0.0293
"AL122058.1","ENSG00000226308.1","Higher in HPV-positive",7.91,1.065,0.0107,0.0294
"AC007731.3","ENSG00000236003.1","Higher in HPV-positive",2.07,1.23,0.0107,0.0294
"AC005274.1","ENSG00000280168.1","Higher in HPV-negative",1.2,-1.782,0.0107,0.0295
"PLA2G2F","ENSG00000158786.5","Higher in HPV-negative",321.86,-1.11,0.0108,0.0295
"CRYGC","ENSG00000163254.5","Higher in HPV-negative",1.1,-1.818,0.0108,0.0295
"TECRL","ENSG00000205678.8","Higher in HPV-positive",5.96,1.968,0.0108,0.0297
"CATSPER4","ENSG00000188782.9","Higher in HPV-positive",3.09,1.375,0.0109,0.0297
"NDUFB4P11","ENSG00000259374.2","Higher in HPV-positive",11.69,1.225,0.0109,0.0297
"AC010624.4","ENSG00000269540.1","Higher in HPV-positive",0.73,1.766,0.0109,0.0299
"C4BPAP2","ENSG00000232621.1","Higher in HPV-negative",3.82,-1.548,0.011,0.0299
"AL359834.1","ENSG00000282849.1","Higher in HPV-negative",2.29,-1.156,0.011,0.0301
"SPRR2A","ENSG00000241794.2","Higher in HPV-negative",31006.46,-1.011,0.011,0.0301
"GRID2","ENSG00000152208.13","Higher in HPV-positive",1.79,1.505,0.0111,0.0302
"IGKV2-24","ENSG00000241294.1","Higher in HPV-positive",571.26,1.272,0.0111,0.0303
"PRODH2","ENSG00000250799.11","Higher in HPV-positive",1.55,1.896,0.0111,0.0303
"AL162388.2","ENSG00000287038.1","Higher in HPV-positive",1.87,1.762,0.0112,0.0304
"IL9RP1","ENSG00000229926.1","Higher in HPV-positive",0.65,1.967,0.0112,0.0304
"CIR1P1","ENSG00000253146.1","Higher in HPV-positive",0.78,1.371,0.0112,0.0305
"AF015262.1","ENSG00000234703.1","Higher in HPV-negative",4.15,-1.236,0.0112,0.0305
"LINC01419","ENSG00000253898.1","Higher in HPV-negative",4.18,-2.099,0.0112,0.0305
"TYRP1","ENSG00000107165.13","Higher in HPV-negative",42.45,-1.051,0.0113,0.0308
"LMNTD1","ENSG00000152936.10","Higher in HPV-positive",2.35,1.366,0.0114,0.0308
"AC118757.1","ENSG00000267627.5","Higher in HPV-positive",1.71,1.066,0.0114,0.031
"CHRM3","ENSG00000133019.12","Higher in HPV-negative",522.24,-1.057,0.0114,0.031
"AC073348.2","ENSG00000287592.1","Higher in HPV-negative",2,-1.939,0.0115,0.0311
"ACADL","ENSG00000115361.8","Higher in HPV-positive",20.73,1.01,0.0115,0.0311
"IGHV3OR16-15","ENSG00000261834.2","Higher in HPV-positive",7.94,1.346,0.0115,0.0312
"LINC00970","ENSG00000203601.3","Higher in HPV-positive",1.61,1.658,0.0115,0.0312
"ETNPPL","ENSG00000164089.9","Higher in HPV-positive",3.48,1.594,0.0116,0.0313
"LINC01702","ENSG00000235200.3","Higher in HPV-negative",2.09,-1.155,0.0116,0.0314
"AC008649.1","ENSG00000267291.1","Higher in HPV-positive",1.36,1.211,0.0116,0.0315
"AC105101.1","ENSG00000278891.1","Higher in HPV-positive",1.55,1.166,0.0116,0.0315
"TUBB4AP1","ENSG00000228466.1","Higher in HPV-positive",2.46,1.435,0.0117,0.0316
"LINC02448","ENSG00000257230.1","Higher in HPV-positive",3.79,1.339,0.0117,0.0316
"CYP2AB1P","ENSG00000233441.6","Higher in HPV-negative",11.38,-1.491,0.0117,0.0316
"AP001056.1","ENSG00000237604.1","Higher in HPV-positive",1.72,1.089,0.0117,0.0317
"MIR137HG","ENSG00000225206.10","Higher in HPV-negative",10.34,-1.467,0.0117,0.0317
"LINC02308","ENSG00000258675.2","Higher in HPV-negative",4.24,-1.116,0.0118,0.0317
"FAM96AP2","ENSG00000224566.2","Higher in HPV-negative",25.98,-1.017,0.0119,0.032
"OR7E116P","ENSG00000225072.1","Higher in HPV-negative",2.85,-1.158,0.0119,0.032
"DRD5","ENSG00000169676.6","Higher in HPV-negative",17.33,-1.009,0.0119,0.032
"APOF","ENSG00000175336.10","Higher in HPV-positive",1.42,1.007,0.012,0.0322
"TSIX","ENSG00000270641.1","Higher in HPV-negative",10.34,-1.074,0.012,0.0323
"NLGN4Y-AS1","ENSG00000228787.1","Higher in HPV-positive",1.59,1.358,0.012,0.0324
"MAGEA9","ENSG00000123584.7","Higher in HPV-negative",4.94,-3.009,0.0121,0.0324
"AC106799.3","ENSG00000260763.1","Higher in HPV-negative",12.91,-1.21,0.0121,0.0325
"LINC01681","ENSG00000233985.2","Higher in HPV-negative",1.54,-1.696,0.0121,0.0326
"CSF3","ENSG00000108342.13","Higher in HPV-negative",414.09,-1.028,0.0122,0.0327
"ESRRG","ENSG00000196482.18","Higher in HPV-positive",46.36,1.022,0.0122,0.0327
"ECRG4","ENSG00000119147.10","Higher in HPV-positive",31.07,1.148,0.0122,0.0328
"FCRL2","ENSG00000132704.16","Higher in HPV-positive",31.43,1.083,0.0123,0.0329
"AC083809.1","ENSG00000277247.1","Higher in HPV-negative",2.51,-1.236,0.0123,0.0329
"MYBPC2","ENSG00000086967.10","Higher in HPV-positive",2719.1,1.42,0.0123,0.033
"ASB18","ENSG00000182177.14","Higher in HPV-positive",2.48,1.097,0.0124,0.0331
"AC011298.1","ENSG00000219159.4","Higher in HPV-positive",1.52,1.345,0.0124,0.0332
"KC6","ENSG00000267313.7","Higher in HPV-negative",85.52,-1.233,0.0125,0.0333
"KRTAP10-12","ENSG00000189169.7","Higher in HPV-positive",1.06,2.163,0.0125,0.0334
"AL136452.1","ENSG00000228997.1","Higher in HPV-negative",1.05,-1.703,0.0125,0.0334
"RBPMSLP","ENSG00000234159.1","Higher in HPV-positive",1.27,1.887,0.0125,0.0334
"Z97056.2","ENSG00000286144.1","Higher in HPV-negative",2.97,-1.747,0.0125,0.0334
"AC109462.1","ENSG00000259283.2","Higher in HPV-positive",1.47,1.128,0.0125,0.0335
"LINC00582","ENSG00000229228.1","Higher in HPV-positive",6.72,1.046,0.0127,0.0337
"LINC01612","ENSG00000250266.2","Higher in HPV-negative",2.2,-1.511,0.0127,0.0339
"MYL3","ENSG00000160808.11","Higher in HPV-positive",203.54,1.143,0.0127,0.0339
"CROCC2","ENSG00000226321.5","Higher in HPV-positive",6.2,1.151,0.0127,0.0339
"LINC01644","ENSG00000218357.3","Higher in HPV-positive",11.56,1.315,0.0128,0.0341
"FRGCA","ENSG00000236663.1","Higher in HPV-positive",1,1.906,0.0128,0.0342
"ZNRF4","ENSG00000105428.6","Higher in HPV-positive",0.98,1.992,0.0129,0.0343
"TMPRSS15","ENSG00000154646.9","Higher in HPV-negative",5.3,-1.512,0.0129,0.0343
"KLRF2","ENSG00000256797.1","Higher in HPV-positive",2.97,1.301,0.013,0.0345
"BICD1P1","ENSG00000224346.1","Higher in HPV-positive",0.81,1.442,0.013,0.0345
"NKX2-1","ENSG00000136352.19","Higher in HPV-negative",8.35,-1.343,0.013,0.0345
"BRWD1-AS1","ENSG00000238141.2","Higher in HPV-positive",1.09,1.089,0.013,0.0346
"AL591501.1","ENSG00000233928.6","Higher in HPV-negative",20.92,-1.275,0.013,0.0346
"AC022816.1","ENSG00000230647.2","Higher in HPV-negative",3.24,-1.148,0.0131,0.0346
"AC144450.1","ENSG00000203635.2","Higher in HPV-negative",3.37,-1.083,0.0131,0.0347
"SPINK1","ENSG00000164266.11","Higher in HPV-negative",21.6,-1.027,0.0131,0.0347
"AC026341.3","ENSG00000288074.1","Higher in HPV-negative",5.19,-1.422,0.0131,0.0348
"AP003555.2","ENSG00000255191.1","Higher in HPV-negative",4.77,-1.071,0.0132,0.0348
"AC020728.1","ENSG00000271410.1","Higher in HPV-positive",0.78,1.455,0.0132,0.0349
"TATDN2P3","ENSG00000235205.1","Higher in HPV-positive",4.67,1.247,0.0132,0.035
"CASQ1","ENSG00000143318.13","Higher in HPV-positive",324.37,1.328,0.0132,0.035
"LINC00974","ENSG00000226629.1","Higher in HPV-negative",5.45,-1.267,0.0133,0.035
"AC004704.1","ENSG00000249815.1","Higher in HPV-negative",12.87,-1.764,0.0133,0.035
"IL20","ENSG00000162891.10","Higher in HPV-negative",114.98,-1.02,0.0134,0.0352
"RPL31P44","ENSG00000213657.3","Higher in HPV-negative",1.35,-1.274,0.0134,0.0352
"CHRM1","ENSG00000168539.4","Higher in HPV-negative",9.84,-1.326,0.0134,0.0352
"AC092903.1","ENSG00000241439.1","Higher in HPV-positive",8.34,1.117,0.0134,0.0353
"AL035252.5","ENSG00000286472.1","Higher in HPV-positive",2.52,1.005,0.0134,0.0353
"AC007240.1","ENSG00000206647.1","Higher in HPV-positive",1.22,1.018,0.0135,0.0354
"LINC02109","ENSG00000259786.7","Higher in HPV-negative",6.27,-1.569,0.0135,0.0356
"AL136981.1","ENSG00000226668.5","Higher in HPV-positive",0.97,1.76,0.0137,0.0359
"AP005328.1","ENSG00000272461.1","Higher in HPV-negative",1.52,-1.552,0.0137,0.036
"AIRN","ENSG00000268257.2","Higher in HPV-positive",0.7,1.24,0.0137,0.036
"S100A11P9","ENSG00000270747.1","Higher in HPV-positive",0.79,1.97,0.0139,0.0363
"AC022031.1","ENSG00000267172.1","Higher in HPV-negative",1.72,-1.069,0.0139,0.0365
"RPSAP44","ENSG00000220773.1","Higher in HPV-negative",4.69,-1.006,0.0139,0.0365
"IGLV4-69","ENSG00000211637.2","Higher in HPV-positive",1159.42,1.219,0.014,0.0365
"IGKV1-5","ENSG00000243466.1","Higher in HPV-positive",6293.15,1.088,0.014,0.0365
"FAHD2P1","ENSG00000257302.1","Higher in HPV-positive",1.03,1.596,0.014,0.0366
"TDRG1","ENSG00000204091.8","Higher in HPV-positive",3.14,1.233,0.0141,0.0367
"MIR325HG","ENSG00000280870.3","Higher in HPV-negative",3.84,-1.12,0.0141,0.0368
"AC099509.2","ENSG00000250158.1","Higher in HPV-negative",1.6,-1.1,0.0141,0.0369
"AP003041.2","ENSG00000255535.2","Higher in HPV-negative",13.01,-1.165,0.0142,0.037
"MIR5195","ENSG00000265929.1","Higher in HPV-positive",1.51,1.312,0.0142,0.0371
"AC006112.1","ENSG00000286635.1","Higher in HPV-negative",0.71,-2.055,0.0143,0.0373
"MAGEA2","ENSG00000268606.5","Higher in HPV-negative",2.53,-2.686,0.0144,0.0374
"AC002306.1","ENSG00000259242.2","Higher in HPV-positive",2.46,1.212,0.0144,0.0375
"AL034376.1","ENSG00000260673.1","Higher in HPV-negative",49.7,-1.339,0.0145,0.0376
"AL031663.3","ENSG00000277022.1","Higher in HPV-positive",1.61,1.064,0.0145,0.0376
"AC061975.1","ENSG00000260777.1","Higher in HPV-negative",3.52,-1.509,0.0145,0.0377
"Z84486.1","ENSG00000287974.1","Higher in HPV-negative",8.21,-1.155,0.0145,0.0378
"AC010280.1","ENSG00000248359.2","Higher in HPV-negative",9.64,-1.417,0.0146,0.0379
"AC141930.1","ENSG00000228613.1","Higher in HPV-negative",2.61,-1.035,0.0147,0.0381
"AC005162.2","ENSG00000272568.6","Higher in HPV-positive",10.38,1.009,0.0148,0.0382
"AC090578.1","ENSG00000253553.7","Higher in HPV-negative",14,-1.013,0.0148,0.0383
"PRSS21","ENSG00000007038.11","Higher in HPV-positive",541.1,1.193,0.0148,0.0383
"LINC02054","ENSG00000224153.3","Higher in HPV-positive",2.23,1.129,0.0148,0.0383
"AC087612.1","ENSG00000259672.3","Higher in HPV-negative",131.83,-1.19,0.0148,0.0383
"LINC00917","ENSG00000168367.11","Higher in HPV-negative",1.42,-1.899,0.0148,0.0384
"TMPRSS11BNL","ENSG00000250026.5","Higher in HPV-positive",93.46,1.471,0.0149,0.0384
"FBN3","ENSG00000142449.13","Higher in HPV-positive",41.03,1.254,0.0149,0.0385
"HBQ1","ENSG00000086506.3","Higher in HPV-negative",4.36,-1.506,0.0149,0.0386
"COX7B2","ENSG00000170516.17","Higher in HPV-negative",4.39,-3.723,0.015,0.0386
